"s.1"	"s.2"	"s.4"	"s.5"	"s.7"	"s.8"	"s.9"	"s.10"	"s.11"	"s.12"	"s.13"	"s.16"	"s.18"	"s.19"	"s.20"	"s.21"	"s.22"	"s.23"	"s.26"	"s.27"	"s.28"	"s.29"	"s.30"	"s.31"	"s.32"	"s.36"	"s.37"	"s.39"	"s.40"	"s.41"	"s.42"	"s.44"	"s.45"	"s.46"	"s.49"	"s.50"	"s.52"	"s.56"	"s.57"	"s.58"	"s.61"	"s.62"	"s.63"	"s.64"	"s.65"	"s.66"
"prt434"	1.90075881910275	NA	0.265109150318301	0.0637452938381538	1.26649779963536	3.00200403360948	3.11780240969026	NA	NA	-0.0245470947717735	3.90267148895736	0.741968294084196	3.64093453310982	2.45716264404019	2.9550899922196	NA	-0.591609062861943	4.3538110454006	0.151389475349886	2.52037265474609	0.57910614389136	0.526877256952864	2.71272863909191	1.36249475179219	1.66513042923167	1.45062013728238	2.86590404854511	2.06795622883219	-0.878588232511643	3.12287885415283	2.85825650910472	NA	2.40930657879225	2.95426242014477	1.47944571369547	2.77216491774104	NA	2.65092210334086	0.789870837976368	2.29045371232702	NA	2.64880564951694	3.10435816876309	5.70240023873935	-0.216427898051164	NA
"prt435"	2.11786602421025	1.75303837372593	1.53969951016003	NA	0.434081673313611	1.09054811565114	0.646435300734674	0.142084416028664	0.423262393035488	2.496806261318	1.73285685374805	3.99596203978928	1.86999946421956	-0.476528228589236	2.06866678884481	2.58563116133505	3.19026993542035	0.512012653447233	1.84025325344376	1.58576675587608	NA	2.41030810249539	1.59375539123827	2.03100162553571	-0.530670804300427	4.78054370421799	1.05882188498344	2.11608670321387	-0.0198025863110394	2.97429420938525	0.860455971204593	2.19540984396217	1.67279140395518	1.63517174588303	1.87396620113598	0.757039278933956	2.55918000559926	2.48798501083108	0.0660531299711686	NA	1.79328738047918	0.644012874491322	-0.77230594028082	2.45281081249648	0.559332816873706	1.56570703632126
"prt436"	2.78857218049686	2.33169876116657	0.141228628181937	1.39677060416211	1.52873715817812	2.54802312873281	2.46957725084754	2.77183313708031	4.69330304473128	5.54756032200106	0.881077476422667	-0.302217071717967	NA	-0.104727501304457	1.52575701289144	0.975015263775517	2.64899750432365	4.42815616445684	0.885246458401417	4.27412925447295	2.95750447050267	1.46481254000567	2.70567556610938	4.6611625925868	2.04820571100542	0.399516588542251	0.402187787678946	5.78317765173515	4.48576155265114	4.28387829066621	5.08099135463922	5.83390812034655	0.812300188332589	3.15310127063611	NA	1.66368691420676	1.00598629401267	2.18324022434588	3.7293089593803	-0.999443242978299	2.95432186934284	2.94211597633796	1.13631119248085	NA	NA	2.34699317763312
"prt437"	NA	-3.52770913112532	NA	-5.04534280315425	-5.56537551686124	-0.711851205323535	NA	NA	NA	NA	NA	-4.07411076170781	-3.6503107787875	NA	NA	-3.48940570281984	-2.91001405585316	NA	-6.18902457720003	NA	NA	NA	NA	-5.65925723317206	NA	NA	-2.75370132801579	-3.90740113421625	-2.80006641449983	NA	NA	NA	-1.88495011345301	-4.69446708046415	-2.67645331086016	-3.43864747864326	-3.47002735614797	-3.73449226065081	-7.66872265695269	NA	-2.7272789910548	-3.34913832435901	-2.24008449157894	-1.9103408912409	-5.51333710459367	-1.81636569731417
"prt438"	4.15848421885659	3.32981084749971	3.5066714506064	3.95334965812323	2.07124593802351	3.88969533549036	3.84776574828465	3.07146082459409	3.59049875409987	4.38897559634919	3.31392911214052	3.22814252091906	3.98198920260959	4.35594419580421	4.78745229266251	3.44975987066759	3.67289588341812	4.76066633800006	4.0231736090174	4.07688091582319	2.0540249786374	3.26430781209145	4.26672301363722	4.02048495719811	4.36303460580572	4.97935616600285	4.80721797558267	3.72879973028008	4.53480681382813	NA	4.26959561317437	6.15271672604506	NA	NA	5.52450816208865	4.34906684996217	3.03104837637661	5.90101777908551	NA	5.2269489099841	NA	3.69918725216101	3.23876509490411	2.96318451871736	5.42390043813552	3.06683915222641
"prt439"	-1.00200454598642	-2.13085077438609	-1.47718489132091	NA	-3.67220476733206	-0.516331380988817	-2.46864468147054	NA	-1.8267760648511	-2.68957895852556	-1.63055319959023	NA	-1.94921198572298	-1.1725320741289	-0.631034575829609	-0.807978293664361	-1.10834947701187	-1.61734086228903	-1.49727907405505	-2.23227055013303	-1.71665388440279	-1.18031235015223	NA	-1.4932182999069	-2.63577886205075	-0.606729034169028	-1.24952692412741	-1.30701695272847	-0.112138970424051	-0.719884612429657	-2.08493943096373	-1.32695331012253	-1.84579136108822	0.992554691676927	-2.35485158488358	-0.505451820738001	-1.34428824617959	-1.39889855524696	NA	-0.689103398613999	-0.247408505617536	-1.69723361233343	-0.974402514979785	-1.71258067198302	-0.486252895990554	-0.133003812327822
"prt440"	-2.86698238612231	-2.72336780613826	-1.79585598807598	-1.48697912372074	0.0380338393928803	NA	-2.07310971667252	-1.99099656997959	-3.21112934609216	NA	NA	-0.163156162420373	-3.7544881506347	-2.53811763419419	-1.50218698916873	NA	NA	-0.676465546077621	-1.47880166272698	NA	NA	-2.021798339936	-2.49199430177937	-1.27730645897925	NA	-1.24379084537724	-2.37999343812282	-0.321023274626124	-1.7145346871041	-2.10978887053033	-2.2918972033199	NA	-2.9190224437064	NA	-1.33380011870713	-1.2334532457529	NA	-1.36361905378657	-1.29872096273121	-1.62401838932974	-1.19207586223412	-0.23782844094206	-0.194709687604707	NA	-1.9198369496931	-2.3788572547465
"prt441"	1.21471652728109	4.83267400722954	-2.74908374853585	5.40900252718477	-0.43632213093051	2.83561942313675	-5.29084574783524	0.267291765957609	1.14073686685104	3.32059586135155	7.10910127398226	NA	NA	NA	5.33382899603237	2.97348731355268	-3.41002749105791	NA	-0.940423259282346	-1.12593844279993	6.20851258759331	0.159851911819665	-2.072230383585	6.43561612159819	3.06144248119531	NA	3.74898375825938	1.94110154974912	2.79122591702107	1.58862201629668	0.409540690280783	9.35086748876625	4.48063632036424	-1.42382197541807	-0.0253532224105713	4.0209140684849	-3.32057776785283	5.57230432483334	NA	0.198594080284987	2.82186653883962	-0.338718640151838	2.6616270107452	1.00655751465518	-2.33462851007355	3.27869923609715
"prt442"	1.32507030317987	4.07107262981834	1.21448339243159	0.712320233211192	NA	NA	0.958632799484512	1.79038756741444	0.258129716186259	3.19482154570927	0.803591618175712	NA	NA	0.351423761430116	-0.1259105212606	2.98010530461103	4.00460115411655	1.70219743549069	2.48689767778091	1.24612868902252	2.37440332492316	0.332188114343226	1.68119812392988	0.467654143557337	2.91595197688929	-0.602653537455252	3.34214547066691	1.93493907532957	0.852518496692432	-1.4302272019444	2.73311630590698	-1.36014550901349	1.86718555331689	3.51601618926423	1.44581835217686	1.60317198201498	1.62673926135986	NA	1.17979265917394	0.0338929487674326	3.23102910287518	-1.84700333198546	0.609027414934791	1.29316401666455	1.15375076948453	NA
"prt443"	-1.16177409378339	-2.76181836238576	-2.07972136983675	-1.80951762712924	-2.73452082600652	-1.93081153062203	-2.7763897208364	-2.81827592630675	-2.09261332007581	-1.68648600105941	NA	-1.75461704604076	-2.67456270324972	NA	-2.61459597207463	-2.88200295525744	NA	-2.53526869702993	NA	-3.1148383684728	NA	-2.58843525440532	-2.53046155252652	NA	-2.55057995083027	-1.88096398793579	-3.35098244885804	-2.00757409629413	-3.07471546883363	-1.12433711423828	-3.79376831886704	NA	NA	-1.99837181084444	-2.2515930935282	NA	-2.79310747060624	NA	-2.225749952735	NA	-2.62106744123204	-2.76334957789563	NA	NA	NA	NA
"prt444"	5.96023904040293	4.0693233954933	2.61393256419695	6.76208139532511	1.84981853064159	1.37937067974398	1.54385485739327	2.3765927193865	2.41500994687063	4.46153022927594	4.63528719372035	NA	2.15878129582318	2.69952607690805	2.53554050446702	3.75034380066774	NA	NA	-0.300581520281717	2.61176860988469	0.339664348129481	6.3903245462239	3.11051501533638	3.96490011443833	6.13547194447547	5.35226984110538	1.53078606464922	NA	5.13828201960838	3.09221933338366	1.64119891103309	4.2494288115131	7.32030987929055	0.933395274400248	4.54067530836005	4.20556165919875	2.63410012651695	4.16997395852062	NA	6.86357938452147	NA	4.28990391622223	5.48812661145708	1.85126367675733	3.40956416350711	3.22344515963048
"prt445"	-1.17767783679285	-1.61333531530696	-0.900152628591779	-3.97606673760504	-1.96942087011354	-1.70600441260615	-1.91548685645644	-0.644541637183946	-3.71856260376844	-1.492791092851	-1.51918562927455	-0.881209038254822	-3.00293422655345	-3.3220534170744	-1.1001539261695	-2.20399479349698	-2.25934755457785	-0.912642165757634	-2.0702940236247	-2.8862114821299	NA	-1.59727231291423	-2.25442600038096	NA	NA	-2.28484384577365	-0.821388515304513	NA	-0.984471964588055	NA	-2.76982464186029	-1.84059506992962	-1.43458099517003	NA	-1.49668286420757	-1.18022124117381	NA	-2.31520161707678	NA	-1.15239321700152	-0.470208836100671	0.0190280177163618	-0.503330876211346	-1.15494471713704	-1.32491763189622	-1.01807906099903
"prt446"	4.83190545321848	0.367407490441014	0.290161918759185	0.42663973614566	-0.0422372090478014	5.6140654272107	0.736529549954492	3.36472057855082	4.39773646881554	1.63098709058705	-0.473438472664234	0.946623063695931	3.72443517057252	4.19430614600835	NA	4.53870972519674	3.00967884137578	2.2635969137551	NA	3.22832593273588	NA	3.14200765922853	4.41112587771354	0.719748169336832	4.70457096467146	3.18612713952488	2.46573563795555	2.20311729788006	0.833151620759899	1.65766098646228	NA	NA	6.83242977155509	4.3156202664283	7.28302462187643	2.43376917308924	3.73220720944744	3.34912816440632	3.78004890247941	-0.584762916662083	NA	1.76830005906582	4.24991864860166	3.60960723618889	4.92929703380604	3.75992376683426
"prt447"	-1.52410248844259	-0.550758642401676	-2.05137040468759	NA	-0.974608098081716	-2.82766441898237	1.64240796683277	NA	-1.82561477532665	-0.178347928966189	NA	-3.81223741713215	NA	NA	-1.02274806939738	-3.42933292798245	-0.85262865637165	-0.542631812804679	-1.7826715967832	-1.46484871751455	NA	-0.0175760922073985	-1.9773261258217	-1.51974336715511	-1.97764826713279	-4.04520399433247	-1.00815583952249	-2.25100966429252	NA	-2.12689581598056	-2.82203891188333	NA	-2.6629527543865	NA	NA	NA	-1.97076194771027	-1.17053406164511	-0.692461905275936	-1.64372806912435	NA	-0.324534151067003	-2.45653738476374	-0.444358860580791	-1.42667740672066	-2.75142439120401
"prt448"	-6.54630057209681	NA	-1.78221896487999	NA	-3.59830262884087	-4.71036652537392	NA	NA	NA	-4.91351034696036	-2.7789578520293	NA	-5.26556610523573	NA	NA	NA	NA	NA	-6.033865300779	NA	-4.58022170345572	NA	NA	NA	NA	-5.83656495043719	NA	-4.79887506833133	-3.82186845422044	-4.88854513901954	NA	-3.84708181858081	-5.15830744557539	NA	-6.14013658093082	NA	-3.93490668061947	NA	NA	-6.47587113593373	-6.91704542131534	NA	-3.10574452381576	-4.12825342144634	NA	-6.44275473178082
"prt449"	-2.03960435514685	-1.49920124301813	-1.51988984267865	-1.88832138357876	-1.20338496323601	-1.21272466060456	-2.33089797901436	-2.18211795624629	-1.2720714094878	-2.56732605574115	-1.02034185534738	NA	-0.733393912199463	-2.73475470063861	-0.99453975411692	NA	NA	-1.1958979437545	NA	-0.695006529535688	-1.87980625057853	-1.55946655304888	NA	-0.811339135543055	-0.899731857369566	-1.57454322882787	-0.869681153062085	NA	-1.33970504143214	-2.04220873489349	NA	-1.4707023259909	-1.06575286947801	-2.22629842767492	-1.0536320414129	-1.37605536257959	-1.57848121394294	-1.74728342475768	-1.03669142377343	-2.00374919300294	-1.74854437644026	-2.42145277175168	-1.95737094168583	-1.34184027171575	-2.30380118631575	NA
"prt450"	NA	-1.18581624827344	-0.41668080347553	-0.172591534095025	-1.65176828851473	NA	-0.618934728980857	-0.337408302802863	-0.791101972405526	-1.282133204217	-1.9947207717235	-0.563770731124101	-1.35839283699015	1.32088363447758	-2.11941499237997	-1.49868606602049	-1.87213190812185	NA	-0.902820583578942	-0.543590442349827	-1.32490411371996	-1.17422853336477	0.858710309547337	-0.804215962573334	0.0509475054998352	NA	-3.58529120837653	0.390719427101542	0.437860833193506	-0.411676832755801	-0.910694626637655	-1.62892756354565	0.111409066049995	0.232466555388884	-1.4733876215401	-1.78623835537264	NA	-2.09478583284772	-0.73782782243023	0.34462387119005	-1.07422901166227	-1.68728668596862	0.31311067880024	-0.598776862707939	NA	NA
"prt451"	NA	NA	-1.70510106375164	-0.956833571646992	-1.85060236650982	-0.735075120682871	-2.2162556334928	-0.712696251895619	-2.9081899567945	NA	NA	-2.58182461157464	NA	NA	NA	-1.5691774860458	-0.75756320599737	-3.24814538871773	NA	-1.99733082739402	-3.28538640057839	-4.73966471422856	-2.14509906983132	-0.504525265506032	NA	-1.30781365517076	NA	-2.51226322525729	-3.84391623576497	-4.84570043702426	-3.55856002994103	NA	-2.13848013840911	-1.92200315999716	-0.304087510637625	-3.555537378713	NA	-2.0235759145531	-2.17599501363401	NA	0.179614674281334	-2.66642684042602	-3.11110897027203	-4.17825576084805	-2.0249567427409	-1.42201374959448
"prt452"	NA	NA	3.60382909972533	2.17942803014306	-0.034337575315897	0.712104089315003	NA	0.562080716877868	1.14803983552201	-1.25205862746961	2.3728430458292	2.87826066179867	-1.59755986059195	NA	-2.31357210518517	-1.10469045778157	3.27274030598612	3.33996266299715	-4.91615662250096	1.38017008105222	2.9662886165375	1.91511424877899	2.42534954129709	0.134831860156389	-1.11759598150207	NA	2.18290980995781	2.4907098136818	-0.645163948394442	2.55197749965353	NA	4.23882388185374	-3.65199426496702	-0.0784839062106242	-0.0979657955545851	1.04888261422086	0.216928540300129	-1.57644694419775	-0.334242072256472	-0.624247794014853	-0.0662123059667218	-4.63148847556925	-1.67212921261902	0.498370377239742	NA	-2.2655882941516
"prt453"	-1.50840000656062	-4.00069152195762	-3.35878053359859	NA	-1.00370573161361	NA	NA	-5.86577341268122	-2.21999428613487	-3.94656821377625	NA	-2.6178013727387	NA	-6.00972521449005	NA	-0.742127652033388	NA	NA	-4.95621939343025	NA	NA	NA	NA	-3.61630113404804	NA	-2.58837114300882	NA	-1.59561147680727	-2.08969518774225	-2.03349660943716	NA	-4.70591374447999	NA	NA	-3.82333558639219	-3.87745695283846	NA	1.29215722495843	-5.94722101510555	-2.58152636112066	-6.72234977635743	NA	NA	-5.77730717467866	-3.26867594854635	-2.28687353613177
"prt454"	NA	NA	0.135845129247638	NA	0.277300247162442	2.59003355289786	2.94606251082363	0.399363593776597	2.0867188446919	2.21771406873283	1.26340404307041	3.50817756411921	1.93506596437037	NA	4.42331137770647	-0.0684805836652818	NA	2.55390181235164	0.653471617034328	NA	1.72074837831886	1.9133819397078	2.57474773694943	0.661939219636287	1.16416070775961	NA	1.44623736640861	1.6808520884829	0.861840976848323	NA	3.64047319456181	0.381784308989387	2.30338523412439	1.54461805108815	2.06283213909828	1.23228889664741	2.57007050281539	NA	1.82535970599592	3.18672709290915	3.06373285382228	0.0590266560017124	3.0644957499911	3.08952982073963	-1.90773236652333	1.58708809708336
"prt455"	NA	-1.72892902490495	-3.96851094937884	NA	NA	NA	-2.36033131579519	NA	-1.0031273599055	-4.13798476873755	-3.49991731667179	-1.23663057185306	NA	-2.72488292485825	-3.11006181053075	NA	-3.39809966172726	NA	-1.37126309016452	-6.49931566070865	-5.28022917858908	-3.80756848760469	NA	-4.94601319213782	-3.02465609501955	-3.113717423579	-3.72913455045319	NA	-4.35036014814321	NA	NA	NA	-6.18796314870579	-3.49305633846892	-1.99343633060994	-1.24227871086556	NA	NA	-4.97826883919093	-3.81555838072287	-2.64005972359131	-5.77044295191118	-5.16165787174271	-3.9800291694496	NA	NA
"prt456"	-0.183542197172924	1.01473513426933	-0.400511353106473	-0.162217477239145	0.831072155137933	-0.159060417989309	-1.7238769781754	1.42668281961814	1.20931425298206	NA	-1.31854059542016	1.49891493505134	2.90847016955866	2.31782518507032	-1.99557509350543	0.350921807641981	0.30050539553623	3.19660097292863	-0.881610248082427	1.15760940147691	2.67378004732046	0.529852551888843	-0.268110947023862	1.55237004530361	NA	1.03441089180904	0.88435167909601	NA	0.0616479861983474	0.643570843833094	NA	-0.224102459698369	1.21664887767526	0.691785937551249	0.988779541472936	0.724382044130011	0.0900684976814492	-0.232853704020438	0.29861603775451	NA	-0.695386588239959	-0.834151618750757	-1.85700297513503	0.443976808952516	0.164872766253117	-0.974726916240228
"prt457"	2.64493842939728	0.91651031250302	-1.08495563078388	1.16143505569153	NA	-0.237173447702544	1.2232723858379	NA	NA	-1.43591484633238	3.0362983225522	0.512350048552465	3.83051450726103	2.13335581025194	-0.0583276866074151	-0.929250536895042	4.57151614794392	1.42854899764729	0.644677874922856	-0.796120919376741	2.4659894211568	0.817750476202619	3.81053354186911	0.465519006956096	3.26889838710619	NA	-1.18787252001051	0.451521508681642	NA	1.61045551952009	-2.17682960338303	0.143784663763684	2.01066244293152	5.42193923780362	6.30833989532742	2.37823503063475	0.715475528713699	2.47680969748822	-1.16483399353921	3.26099728071352	2.55588253171883	0.68084869219787	0.421509063411582	-0.762954583669065	NA	NA
"prt458"	NA	-4.70904294901093	-1.07576477328026	-0.779603927364758	-2.27821556542976	-0.99988054492492	-1.46994155303646	-4.50455601935318	NA	-2.07942494706694	-1.6210476752042	-4.71243315078999	-1.56297636154214	-1.87037507264752	-1.74478327446558	-1.90264121131022	-1.98051000181469	-2.16520741512514	NA	NA	NA	-4.1448791168814	-2.32601520795224	-2.05649241226168	NA	-4.00613430108732	-1.09469896679071	-1.83764553552243	NA	NA	-1.9403397857629	NA	-1.73614790862723	0.693782760417987	1.03609280474657	-1.65931766269477	0.301976480671296	2.93894868478098	0.602634094503031	-2.25338527273623	-1.972437607846	-1.40221717102715	-2.27827114029554	-2.76531015965343	-2.21850880920232	-0.416130428804937
"prt459"	0.620516329443505	1.27350857770247	-0.0397835737083382	0.254158412862445	0.594965194163544	0.205889118725911	0.749716187454924	NA	-0.546941817603121	-0.584909458024089	0.416604673937255	0.803924189975618	0.155535573052731	2.56779325804248	1.76688285353553	0.30128136471616	0.700763606429971	0.776423125578689	0.243314845231117	-0.0733338885505664	-1.19146570986593	0.229539574271068	1.80291823141281	NA	0.172489054655753	0.210974848212623	1.46677840295951	1.04872746992615	0.378978646745071	-0.297452849676853	0.536115793122866	1.47148752402958	-1.31698304882724	2.67659898497713	NA	0.436272349737189	-0.505268066676537	0.904211483937562	0.630379642733761	-0.153833857549344	NA	-0.987522921285484	0.0657352480464515	-0.589806051856606	2.53440123005273	0.172859894788617
"prt460"	2.6204365757065	1.70297472875307	2.50503493898023	2.42670889655172	3.66897702810271	NA	4.11684424274361	2.53994243774145	0.272410137094142	2.26205175027381	4.26598586149043	2.7462002932056	NA	3.75447235948157	4.12387637247213	2.84900493261694	1.56373514456751	4.0409523944162	2.28294856382657	1.15850542393278	4.29915183127526	5.96124306224289	1.32082271582277	5.28030434488068	3.66380401325728	4.44984567498129	2.3591873384888	NA	4.04494840813251	1.39999100067621	1.74944092581397	3.03455359053471	2.269302123485	2.74279620351555	NA	2.5326454747342	1.84220609237764	0.883150026837471	4.79090726388432	2.35242572296245	2.54851696653158	NA	2.60377184380624	2.19892604059226	2.20543592851204	2.26269545523872
"prt461"	-1.30936905524377	-0.828734436709379	-1.32656854424093	-0.873803618757094	-0.681635561497312	-0.0390295556856297	-0.196426972561871	-1.63803986585397	-0.871279410756794	-2.09421529728808	NA	-1.64041333250714	-0.99217648325279	-1.32077928735424	NA	-0.00247554017217335	NA	-2.40823621811158	-0.536313138324363	-2.16469490802753	-0.930553450234122	-1.55705533964795	-0.106255748986646	-1.40579631201977	-0.146610068728218	1.31178187453246	-1.75372418538555	-0.484066252592796	-0.459477779201758	-0.368468590226103	-1.18857356346522	0.664767431724155	-0.344986268673948	-1.19769052507731	-2.10452684789884	-0.657119432468433	0.378834122141599	-0.441879586496431	-0.0854616935460888	-1.03441504473312	0.486548990631521	-1.84852807167781	-0.0243639742637428	-0.518373042509278	-1.24754984637382	0.366832317854077
"prt462"	-4.82329512459208	NA	-3.93390576152396	NA	-2.27800047437187	NA	NA	-4.12858462825382	-3.12158980911312	NA	-3.83596256986604	-2.29994705023204	-2.53774646060785	-4.66235577459251	NA	NA	-5.33785057061525	NA	NA	NA	-2.76215389777669	NA	NA	NA	NA	NA	-3.9431548724255	-4.96829538287132	NA	-4.13238713325072	NA	NA	-3.30233881603361	-5.00926090331964	NA	NA	NA	-1.34691911466942	-1.63012676697953	NA	NA	-3.96606576103467	NA	-6.14776818451927	-5.79537023607086	-3.90395454423694
"prt463"	1.38057490961619	1.28570554818581	0.794184122532521	-2.24849694243716	-0.15702137570292	-0.235336299203469	-1.06720972282492	2.72013266210793	-0.334295384769576	1.05301465026607	1.27510523369066	NA	-1.12895196358887	-0.175989425086387	0.75768262073129	0.0887068741854128	0.689865592844844	-0.511836525849038	-0.470983411095754	-0.911649978334173	-2.02421459352719	-0.264815314971055	1.26396523379493	0.866993813198191	0.139808266980366	1.77681136414527	0.578570038373795	0.404343466531912	-0.0153607890136303	0.635131220268173	-0.325821754223505	NA	2.40553389305071	0.378462599877948	1.6085056294417	-1.08332021109008	1.85454075174692	0.0119313732953637	1.391507517059	-0.423008274422491	-0.364839229784788	NA	-1.06931664502235	2.3852329562775	1.01148874940555	-0.717252818440719
"prt464"	-3.8147830929858	-2.51975109984228	NA	-0.91288590026732	NA	NA	0.923344499591128	2.20584699841983	0.143267214933441	-0.622009184019784	1.22457528542392	-6.87162223781491	-1.48486124906125	NA	NA	-4.06121837257885	-0.426064807714405	3.03350461417116	NA	NA	-2.77511672277503	-0.384208489393124	NA	-3.15548056662758	0.278226188905664	-1.83983445082558	NA	0.588044195946292	-0.4395565672689	-1.12786245689547	-1.45444976998971	0.00444298526867937	NA	0.436065921131175	3.06735083213632	0.0384169837138939	1.80281637801395	-2.0627411187364	0.938141163163717	NA	NA	3.84261982569334	NA	NA	NA	-1.84273236027286
"prt465"	-2.16551403270768	-1.35067329956111	-1.11362610375474	-2.33288437457524	-0.507336908242189	-0.297958667042317	0.19130054561247	-0.878355698740545	NA	-1.02274552504372	-1.66665820730122	-2.02753286025722	-2.1376849876264	-0.970563659434704	-0.607089944534998	-1.8610701712169	-2.23733449529948	-2.06753358392142	-1.53849991607524	-1.8190170619644	NA	-0.462242685330699	-2.39891931334067	-0.882739027330987	-1.83009203757769	-0.834116981147896	-1.03193261864972	-1.18658441882611	-0.540370745054289	NA	-2.70129399130845	-0.848453443536217	-2.73522390593954	NA	-1.95245361745392	-1.79512197531293	-1.68135711143953	-1.19699235794563	-0.993690950585696	-1.4669922104194	-1.46316418836362	-2.20083361750323	-2.18923471712016	-1.76134451889652	-1.16483184671637	-1.9461447254543
"prt466"	NA	NA	0.30562826960902	1.42416203473934	NA	-2.71912694058075	-1.33083317972305	1.6394946642683	-1.59928792919548	0.729951773300706	-0.339812740473041	-1.27276252257011	-0.0967033811108378	0.0619087515158375	1.3557739017452	1.05946004833463	-0.777305320453857	-0.368711739217737	-1.40038269632775	3.13573835570723	0.822960629513743	-3.7318874737407	0.596568075764795	0.704925965872534	1.26507328409055	NA	-0.500800914145106	0.8839582222675	2.55850444955477	0.688408713243034	NA	0.274797556240446	1.23826249982344	NA	1.28448105650213	NA	-0.995699779238634	NA	0.849811686335403	NA	0.0262702512678439	-1.34028938686349	1.31491329302102	3.43032450321518	-0.787004900599676	-0.699637413189316
"prt467"	NA	NA	NA	-2.01004626163089	NA	-0.347228860959846	0.400040125819251	-1.58678204825711	NA	NA	-1.13922652765032	-2.07783660155598	-2.51117108012656	NA	0.305471181994622	NA	-0.868112735479191	-1.85948791285214	-0.9081150169002	-2.05592111574983	NA	-2.19098321580316	-1.80458676803813	-1.98422977091148	-0.84326774632707	-1.57847710646413	-0.859183540368899	-2.18221449817684	NA	NA	-1.83641177916441	-1.75051484567557	NA	0.390830166166086	-2.53278154687187	-0.250973153804446	-1.37326885718993	NA	NA	NA	-1.37468323443661	-0.908561671077759	-4.28764872110421	-2.61030125131606	NA	-2.87555227927635
"prt468"	-0.0804267665376349	-0.203985778772576	-0.813494709629792	-1.68756171488663	-1.79575329032221	-0.0799715889876493	-0.494878705270925	-0.496384004188017	0.454561449994607	-0.260912739591599	NA	-0.332443721972749	0.244291796413732	-0.667489827847233	1.62513137225369	0.0709713674739041	0.101719418944777	0.566419896479329	0.33198557954517	0.0217361825417832	-1.19406274915633	2.22974438131504	0.752058571323	NA	-0.282163642735987	-1.82426436204368	0.173556919096938	-0.491708796621913	-0.981562334335324	0.238841974413123	0.0926365225805819	-1.19235004202654	1.46995557534011	0.112499200240733	-0.495112967036652	1.16893988113648	-0.339695789635883	NA	0.0909068471976203	NA	-1.72136467352867	-0.0115719729215837	0.0803827137675326	0.846228326070372	-0.42701179230826	0.840491761993445
"prt469"	-0.992675991113668	-0.68070129230936	NA	-1.49585980915113	-0.766463717560712	NA	-1.49190941338918	-0.62443622918415	-1.58439318813976	-1.03084472627637	-1.61909002715295	0.874062138175301	-0.999208408446245	-0.878227810880319	-0.197058741462542	-0.0948351098048215	0.372928081713151	NA	NA	-2.07125842029782	-0.92562156048819	-0.136766537404217	-1.14128490974129	NA	-0.531567189819361	1.16668738990779	0.229950122856918	-1.14887183073832	-0.872823722153553	-0.967577061908439	-1.18097552265195	NA	-0.738172959045021	0.138165539313412	-0.500343944775702	1.15867701798812	-0.0591333833788159	-1.35919857425684	-0.722524314330927	-0.420709664096789	-2.13270384911309	-0.889705433943573	NA	NA	-0.970623407398717	-1.64458798975182
"prt470"	1.45069859651712	4.7548732842286	2.71813626936347	2.10943759580592	2.45106488360133	NA	3.22610841630956	1.30836271751971	0.0812019922051773	1.47192902911337	0.432680772534744	0.936808865095064	0.924570214945072	1.64003351137564	1.60625040052777	3.93311160634944	3.24660129769462	2.54630508710304	-0.370158244782791	2.10869723012167	1.05563864003595	-0.386030592093689	3.76309696571944	1.3647491494124	2.84064210805765	0.170751472058164	NA	1.17987237833694	1.89278168958521	2.12083055756309	0.175595438997892	3.45283418625359	1.52894946535873	0.808259992661945	NA	0.589121852291475	2.56785807732073	1.45045967700322	1.02157171318059	0.991182405328275	2.65901586209768	0.605687172770518	1.96805453120915	2.28871235706434	4.20012291055055	3.48830009270212
"prt471"	NA	-6.31275519968804	1.56148165541816	0.0728803220469587	-2.30187251555057	-2.96160991587745	2.26370791969936	NA	NA	1.07105681801004	2.71700173659359	1.58149641706743	-3.26772441189002	-1.7164198387798	1.28718861080623	-1.17990589522763	6.04745233982647	NA	0.0231731338074934	-3.31077091664221	0.201377296490684	-1.73463924004304	0.927806967824859	NA	-0.720962370234541	NA	0.835514619430657	1.96406882508037	3.28184239542742	4.63576586389962	4.41330887798454	NA	1.23703746458605	-3.39949975257468	-5.98919418907461	0.520850566528941	NA	-4.03931007230511	NA	0.836067917795153	NA	2.11092468913321	4.90327082650001	0.889800772532634	4.92900005758393	-9.61384204300306
"prt472"	-2.23752685127269	1.35504109371052	-1.43252279641394	NA	-2.08139395721667	0.0494419699137722	1.27747402498118	-2.26203905560327	NA	-1.64954266810771	-0.0339175836021319	-2.7963395142917	-2.924897178336	NA	-0.427759236433256	-0.322183926383879	-3.17156325376791	NA	0.304812740326894	NA	-2.1566617922984	NA	1.42892280668363	-1.00150099348603	NA	NA	-2.01194571949985	NA	-0.565823275249585	NA	NA	-4.54648293087306	NA	NA	NA	-3.12448259105293	-0.359549561907942	-1.16404139518522	-1.08026799120375	-1.25696016182099	1.27637813009989	-2.0289371924225	-2.19887479600691	-2.15848186485214	-2.25675170660629	NA
