"s.20"	"s.22"	"s.25"	"s.26"	"s.31"	"s.74"	"s.93"	"s.100"	"s.136"	"s.139"	"s.163"	"s.175"	"s.181"	"s.183"	"s.189"	"s.190"	"s.191"	"s.200"	"s.204"	"s.213"	"s.214"	"s.217"	"s.224"	"s.228"	"s.233"	"s.239"	"s.251"	"s.253"	"s.255"	"s.256"	"s.264"	"s.271"	"s.273"	"s.275"	"s.284"	"s.303"	"s.322"	"s.327"	"s.330"	"s.332"	"s.338"	"s.340"	"s.348"	"s.363"	"s.364"	"s.376"	"s.382"	"s.385"	"s.396"	"s.404"	"s.408"	"s.414"	"s.418"	"s.420"	"s.422"	"s.430"	"s.433"	"s.438"	"s.440"	"s.447"	"s.449"	"s.450"	"s.461"	"s.463"	"s.471"	"s.476"	"s.477"	"s.478"	"s.479"	"s.492"	"s.497"	"s.501"	"s.502"	"s.514"	"s.515"	"s.516"	"s.525"	"s.526"	"s.531"	"s.544"	"s.545"	"s.550"	"s.551"	"s.555"	"s.564"	"s.583"	"s.591"	"s.592"	"s.597"	"s.600"
"prt2423"	2.60879957471916	2.79010588439471	1.97908804163592	1.76196053487808	2.99352623791063	3.4163811189047	2.75858742784597	0.976014511459956	2.74260355277374	3.24297632782302	3.95322899376418	2.12936135770288	3.33352833629271	2.77712360550175	1.05719002819214	1.83595636447123	NA	1.72443861432897	2.72656848450816	5.19499144630917	3.76597330423564	1.15112312940047	1.89985971770684	3.7675437631539	2.11772813487967	2.82470429069538	3.14701087109268	1.26639939919633	0.521789474311248	2.24165454154024	2.88757205356462	3.27588179826938	3.54624757446199	NA	2.77438912131366	0.549483067705763	3.71562643098503	4.72111305062587	1.03053055715428	1.99683870850891	1.48359728761712	-0.02558948295217	2.90713906220661	1.33357154808479	2.21054579071504	3.46456488254463	2.0475485623815	3.67735549818741	3.56714532146487	0.707252627435781	4.47519278594139	1.38679458920554	0.484071118373406	3.18217014573301	0.825984574230406	2.47849680290951	2.33284614214287	NA	3.34658490441723	2.87751271781362	2.72151209899134	1.08005256136552	NA	1.60906217689487	2.90047330953642	2.92393288746364	3.20176438666197	2.10167585169772	3.65096460449225	NA	3.22219290676853	2.78645351652615	3.14649834528543	2.41093856169169	2.82443352854544	NA	2.22190268876484	2.49534256727995	3.58011296338472	2.29154862149789	2.13034763828007	NA	NA	-0.313569695102199	0.579615716769112	1.68030088383029	1.77292317709123	3.58313185276369	2.66995098818058	4.34258324681636
"prt2424"	-3.31317881835719	-1.8609916824736	-2.8833825938338	0.734549836776786	-1.66251472460596	-0.227682935359496	0.566452947691549	1.78133643140673	-1.92382923524918	NA	-0.162766876320145	-0.100636415729936	-3.85830770958079	-0.816415797924655	NA	-3.12541548556942	-0.803524123220841	1.24037514587372	0.303458306518624	0.0411114685809436	-1.60379544037399	NA	-4.80509113270966	NA	-1.72286690878273	-1.43393924114647	-3.20931217768327	-0.00549864791726445	NA	0.717963437305569	NA	-1.88045653311149	-1.27015902365313	2.38969260765445	-1.30827516001765	-2.51407123356702	-2.07376138288116	NA	-0.128634109416074	-0.905736821204271	NA	-0.46570466725064	-1.76812237663492	-1.95430684783502	-0.406442860049766	-1.49148113648331	NA	-0.8534959706484	NA	-2.56479485799446	NA	-2.22412635309629	-2.12970717432651	NA	-0.207518322473762	-1.58044299451375	-2.28216076171881	NA	NA	-1.15042491875079	-2.75956454484339	-3.57617809954208	-2.57587553533505	NA	-0.675001316942542	-2.82128289154416	NA	-2.72055564073467	NA	0.896853412136361	-2.09660052187152	-2.26265652436298	0.687839630062638	-2.99832170799473	-1.46198222949951	-2.50107518638253	NA	-1.21943175902575	-0.921918609437828	-1.89972334572712	-1.14099808427309	-2.82144640994857	-3.33164217360937	-1.52297251517052	0.919003604217539	-5.05372654689951	-0.87585664044267	-4.65315192592374	-0.254171410066667	-1.82996599204528
"prt2425"	NA	1.15240495778988	3.32297714673824	5.16329340510152	1.21677112113155	5.58233803594518	1.62613612474141	1.7111421347152	4.90096863022956	0.259165139865951	5.23388038655928	-0.622582490888337	2.7731511261483	3.60992018072415	-1.71072064133254	3.51716501056363	2.61636379895756	4.6354621687461	NA	3.41709784928297	5.18097293285512	1.88598848036264	3.95834341935074	-0.998913997916882	NA	-3.86576271928786	6.5119730328241	-0.394113527625405	1.23240908911347	1.53590827487918	2.67141372178229	3.88414263861758	1.69597937045366	1.33119029257544	-0.568399262704029	5.61598799561866	4.42852590169195	4.19228952512505	NA	2.66453148109119	2.48154072118122	4.4756523405464	3.84481422444759	NA	3.28114314824236	4.62551724354525	1.20862296814569	4.58846545520998	3.9471325150325	NA	1.38750914462632	NA	1.76890855412756	NA	5.38550973616823	2.28688848009156	0.0325255574545493	2.79577642769871	NA	4.12990056794951	NA	3.19445556156048	1.60128839028574	0.598605688711929	1.38336489947614	NA	NA	2.35418685262188	0.0197001902521804	4.49443006138883	8.25351157735917	NA	0.213197114714532	1.39562136522328	-0.0927034984162245	-0.00213390801029667	3.79572166414793	-2.06243354456881	0.708366381651614	6.53985888868943	2.104801317143	7.41110666743725	3.76373636438933	0.379987554506917	1.32906878461602	-2.33104210043696	-1.99599014382677	4.99472065783733	-0.597563404452494	3.65002891763048
"prt2426"	4.02799092708577	NA	3.44565103828962	1.1642500432317	3.69600615298158	-0.92525953790357	1.85769519683309	NA	3.93010154299412	1.00470910984071	3.74828730040078	1.71043023566723	-0.966813668532515	2.32183482731527	-0.809051175970185	1.35455027332487	NA	3.11974793191924	NA	3.85421991285223	NA	2.72454271551465	-0.303736056743815	1.03069532427246	2.32399409513982	0.251084675532234	6.59175168610591	3.24974020032133	1.19464119045899	0.631715591445072	3.11348133150296	3.45353043495834	2.01866605423685	NA	1.19354910113789	3.72414387513276	2.45857822514645	-0.0372306801668537	NA	4.52440671646449	1.40602160861382	2.37464600667642	2.11017613077252	1.4006153879776	2.62009732667245	1.97184887749112	NA	1.41578167672707	NA	-0.422645034570592	5.5700693426991	0.0384710972649778	NA	0.244204373045893	1.08085460479589	-0.908158032549507	4.47812412185126	1.7564467274553	2.68428186735657	2.36091318315634	1.37268015247186	NA	4.01817086570194	4.51517159875624	0.396664938003759	2.58624862325761	NA	0.827006369188874	NA	4.27598525110926	NA	2.18573785694802	3.17152834103264	2.36950009357312	3.54981289546896	1.58603348155557	0.590988800973545	0.580736547107974	NA	2.49422018077046	3.98880658368576	NA	1.80916876413254	3.16918182907208	-0.252576716940388	NA	3.55143961922208	NA	0.344529604423012	-0.0428367934376036
"prt2427"	-2.06653708178655	2.59903782673392	-0.296161792663032	-1.9873748573096	NA	-1.06139159924316	NA	0.497623024218614	-1.37976067796036	-0.102534175908059	0.624929195429672	-1.34437104842462	-0.810801145508443	0.456385057016837	-1.51164778250098	-0.892241391134559	0.662427280108693	0.0278235788127804	-0.753070789381978	0.610094109799197	-2.38008636112908	0.292081611168767	0.498830859839018	-0.553569242543266	NA	0.0463050662227025	-2.710279242203	0.411181295569082	NA	-1.88978832872163	NA	-1.60891927586407	NA	-0.719578924655497	2.47674294059595	-2.14772728547416	-1.45186796500375	-0.958631042107477	-2.24269069722242	-0.0202470854526495	-1.7696546516055	-1.31045636256621	1.29395404894186	-1.23308913394723	0.113237249921496	-0.644332425519919	-1.77652595885372	-0.318474274013821	-1.73375822064899	NA	0.410100397422689	-2.19416058827146	-1.07286789101125	-0.0588233007015561	-2.01276275812721	-0.380011002132522	NA	-2.5264265703988	-1.40197268371503	-0.2881363184777	NA	0.395482234492009	0.618016766399024	-1.78738666531184	NA	0.510890663910794	1.0841075534741	0.174030875693595	1.32663843606421	0.967041464456062	-1.61571390367455	-0.045268346657554	-0.955637361363537	-0.914846891858025	-2.99195052978892	NA	-1.74166317651915	-2.38473314778926	1.6758419552484	NA	-1.40923027667803	0.315644714917578	-1.24820305813132	1.88823990089405	-0.752210480404725	NA	-0.256217246997631	-0.844426913430229	-1.74908472054964	-1.236200777948
"prt2428"	-2.18215354698644	-2.95916314150889	NA	NA	-3.41560433104772	-2.53500732655288	-2.52948277339389	-0.072483013737587	-3.56125052704282	-0.673012719121792	-2.2864368404967	-0.559253999020206	-1.71806224414225	-4.0812985547421	-0.910479184131276	-2.84791058403553	-2.82847984400515	-1.86123212577323	0.718983481547783	-0.795605748746855	NA	NA	-2.58350144522787	0.654403121948157	-2.12618503671152	-3.05911713306305	-1.51792929434294	-0.0746280788178317	-1.21053133803912	NA	-0.29974475684765	-4.46622833096868	-0.993211678444864	-1.69036557310767	NA	-4.92988071744669	-5.42187503442045	0.788222157123873	NA	-4.4514075580155	NA	-0.533546992583096	NA	NA	-2.17724878458577	-1.58523177029232	-3.65028809446813	-4.48496112660862	0.284559740137365	NA	NA	NA	-1.78488698146373	NA	NA	NA	NA	-1.91380955575434	-3.25542829477813	-1.97832058574394	NA	NA	-2.51865812983739	-4.57888626973607	-2.45490732285881	-2.9526742636817	-0.699218557662409	-2.04386579771338	-2.81237132530065	-4.92376674811146	-3.68975225294508	NA	-0.814160871298503	-1.98028598077032	-1.24261329818531	-1.7575066741305	-1.82787976646945	-3.16282509506194	-7.47398130644147	-3.12854710103631	-1.67114061733986	0.294921708658694	NA	NA	-2.74565711142652	-2.02145418456209	-2.52496208267749	NA	NA	NA
"prt2429"	NA	-2.04374917849082	0.070550731288348	-0.912203725781367	-1.77103403013579	1.13174858388761	-2.20630919211407	-5.6426808378788	-4.37493181698733	0.410180236295899	-1.12723812198881	NA	-2.48036428612629	NA	1.87696692857508	-1.3590021687039	0.577829467269743	1.15053127329442	0.50401012239488	-2.59466958083869	0.143666965506544	-4.35620103628261	-0.532186670745544	-0.53972048096972	-2.38866433522883	NA	NA	-1.8751172918446	-4.23270515301886	NA	-0.850143651916514	NA	-6.43783169141441	-0.58846542703987	NA	NA	-1.92633709121836	-2.43732672882825	-0.632171811627577	-1.79388049758356	-1.46655255335245	-0.263071843076039	-0.809752794223044	-1.19939815186815	-2.05167124130562	-1.69827919372063	-2.84663563809053	-0.266768931906465	-2.52562030007043	-3.41443143501815	-0.0523508852543017	-1.84291198366847	-1.08565950431226	0.198150340995006	1.50792670231056	-0.934836570779057	0.25000633174687	-6.36212245921147	-2.5944680546151	-0.889911848629545	-2.40868123392635	-2.40762625700379	NA	NA	NA	NA	-1.79933711482785	NA	-1.7689279440218	-1.64292651333109	NA	-0.157076614193869	-1.88191515882592	-5.11722283326315	-1.95394409116107	-1.16693692259597	-1.49258480837975	-1.79312083013923	-1.41437780684761	NA	-4.48043076471998	NA	NA	-0.861183873286417	0.490325778601208	NA	-0.993721404362415	-0.641392413980205	1.57956666629248	-2.73024618595891
"prt2430"	1.17687454638537	-1.20857331355993	-0.0161447084254905	NA	-1.82707781491907	1.87298747473211	-1.17465061277466	NA	-1.60832058658627	0.545228141878231	0.5962406419768	-0.881943275026744	0.443809881439438	-2.01579494818787	NA	0.567539052429575	0.899190724885627	NA	0.455162962268599	1.00801732953271	NA	-2.07826881608378	-0.266280783371561	-1.10505518196249	1.2573127386246	-2.22962564011384	-0.555151446777133	-1.97618335847553	-1.15584080010633	-1.45581287945137	1.24729943758541	3.45428447715831	NA	NA	-0.480341090024992	0.769348394525412	-0.742608689325446	NA	3.76246866703955	1.17349213905571	-1.1993689693696	-0.763653661706989	0.479344848820197	1.31742900892615	0.521161885903753	-2.13527818485984	NA	-2.40182552802218	-0.649820762280037	-2.05951882110858	-1.02963780345052	NA	0.228540902383054	0.274451663840594	0.968097109229496	0.257524379516481	-0.165462073138843	0.398040440586744	-1.00407925097873	NA	2.12673432084984	-1.81942877437144	0.338303291442256	-1.15815444000642	-1.13540324150789	3.56049818722844	-1.6546988892893	-0.656347594337859	-1.07071139821298	-0.135123178511428	-2.75127859316419	0.864484770997661	-1.32130410446601	-1.53806694952454	-1.19897811123209	NA	-0.29819980662891	-4.04906381384785	-0.94983803227101	0.936858227792726	0.62680218912754	1.50804233280623	-0.742911756329649	2.67294962180275	NA	NA	-1.44770714346214	-2.53699095064825	0.68188219804409	0.174717996241525
"prt2431"	12.7578451017223	3.10731601391769	NA	5.56977491485933	NA	NA	NA	NA	-2.42719105701048	1.40533377922942	15.8256617116449	-10.1841941107043	8.71497305370518	NA	3.09086429028711	17.7187668822591	NA	-8.0400879448475	-2.75362578851439	1.84141351742829	25.8840973199325	NA	8.25188650463291	NA	13.2023104475649	4.38826487011672	2.97290696546843	7.89265645018315	5.86064780728542	-7.24597061058355	NA	8.65454469751512	3.76112189719366	-9.42690532392172	-1.35212703062537	-5.59411762320828	NA	-5.81067679025874	10.1851600656542	-21.2482520928241	6.23663841942137	4.05536826889604	-22.9182584357876	NA	NA	14.4052257676254	NA	NA	5.467041319659	-0.184474825297419	6.57330925422305	NA	NA	1.10627868045979	NA	NA	-1.84782314404838	NA	-9.95579217746068	-2.38478618218396	-0.164245800827787	4.75632858502204	NA	NA	8.25402632642617	NA	6.27750433387001	2.85193437435592	-0.11796768745072	NA	4.77544846112856	NA	-17.4798401135953	NA	NA	2.80358350098612	1.78307116117403	NA	-12.2658978770208	14.0204218094933	-5.21939538859201	NA	NA	18.3138714785962	-14.0931997499337	-1.36682744251222	16.8903087661643	18.2489659589832	-3.61508333877722	NA
"prt2432"	-2.74173470959821	1.23502827819073	-1.84318595877221	-2.59799151583236	-4.81084666241958	-0.206877549678422	-0.67115698637325	0.742394929387006	NA	NA	NA	-2.85548955910993	0.647324694233476	-0.963681401077447	NA	-0.658116619319473	-2.53546911491316	-3.05602566356963	-0.263484776996808	-3.23980918413276	-0.479048679233313	NA	NA	-1.78803291771807	-2.06059305566495	-3.87705822022225	0.112703999197882	-0.889300177882702	-0.315065577093872	-2.29790608464636	NA	-1.41861140001814	NA	NA	-0.116179933726622	-1.80959684216922	0.309930604527329	NA	1.31527437916005	-0.488834732377378	NA	-1.86105708706418	-0.976102401258047	-0.845296795830192	0.187005870594675	NA	0.968662773900423	1.87285341467017	0.0238511213400359	0.0781515598475105	NA	-0.310836896542716	0.582622891062193	-3.00394855476389	-0.799580182793359	3.07484219071354	-1.20297034917762	-2.65789939323638	-4.35390365122136	0.587897125327651	NA	-1.12760191827732	-1.05474185092134	-1.36831727270259	-2.83484676183689	-2.8091868765419	-2.07154011948417	0.926282183197648	-0.310355545771902	-1.41880278882906	-2.04044981879752	-0.309443889057094	NA	-4.33210099122075	-0.824896499055898	0.176754743743162	0.144147385412629	-1.99410595479957	NA	0.0488520842627943	-0.326327174312487	-1.73860444527345	0.544594578389651	0.159883139059861	-1.40348951799348	-0.561654813847217	-1.87506990569725	-0.526504614923771	0.0740090949745424	-2.77309745761397
"prt2433"	-1.01920122153465	1.77315008935852	3.19262526828768	0.998338598720348	NA	-1.14707040762592	NA	1.4693844618951	1.89220592123646	1.20711561681957	-1.20793885521677	-0.898595058396921	1.9299610756916	0.764839914483357	-2.04894740500991	0.677988027649958	0.370666215990753	NA	-0.969827190824673	1.98445656097758	-0.194768699089197	1.14444286593633	2.35989737754074	-1.82966970202151	-1.22405771361426	-1.48676876569968	1.16288024036427	NA	-2.04110043014235	0.220511643987655	-1.16341049214652	0.670141061949453	0.111427928173877	0.514411347861339	0.422959983296206	-1.38195594753392	0.810507723114166	0.880644731452786	2.01849287498935	0.745132237537571	0.285674555920631	-2.37981463882148	-0.0400858518277423	NA	0.362867704766643	NA	-4.88964009033413	0.747654860248352	0.540397465269251	2.66770071830659	NA	-0.162251999197046	NA	2.95304272148011	1.19503922726765	0.195710212965506	0.110861030506915	0.422917212811735	1.48697938138691	-1.92261974449606	-1.60165550718644	-1.29581504309383	2.71463964414776	0.69774904301501	0.579464307616122	0.519626520536236	-0.612062087007917	1.48248741505069	2.62930850390736	0.585036353571834	2.45334063929807	1.41139079572434	-1.30602244524077	-2.24581538275746	0.973095207489768	-2.76709637894339	0.113101757973172	0.116928941527458	-0.259995588939007	1.67996347841303	2.65295490701807	-0.257915051967469	-1.20609339195259	0.545899699236137	-0.809128520420569	2.58246371057447	0.726214144241574	0.0202483407367781	-1.98550210958476	0.478399466294964
"prt2434"	-0.286782406602466	2.95716188673692	3.88438362456045	2.40419506136923	-2.21039908676188	-0.076398868966441	-0.415812835992204	1.88208132521116	1.26758677898562	-0.638117114049008	2.92033940309248	0.223912151956821	NA	-2.95942681788842	NA	6.4793273426393	-1.58722592031406	-0.691859185635982	-5.59908093477681	2.61592453010569	1.70204334947041	4.12320358784175	4.4695389941992	3.61582490710003	1.0942882639328	-1.09302076303977	-2.27574682843707	1.10072872328436	1.6557309703403	2.17712179564449	0.946450849228427	2.05113281246384	-2.90596941912326	7.72174446666911	-1.56293676519582	4.18392622305347	1.73323074342786	NA	-0.25858105807208	NA	-2.33454446968829	-0.839020808510567	NA	0.40444707909466	-0.62883154348814	2.77258700366822	1.95349513802769	-0.40229442296492	1.52061419631996	-2.23926365657519	5.65738858198108	NA	-1.96949409202907	2.50922310042168	NA	-0.970219729008361	3.0615908093992	-2.15416993239415	4.58063540159157	0.587228804908367	3.20641952657783	NA	0.93715864036453	4.59607879733723	NA	4.28671269649275	-3.59492516371122	1.64472730407965	-1.31337585470581	-1.24605946158464	NA	1.38370422236789	4.62612999249046	1.6584414554766	-0.499445160191086	2.49405661119944	NA	-2.50371754040632	1.40527262068365	0.451388072666128	2.62099092771053	-0.630049494334974	NA	-0.72560847600375	-1.34211500755662	1.59264369599909	1.9619115534486	-0.909441951521293	-2.46294683008177	1.3486285720933
"prt2435"	1.40932384120302	-0.152012453647506	-0.530440068735879	NA	NA	-2.20751155563583	NA	-1.47195094129537	-1.10408332762626	-3.28005676036261	0.311623664586639	-2.89581112384796	-3.65057366133565	NA	-2.89552147500339	NA	NA	NA	NA	-0.757379602948333	-1.71671953806708	1.53293733063581	-1.10471480191614	-1.08594476072651	-3.49552028434382	-0.0273636145629693	-1.71857416618989	NA	0.763171294633761	-1.5999558970331	3.17346766538144	-0.263908773767717	-0.455504134387486	1.1274777560989	NA	-2.36444499219028	5.62920868549435	NA	4.20795362642306	NA	2.8565776977669	0.0958964824027767	0.00671331341385262	-0.932163515742696	0.819528892996923	-2.15595862071322	0.558628510205121	-0.00670577405661783	0.249872777581103	0.254824175926657	0.489672508680613	NA	2.47152359661428	-2.32712967745645	1.03280762966317	-2.66246456348582	-0.608973466637917	0.628232009571934	NA	-4.4593196597811	0.165657002603862	0.60711380524807	0.0357675723567723	1.42807163989606	0.951520006528871	-1.05667810990144	4.25047567874462	NA	1.76620391814729	NA	1.7152732850664	0.497904016364473	1.80536141965043	1.87407014708532	6.19528824045611	-0.15680673090096	0.427482995876582	-1.57710760162362	-0.261869345275815	NA	0.591037335527749	NA	2.35264875015372	2.40950098316636	-1.05630257355591	NA	1.38183350555551	1.4189503172993	2.42659734696516	-2.41595408633195
"prt2436"	6.05742773654338	-1.13277672288395	-4.44240256238172	2.1410706484465	NA	1.24828772118439	0.566344674040915	1.17587325726705	-0.606022303849831	NA	10.9081329848927	7.13087917164256	-1.6871328514786	NA	6.08388903944263	NA	7.98281081641278	-1.83729101333893	8.7859958761339	9.02022619736486	-2.39484981287462	-0.0547822958589455	3.61149434138348	1.90546161130119	5.90923561125644	3.96217120762016	3.17774206547344	2.00462754862001	NA	-0.121523749086974	1.5971998283732	1.64168568938493	NA	3.46046290807942	1.79943521230518	2.3812714741017	0.173949170663113	2.70706448796177	2.93676381940695	-0.559712173958355	-4.67938679470436	-0.127615777767925	-0.702529588116003	6.68979692436229	2.45513769307602	-1.2338371051595	4.08620664567498	4.556983733993	7.79159571305804	NA	NA	NA	NA	NA	NA	-2.52513274092115	0.222651489577201	1.90854053645399	3.70017837491517	2.51683264032404	-1.24772979792729	-2.45406564709918	NA	1.91360479619189	4.29910532082004	1.6891657672039	1.90445044836388	1.08152837662339	-2.12412564312512	-0.536396771943065	4.17720576244302	0.509593554702133	-2.61117924240653	-1.81263280017551	2.5730256992592	NA	NA	6.89316620469932	2.3739425452923	4.67191543835098	NA	-1.22818942057677	12.3373536150042	-1.69786238328843	3.09509585832778	1.16790937844101	6.16942028944738	-1.69198788504623	5.73555687485725	2.02650150482955
"prt2437"	-0.100841559417822	NA	3.92412991904822	1.30508088317061	-0.831672065234552	4.1467245252395	-0.947660730751331	3.95703840398416	NA	-2.21314486469169	-5.59768731253032	-1.13980572207851	-0.0396940605301385	2.38939393319441	3.15054434662183	0.788424306491121	1.59852390651375	-0.0190057217980952	0.0135498882209668	NA	0.430333149100145	-3.95926174321785	NA	NA	-0.543440527150372	-0.0347639290614907	-3.28427191696168	-0.588473291485879	7.37804762451032	-0.758918927834705	2.1812447887706	2.25031780107382	-4.58962964626827	NA	NA	1.86218311325284	2.87222670268918	-1.69707546489377	0.79731297345447	-0.759603846150487	-0.264682112370206	-0.854706692060961	-0.479016347879677	0.667617669152214	-0.772419169779348	3.60893815363886	0.346684076011035	-1.17468425129297	0.245355421135716	0.808810111065975	4.57468982872554	-1.68054141044366	6.04747344791567	-1.47052201146658	1.2968559915884	3.55976503551796	-0.415097288156124	-1.07076036805152	1.47545281131644	4.51580480508109	1.57105879731497	NA	-0.369409615853234	4.4051761902105	1.35709605593522	0.271346215178077	-1.26472456636805	-3.29647494829471	0.0276832041403712	0.717352204759566	2.19139252759944	2.72031284178731	NA	-1.05890721883916	1.16929849282631	0.916243989544514	0.105732580023685	0.0654282132692248	-0.4813063473547	-0.0508809165175741	2.43455667212176	0.680977874533414	0.135764442968371	NA	-0.0116809157706163	1.65130413274338	NA	2.03615794979636	-2.28703919470537	NA
"prt2438"	0.285745166174882	3.00734363913371	2.59660475035822	0.962444587168711	2.82622326603606	0.300609376486416	1.42020081124308	2.40290177060782	2.33026385579892	NA	NA	2.38136309264398	3.87528193556613	2.30266854961924	1.61793278690472	1.97736652457701	2.15468936683987	3.94585878802749	2.0420641434206	0.740996462440693	1.6408913178881	0.654255609411859	2.55634588003049	2.21739763125847	0.876513920333549	-0.0481403029185996	3.01204525369313	0.790718391670063	NA	3.55013903155548	2.97724629324506	1.5861986062054	1.10321602469687	1.91042870535968	3.26510863879027	1.69478663483272	2.26113158704032	1.58430990587898	3.27473727971137	2.96592354819177	2.27335926625929	NA	0.181528720236124	1.30949884492033	0.992423630331625	0.920002105644603	2.721950343485	2.95086537213042	3.66694118936079	2.9837629931045	4.23672336729867	2.05733623544812	1.30840952365147	2.29869840470388	2.13979037813703	2.98743717039357	1.37109852851803	2.53827058046972	NA	2.21850128995835	1.57507767677758	1.04932043688153	6.74156259289835	2.74909681430213	-0.695556421278111	3.41083763468582	1.94842952118446	5.16162060126697	1.82940852369542	2.0075258144326	NA	NA	3.75228543155712	4.68255433644089	0.654293596890472	NA	-0.821794091762184	-0.227393281201526	1.93884036610305	2.23923029216085	2.81488682669165	0.847008560739881	3.2104259159401	1.05209803002198	1.18343212705371	0.484614623089726	NA	-0.123728151585853	-0.600544377819767	-1.73908512247952
"prt2439"	-5.45272413874408	NA	NA	-4.93106494865188	-5.1736575789481	NA	-7.19344751663345	NA	-4.81672840665287	NA	NA	NA	NA	-5.60441837849701	NA	-5.18510732001166	NA	NA	-5.28833461277637	NA	NA	-6.06533889943218	NA	NA	NA	-6.57902883564703	NA	-6.1131263955903	NA	-5.71840676925365	NA	NA	NA	-5.1438458499369	-6.25657192793052	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	-5.23274069085221	-6.13353673784433	NA	-6.19827631795327	NA	NA	NA	NA	-6.26366030515126	NA	NA	-4.92085599042754	-7.34306299854873	NA	-7.67825726441847	NA	NA	NA	NA	NA	-7.04731987548078	-5.11752508878041	NA	-6.37171911733556	NA	NA	NA	NA	-5.53605694521476	NA	NA	NA	NA	NA	-5.96078175248534	-3.64848159640288	NA	NA	-4.7783576772707	NA	NA	NA	-5.86078456338982	NA
"prt2440"	NA	NA	1.11246958956003	-0.410978161130535	0.54186930196029	-0.127581015540496	0.763733869683844	1.01128340208698	-3.01483383035002	NA	-1.19263412678831	0.380226234447799	NA	-3.39957018032456	-4.40545708041941	-0.215757980578981	0.106421885048509	-1.82023398944413	-0.778628732963851	-2.31245527946573	3.30768324247663	1.1582614241424	-3.56934993299615	1.70140142197482	2.41644254663463	-5.36449766010958	NA	-1.23690335285275	-0.373787085016944	NA	NA	-2.45640416676888	-1.02883947851821	2.64294751917852	0.490121683567563	-0.0257600676741103	1.75021805877361	NA	-0.336393003857868	3.17322486931017	-1.61546368475061	NA	-0.145877241769745	1.21388427342261	1.25453388902028	-1.49278497076559	-0.151046138647684	0.411629413699115	-0.550034497451883	-2.02986200695639	-4.51897178808947	-1.95665686527519	0.690475840863157	-0.217202151092465	NA	-2.31706084889974	2.54697673265328	-0.517477491253544	NA	-1.92710920938563	-0.839654486053313	-3.3536596841413	-3.12064776540365	NA	2.29772456832746	0.625913442157358	NA	0.562210549576678	-0.885875070819753	1.97239697171207	-1.71528895627566	NA	-1.99498094334049	2.41043347965343	-3.303430512801	-2.24353979974262	0.716956576921382	-1.89096427934873	-1.46835761662187	-1.385055473011	-1.69638929483093	NA	NA	-0.20153517823268	1.8480766442305	-1.00558956889785	-0.586237885995493	-1.2592799925253	0.132771567697375	-2.20873304648063
"prt2441"	2.29247963660231	NA	3.24654615183097	3.47746997813795	2.00895705397387	4.0931063354705	NA	2.81702429692095	-0.0896585028429041	1.28745056381776	0.189906910746182	4.71848928675105	1.3314934224324	5.70799625481518	NA	-0.518702139844796	-2.31726316030932	2.42902187236015	4.33738997299423	4.94347014628964	1.07661934723322	6.34652228891213	1.9929966679192	4.99419254451952	4.65627290786772	2.68970756279226	2.34335538832324	11.5003214039085	1.4613637239913	-0.507107253388321	3.48215646072819	NA	NA	3.63655218695738	0.418051142474925	2.40881199355126	3.34003212059005	3.06955748993687	4.52077846442573	7.50598628729173	7.38342634749277	1.44618613890761	6.92878124235932	3.2268841992774	3.07651550657919	4.38218888993278	NA	0.0356578192044445	4.35547863850551	4.51859570001196	NA	6.23989182628431	0.889389249156959	1.64000342593673	3.9005914824085	7.16825556910723	5.69433873978917	3.75361906024497	5.7279522593746	0.747009087213593	5.95828017503003	1.28109333764359	2.62504540549269	NA	NA	5.57028621100698	8.31067117070522	NA	5.71723195481454	7.26649721459574	3.31010590855475	1.47876472994292	2.78584205261831	0.807116534591419	2.4704894606887	2.95645187340291	NA	6.10331301994285	3.7640716626347	0.081371352996245	6.28499216709688	3.09741785550604	7.44749729706893	6.04710572538637	5.39694500607158	3.51052826253772	4.52569569539193	3.49154738407259	4.64173253956434	NA
"prt2442"	5.45562680637371	0.828681942935024	0.566828424996194	2.49867288496713	3.91063562365546	8.97108157781861	0.368006251619856	3.03623611498167	4.03016521476249	1.6050720088477	3.43242334085857	3.30647699400958	NA	-3.54027732164998	3.15578904362241	4.15287588692148	NA	NA	1.62966229760085	3.43441413405034	3.70173965357452	4.17744674141768	4.44777779410338	3.42714289764738	1.6182687197726	-2.29863108008918	1.82836908446461	3.47318126737573	NA	0.154347670056519	3.22668824371931	2.19299841466918	NA	2.28072637977517	2.28814486612632	1.53439916502856	-0.681486518984739	5.70586793387272	4.29889864360762	1.74214194111012	2.02794693140392	0.405647214432637	3.47526399530879	3.14038924212252	-0.321533698965496	NA	2.42507860849396	NA	0.553278679963358	-0.316224510819309	4.07672003162552	3.74707664318991	7.01654716313705	4.33340643228659	4.51523847323515	4.30407406171754	6.42742743447661	-1.62222696126152	3.42769478280197	4.04390079390307	4.79542966736173	2.71397168757746	1.19899051974831	4.98883391505886	0.796989960564568	3.76341649135948	2.72418771454181	NA	2.3500002706676	0.250005380566392	6.0245723343992	5.78142002387805	-0.0198935846713415	NA	2.3866260977624	5.02073491032567	1.90180334558272	3.77221243431095	3.79722608727516	6.42737090963955	NA	4.31823955884052	5.82824089920201	6.01384850206189	NA	4.00149863249666	2.80490430629224	2.47299454825811	4.58827113630966	2.97078246985405
