"s.3"	"s.14"	"s.15"	"s.17"	"s.25"	"s.34"	"s.35"	"s.38"	"s.43"	"s.48"	"s.54"	"s.60"
"prt1070"	-2.83062937267314	-1.77770502904551	-1.53258909936847	-0.15633367790939	-1.30600262354547	-3.46511815396753	1.25639114946871	0.357388043671108	-1.46901659284313	-2.01533510187845	0.399809164954615	0.503405139344894
"prt1071"	-1.79706562907058	NA	-0.0737852401641441	NA	NA	-1.2793851625517	-0.429369351333144	-0.121881470291956	-2.35090953470644	-1.14824427432442	-1.18921344771092	-1.38154415013481
"prt1072"	-2.77194397547404	NA	3.44100466047761	2.0048496230761	-1.90112876666143	7.0135052139861	8.30848723718163	-0.69258887915239	0.352270694051496	6.03178464037026	NA	-2.33932657614017
"prt1073"	-0.093668196453115	-0.385452471403744	-0.312681228240467	-0.621352882624909	0.109883988195017	-1.12692864481216	NA	-1.11746313049625	-0.92057670007513	-0.740301353147487	0.758208400821923	-0.999539126423877
"prt1074"	NA	-5.00616670074151	-4.78226904354554	NA	NA	-0.769117184583573	NA	-7.04546912288728	NA	NA	0.112450783855491	-3.71993857359093
"prt1075"	-2.79258512305445	3.43253520286703	-0.958701169936118	1.97093898868579	5.90013129497497	-0.568781427962954	1.43601334745198	3.63914649213339	2.29166590420644	1.03776917680784	-0.248159737857395	4.94140338892409
"prt1076"	2.34885696417936	4.81376121905419	-1.31118917991774	NA	6.81470744983647	3.21138541581629	-0.559058565489529	NA	0.97509921126884	-1.06682106149386	-6.73081250499907	5.09060043214454
"prt1077"	1.40599373602356	0.670292655790573	-0.0733852001392212	1.21628283518939	-1.70738081910994	2.14847019583787	NA	NA	-0.615156323209985	-1.82555719866633	0.908259539831803	-0.502932023517077
"prt1078"	-1.26125829665796	-1.47798368261569	0.2005047765276	-0.100292844456446	-2.08874935298538	0.234170343127809	-1.5926089900803	-1.80144282088258	0.56660609184755	0.949304487801777	NA	-2.18321465475105
"prt1079"	3.55364893502307	-0.289496856268921	-5.70446650516387	NA	-2.01136681887571	2.79101595001762	0.158944164155322	-0.416389229370486	NA	-0.13722342002084	NA	-0.666356139007382
"prt1080"	0.610301196990028	0.130964715794533	-1.51899880502732	-0.966629281579815	0.127583829542868	NA	0.940182264073233	-2.1833838921308	0.513482608212997	-1.1012711388529	-0.788229354107717	-0.987656149175417
"prt1081"	0.103199553302567	0.452110451200265	-3.16182528459158	-0.860475187302872	NA	0.465359593581463	NA	NA	-1.59670650133477	-5.242581682396	NA	-2.75371974597312
"prt1082"	3.65426024805717	7.6719741731872	5.12551674078259	2.13011969424604	4.6030119551551	0.648456765404643	4.94912354259169	2.7914189491068	4.8842099748671	2.37034784659313	5.24513476771235	6.87709397053435
"prt1083"	-1.91803239905659	-0.00334154175796164	-2.96468510735543	-0.662759791124411	NA	NA	-0.86089092957822	NA	NA	NA	-1.17414996452634	-2.37243337527924
"prt1084"	-2.21705049994176	NA	NA	NA	0.173132953642114	NA	0.26765436741675	NA	NA	-2.59491213047729	-3.22495418143566	NA
"prt1085"	0.200937842440557	-1.95183565664487	NA	2.89855914238909	2.05572367586074	0.0227598036586693	NA	1.98759046197171	NA	0.316394380898517	0.501941531957042	-0.694717627002568
"prt1086"	5.18472465050094	2.66181807981973	2.77364920497801	1.76716147425083	2.97638273990178	3.3548864666029	3.96497860235375	4.42226151350505	2.84657549150761	2.13560595769661	4.50877872750412	5.50147596567835
"prt1087"	2.62050672251207	2.56369840450472	2.6539768414994	2.88695315431689	-0.143618492747719	1.4195275021808	2.62644746533421	NA	2.68097874343937	2.64086330661855	2.79101936107221	-0.498719827293981
"prt1088"	0.0567719932591078	0.309360540230195	NA	-0.645654823299801	2.34472658502604	-1.26312377470612	1.68213233917238	-1.65068603367974	-1.20041117676751	1.44902881630978	0.474171651000931	-0.451477746575349
"prt1089"	-0.165125552175443	NA	1.94383442055392	-0.0366827415031248	NA	2.41799014029316	2.22413659771998	0.0289504493535517	1.52068173392025	1.43306315721586	2.70816078207104	-0.680621565053565
"prt1090"	-2.35013465969498	NA	0.0807780127274868	NA	-0.885147694915797	-2.84161836483133	-3.20709494613289	-3.12990759126188	-1.34975724662735	-0.158256394554097	-0.433079007417221	-0.305436608480952
"prt1091"	NA	3.75144234615376	5.97816342018245	4.76536377207448	2.22214653465707	4.18030498264153	1.55859287564091	4.02637792951459	3.72494447378198	2.65972845474602	NA	4.44157327113805
"prt1092"	-0.941043699619009	-0.74933773414995	-3.72152875774331	-1.83493193338702	-0.609615576414237	NA	-2.12520105904669	NA	-5.54661968780719	-1.5966713779106	-1.36484186299727	-2.60965272936303
"prt1093"	-0.579520420081006	NA	-0.956258949672827	2.59675956739292	-2.12985007772213	-0.372642278142501	-1.14506554963885	-0.31123794090766	0.528543631887573	-1.88734990905733	3.65050560448572	-0.583198225033385
"prt1094"	1.40085336143542	NA	0.289140920635027	1.5005807582805	2.22856755965063	-0.69645630314719	0.344071109721739	0.273702726267724	0.952108876507566	1.80246907050237	1.00598736056777	1.59269461706117
"prt1095"	-1.20043354278921	-2.46549775715555	-4.58157689143401	-1.72599109365519	-0.673168486920042	-0.812210406643337	-1.45887828200425	NA	-1.68320074235343	-2.89842152840532	NA	-0.968412485527786
"prt1096"	4.99213109782523	3.90101354765243	NA	4.58926508961454	4.10872306248397	NA	3.05699813086851	4.78991596075744	3.76132282183004	NA	4.11060477008658	6.19588535532231
"prt1097"	NA	1.08805616362872	-2.40740642905465	-4.59224882784088	-2.37234063006417	-0.394031438852688	-0.795891367165667	NA	NA	-1.07386523945238	NA	-2.37595237988067
"prt1098"	-2.05181466209023	-0.561774442834151	-2.57203586431607	NA	-2.7912318863013	NA	-2.92489606864191	-1.99331659044628	NA	-5.43002055566909	-3.8863956513801	NA
"prt1099"	-7.67779708905779	-2.56027506885193	-1.89693158177983	-3.89976557340257	NA	-4.15015874644551	-2.35024899084566	NA	-3.78018857128762	-2.46681603431967	NA	NA
"prt1100"	2.27189035943578	0.653371851646001	0.241875003056309	-1.42565109614396	NA	0.572841962644884	2.41255668425431	NA	1.82141053081499	1.84010014819663	1.28641591852208	-0.103831960332842
"prt1101"	NA	0.635270734609504	5.8321756997113	-1.83029373082873	2.17593648500512	-0.729883098331957	1.36496434703989	-2.43989056770613	-3.44800413130991	1.8189820522954	NA	0.385510416227702
"prt1102"	0.494581730899043	-0.601718732925227	5.36334019816957	NA	-8.65284685271625	0.775788809641313	3.84717712785471	1.93471964377869	NA	4.48851995728588	NA	4.52939318527569
"prt1103"	NA	1.1966667812816	5.4523563878706	3.88790505603466	0.221441351523948	0.802774825543291	-1.56124184162474	2.39596323830769	4.01591038451186	1.24002161936423	1.41173695499243	NA
"prt1104"	-3.09558182260611	-2.32904933957602	-0.491678776839226	NA	0.274416203354756	-0.751718461323602	-1.03771446486595	-2.16255124482209	-0.708753922679118	-0.343665332435443	1.58057501225267	-0.593455248933563
"prt1105"	-1.80491867580082	1.08416795955093	0.0652574133377558	-1.97198787082588	0.00970183212245013	-0.581996805686539	-3.27165100557745	0.24647603453372	-2.49566413265395	-1.09387769185149	1.07634681700635	-2.98689757179732
"prt1106"	-0.935178036305496	-1.77242338240055	-2.10795387908929	0.371681769763263	NA	NA	-1.97038389670991	NA	NA	-1.01513413565453	-0.658665192686126	-0.432145139715737
"prt1107"	NA	-1.68308313252616	-0.384698145945213	-2.19801279864589	NA	-1.57239609135861	-1.70352702704539	NA	-0.634833757497508	-2.23518073725688	-1.96291474392709	0.320874420372429
"prt1108"	0.4586286966036	NA	NA	1.41027311122249	0.28713631840248	0.960557400469937	NA	-0.0409681029372959	-0.26606833144464	0.688708623303203	-0.0877059082623127	-0.465281290392827
"prt1109"	5.48104565092786	0.58328048242596	3.66555158628554	5.10711821151316	6.93120535565215	7.69693205246125	NA	-1.56612680273042	4.96590267172061	-6.93496467696576	2.18694533342029	3.72930575006218
"prt1110"	0.348976787403895	-2.08260887588554	-3.34624386142917	2.50494572688853	3.66177097601441	NA	-2.80801101008078	-0.575755287332733	2.60951896002509	-0.401632622251337	-1.37129142851512	NA
"prt1111"	-4.34104866054552	NA	NA	-2.73013386026883	-4.35332658463823	NA	NA	NA	NA	-7.11909384202236	-3.85397985700977	NA
"prt1112"	-2.06623500280565	-2.02366167856723	NA	NA	0.384693489935827	0.490628090983766	1.19741021799454	-1.10328409220656	-0.140329492307695	2.1116938925291	1.08968653562957	0.856999234974696
"prt1113"	-0.210130906582318	0.806131091379831	2.94072518386843	NA	2.06726438027762	-0.118321928612786	-4.50749820715467	2.50815596890476	-1.0133363729618	3.64765939314228	-1.73169473946023	NA
"prt1114"	-1.10508196555066	-2.27739023591234	NA	-1.10348689517023	-0.634142145501064	0.0378049139492777	NA	-2.33317533788496	-2.60069795763724	NA	-0.370720321368779	-0.304319438633401
"prt1115"	-1.50542207231088	1.92249589228859	-0.324336865966916	-0.295155818789937	-0.257628613204549	-0.148117441212969	1.78929105178691	-0.775978525311328	NA	0.0985521969138278	1.3605811879478	NA
"prt1116"	NA	0.381311377649965	2.14559334017706	3.06049626289634	3.64107585690225	NA	3.7366746160755	5.13832980396772	1.4605808632298	1.77631419704826	1.07764506543783	5.55301095456793
"prt1117"	-0.400449087769018	-0.680810851641626	0.648873609527175	-2.41667371962541	NA	-0.895212845508425	-1.37434918875362	-2.31595038519118	-0.415397222874098	0.234923322977916	1.43709001505036	-0.100595816046428
"prt1118"	NA	-1.81402165204158	-2.0733245975301	-0.801747983513733	1.03056293145081	-3.11851005386084	NA	NA	1.32427051465508	-2.26918406103919	-0.18588556707826	-0.844046130541646
"prt1119"	0.612025337489334	2.37985552177678	0.561501637624046	NA	1.80360221704411	-2.2568048429874	3.29761927518407	NA	-1.24946905470905	2.10962033936362	-3.68604019522668	-1.16333195427784
"prt1120"	NA	NA	NA	-5.37946585262223	-4.55192221433956	NA	-2.61643380862714	-6.2350417308278	-3.54487552164119	-4.32309109892128	NA	-3.72947396875035
"prt1121"	NA	NA	-0.38399437524433	-0.390188535253945	-0.982232770372188	-2.07245443898871	3.04361775949172	NA	NA	-2.65386141273573	-0.315238213878447	NA
"prt1122"	1.90962908279837	-0.0981178469805783	-2.24247181254622	NA	-5.37908031703376	-7.76607434271508	-0.613657889899029	1.07452688521409	-3.73051894236065	-3.99715155369321	-1.92766834831123	-6.39093946990519
"prt1123"	NA	-1.62295292688491	-0.968245784538186	0.282660889711162	-1.5323577461191	-1.26942793418718	-1.1826330013117	NA	-4.17089546531911	-1.38683436287435	-2.04880834438388	-0.472424182105198
"prt1124"	NA	NA	NA	NA	NA	NA	NA	-1.77303303310793	-2.83579416864969	-2.76659993429357	-3.17976724685414	NA
"prt1125"	5.22435568761399	3.12585721233665	NA	4.23064672624285	2.60368827862552	7.86947741511493	NA	2.85880662808454	3.1468190015271	5.14130439682957	6.93010657807237	4.11617309187923
"prt1126"	NA	0.734463167131527	-1.91821179932438	-0.778307744701392	-0.23727371173646	0.320935896160249	NA	0.0369410760594506	-0.337473464507595	-1.22511902769195	-1.3316571168972	-1.73787589292444
"prt1127"	5.18509851650491	8.31016880386167	8.26368709559458	6.38981756239599	6.65321301714502	8.04984998286314	7.67890764681023	8.09101424936431	7.62781753233341	7.97977386456422	NA	5.27573864709155
"prt1128"	1.50117033396787	-1.89756104989565	-0.483899516119249	2.94490927703512	0.914345318433807	3.44802412625804	-1.85695909519173	-1.68176214636067	1.7310250264298	0.49081096127074	2.57352068720839	NA
"prt1129"	-38.7770591017312	NA	NA	-25.7089466383302	-4.73732639010092	-13.0922107744808	-7.32966050365029	NA	-13.5229341466458	-10.6796870214509	7.64634694715488	-5.3090060918053
"prt1130"	NA	-3.06722748038046	NA	NA	-4.62962418819587	-5.81649938982836	NA	NA	NA	-3.89916247068165	0.325120098870901	NA
"prt1131"	3.56906920870115	1.85053928641127	3.52166423034673	3.84701927467974	2.55333229914858	1.89915647512572	-0.0243787814170123	NA	0.265033577747	NA	6.50670574803059	2.81115076384279
"prt1132"	-1.94277987154244	2.13788191742666	2.4135528899406	NA	-1.4737360747529	2.10536342841478	1.51259797211433	2.29469624982149	-0.341026807956947	-0.504305981263896	2.80054314866055	1.38067206512706
"prt1133"	2.48565587177757	1.43112434680496	3.51064356989992	0.434443982286566	3.54169001239666	NA	1.39766412988989	0.859865796861293	0.613917520945514	0.0936682144158371	NA	1.87046587997875
"prt1134"	4.34959927511044	0.236091313558253	2.36196386639477	3.50521915430731	2.61407990071692	5.22556570436909	1.23953039131145	1.21670702570663	1.66719620528354	3.34998744387239	3.31952007625165	3.17072537261614
"prt1135"	-2.37268979608088	-0.968684523127248	-2.40588171309757	NA	-3.75362713368988	-2.30565991771184	-2.25313399644568	-2.16076699479125	-2.02587224247457	-1.80781621417049	-3.11456757093372	-1.88456216489702
"prt1136"	-1.64262635755363	1.833461920794	1.17875574471022	0.533763964314216	2.24721864137552	0.573011207957928	0.756777938832674	1.594634070053	2.96415361538944	2.18564987373852	-0.112046822289086	2.47130153617107
"prt1137"	4.22374991691098	4.00949259775575	1.99062102034059	1.7355855551774	2.15358081752968	1.54952600647874	0.939568470731653	-0.402664470948916	3.61452434105087	2.92926947042157	1.69393956942394	0.823701088525078
"prt1138"	-0.512964831856046	-1.69136345851362	-2.1194081116411	-3.90639965794063	-1.19221466625317	-1.92707290664705	-1.69842698644934	-0.488497651017716	-2.15909504261876	-0.343428626219198	-1.07333549253301	-3.23439584448315
"prt1139"	1.10295778361495	1.69236686827304	3.2837361340399	1.47508658825694	-3.95709617072546	-0.99368574385939	NA	-4.04091189468189	1.28032213867993	0.339393345519549	-0.326326852400996	-0.341396114177187
"prt1140"	1.53312383621246	0.785162188519744	0.396560972065846	0.655124056066166	2.26556426556521	1.1821068169864	3.74454081886117	-0.228529942087345	1.92114206926121	2.73341651726656	-1.77902962546401	1.39250782204441
"prt1141"	-0.56808560399989	2.24204741870183	3.53575561318634	1.09377057509273	-1.07893009434755	2.41884139489135	2.3886862517999	1.91993343818747	0.757807835443672	1.06568733296824	-0.412633554081107	-0.09079839525598
"prt1142"	0.46035107190719	0.321047555720049	0.149874513144456	0.125248160135443	NA	-1.19532306500596	0.633586947012607	NA	0.438389354412084	1.84137815228078	-0.21556006284695	-1.15753608926791
"prt1143"	0.921926257951854	NA	-0.649457098444693	-1.28297960584089	0.476342442993542	NA	0.0266300051893349	-0.659246756038524	0.228356570104478	-0.453273634023764	0.0788095868211776	-0.168434357089782
"prt1144"	3.3429630482243	5.77670846153567	2.31204862409999	5.14008064435651	2.76450916067556	4.68712522331506	5.80026048834337	3.78638326068054	2.77136302361903	5.54332935483419	5.22744642866166	5.10312217177395
"prt1145"	NA	-3.61657146019155	-2.45064222156994	-3.79626415429609	-4.1915655100784	NA	-0.886278174240132	-3.2133636296936	NA	-1.86494469004644	-2.04540813046142	NA
"prt1146"	-2.19267732839971	-1.72597979744723	NA	-2.84992757746507	-4.10151275587573	-0.871762330852807	2.81898294055753	1.10412211917911	0.246317410321557	0.574436092765157	NA	2.14427604952466
"prt1147"	-1.92575503139055	2.72014280290199	NA	-0.953109636697921	1.79865568428652	2.7147382460424	-0.0998181711096001	1.47745915297964	-2.32564358090158	0.509226308822201	1.10124747086121	NA
"prt1148"	1.33886346406856	-0.0120233509296483	0.162364113151385	0.521458159534289	1.61648589603166	0.281195511010099	0.0999255935802916	-1.63648202262728	-1.4288434422262	-1.34489320812604	-0.497557297734439	NA
"prt1149"	3.0055013402923	-2.19359124623088	NA	-0.757379991654145	-3.57655142519928	-4.99576176759692	1.49673606558665	-2.42376093516915	0.143934864042879	NA	0.87474237682561	-2.38467092861522
"prt1150"	NA	0.639299185592372	-1.96583306203026	0.949463205259809	2.10369110073071	-1.77542193659574	NA	1.11567596646603	0.538077416456712	2.59199156600844	NA	0.947880486962046
"prt1151"	NA	-0.660043155809427	NA	0.565475688102194	3.00872551430533	3.88709403786149	3.95020873925837	3.28197356426808	3.27725825077203	3.73050340306751	1.75371725612321	NA
"prt1152"	2.40800546473283	5.86609529007013	6.82930494301194	4.10053210568424	4.08368032470234	4.41248391475829	5.69556730189939	5.79425130058801	4.9339221190862	6.21380602230218	3.13504315769945	NA
"prt1153"	1.68382714942084	3.11578640581933	1.01377031975236	2.25469820326024	NA	1.18673474904437	1.09655597535604	1.10652743894597	-1.84084804050484	-0.837983731721486	2.56463192683197	0.51853048521909
"prt1154"	-2.1442624623619	-2.25407995034888	0.365105531692301	-1.61965075011458	-1.3883714740972	-3.08065695973861	0.945128151602731	-1.64806692910206	1.62999020646231	-3.11482951176371	-1.48317583881543	-2.36195527300487
"prt1155"	2.9603976657921	0.726850342797392	4.38322625846972	1.91990036447284	3.36449263339594	NA	0.931695864776559	NA	0.983707356374419	1.11492678618609	0.284278685043161	2.46313645795609
"prt1156"	-0.90737341555353	NA	2.10039604720379	0.500983243873391	2.15012475949364	NA	1.78145222145853	NA	3.63792699787629	2.2204987633991	1.47222631959556	1.42042783225239
"prt1157"	NA	-1.11274626409438	-3.4226081529064	-1.9135376647412	0.365761320192935	-4.09495386146372	-1.08801347639933	-1.10499109518986	-3.29419841641652	NA	0.83964560627812	-3.61234844481592
"prt1158"	3.78292304628374	2.36180558078259	5.19238375697788	2.27576129721324	2.37704567946709	1.91630782792618	2.41935378983774	NA	3.2089619320479	4.61649579095564	4.4486509480909	1.03933157933908
"prt1159"	0.647949817126483	-1.60857537185416	-0.0411089231900639	-2.38689861178023	-0.576143188324202	-3.14941979620201	-0.981834053965278	-0.185817072920297	-1.0880967167942	-2.4906621226782	1.36277537044905	-2.34996769727478
"prt1160"	0.271962984711937	3.18023021484753	1.38008655658019	-0.108665248409045	-0.270435696498826	-2.44651710017135	NA	NA	0.392839070279597	2.80119107676995	NA	NA
"prt1161"	NA	-2.69503206098246	-2.48054794889689	-2.91224374096802	-1.84287841091021	NA	NA	-2.44875695758092	NA	-2.18384086701262	NA	-2.14792525718944
"prt1162"	-1.97138482949873	1.54688626970813	-0.188710751114264	-0.0240389875610486	-2.223029727438	NA	-2.23379866854998	-0.308592394709464	-0.750055745108415	-2.02341661755444	0.210326649492819	-1.5412299284123
"prt1163"	-3.08648781041771	-1.94580208791946	NA	NA	-1.04731283571868	-2.17439957586943	-0.668564362295122	-3.64451658723885	-0.322018546554362	NA	-1.16972498615241	-3.96927980732067
"prt1164"	3.35925778650664	3.88078877775906	NA	-2.65759773908415	-0.427052330588871	2.53210056670156	NA	2.57575441733826	1.34270175507125	0.103386240219305	0.484947263427716	0.565125250794399
"prt1165"	-1.19361199529252	-2.86613952225586	-0.381544921662102	-0.95832934023053	NA	NA	1.05486596626396	-0.759745729484348	1.75694158643889	1.55574522759543	-2.6977624427281	1.6263608999702
"prt1166"	NA	0.44265022184314	0.312028846494627	-1.42916953850856	0.666436965546324	1.23196062670795	-2.19398349759886	1.2165590654646	-0.553525694646849	1.45216669041337	-1.32263465461708	2.32798072024913
"prt1167"	3.12575621864872	2.53855039040938	1.32301980496902	2.01808616496068	2.5169378614094	2.68230380119333	3.17708139108534	1.25928282101546	3.96367400841096	2.10174819487634	1.49698943682402	2.58885788187884
"prt1168"	NA	-0.496530109158711	NA	1.16464164675406	NA	NA	2.27286127389785	2.47783971003218	1.77406749304393	1.56279731661109	0.770853373088032	NA
"prt1169"	2.90806108147631	NA	2.5244581038599	1.14599458036473	1.33291116560826	3.46575739201755	-0.0106128302892497	1.21302123847476	0.211941435368119	0.559981413637567	-0.834217088986282	0.0311564538149048
"prt1170"	NA	-5.01820932213279	NA	NA	-2.44832571036556	NA	-2.36160980566203	-3.88345898648152	-3.36946600621596	-4.6818045658782	-4.4063353103005	NA
"prt1171"	2.71914282175871	2.28595093611503	4.52891058377153	6.92842302384079	3.90365220255058	3.66886906203231	3.3600721350263	3.88610354017912	3.04403051612462	2.36550508638631	2.84532859364192	NA
"prt1172"	3.01615368752175	3.87887504274155	1.49258132698182	NA	2.85400573541851	3.12829090494623	NA	3.21521917357064	NA	1.32370585538635	3.28261526874857	2.39913820319222
"prt1173"	-0.346862861404435	2.21942079356184	3.65391792074399	NA	0.847113595748948	-1.91895676204963	5.02095491505725	0.273073552715293	-0.851616061900977	-2.32092777556475	2.30006147518209	2.57945479047455
"prt1174"	NA	-0.0645581131802726	-2.81464150185591	-0.656049924791664	-0.236284331453662	0.0644694944564906	-1.76182554056683	NA	-0.0424885667183352	-2.61603106737052	-0.315319831005124	-1.91199873709536
"prt1175"	1.86821603986479	1.08217117678709	NA	-1.26105313797354	-0.830922295881236	0.972305769372062	-0.293596184081031	4.34811553176106	2.65682857929429	NA	3.09409695576293	3.78888692768114
"prt1176"	NA	-4.41652880202711	NA	-5.84072621794046	-3.41582755076234	-2.89133640698862	NA	-0.258426607796203	NA	-3.59475062794161	NA	-1.87424151399601
"prt1177"	2.879699882799	1.23737756388845	1.22632737366259	1.52124079850524	-1.34121355401266	1.57333160219536	-1.45064443230143	NA	1.49972986700399	1.49723351243421	0.734102929745647	NA
"prt1178"	0.961521862449612	-2.5029833297928	0.0298556670071305	NA	1.05976471277672	0.534315363173458	-2.93865533061618	-3.54309046074066	-1.7234350952721	-3.56213525651074	3.01928916930124	NA
"prt1179"	-3.94079957567001	-4.76031840891192	NA	NA	NA	NA	NA	NA	-1.57432597105809	-2.69991936666906	NA	NA
"prt1180"	2.02927697307742	4.83365082929921	3.46879557126253	2.17709268918583	-2.24250597527405	3.09899285169992	1.44426999982976	5.47622675243149	NA	6.13569088852755	0.801018426098685	-3.2428413115267
"prt1181"	0.0151704985609651	5.03669286555782	0.905143526070967	2.36835544178162	-1.32943464723402	5.18609769097407	3.50876308192376	7.56638959395404	NA	1.6315420548224	3.02337819813146	0.555174288013247
"prt1182"	1.13672478349315	-1.30364439048996	1.50684795213699	0.493135895272025	0.268812951914851	-0.278709430911036	0.144532830552444	0.948728691598407	NA	-1.99415254913569	2.52921411283578	1.36380299115268
"prt1183"	NA	-1.30133038297098	-0.220752963484856	-3.66533861042678	-1.19522758689656	-2.2263790701674	-1.59811079208028	2.48878447601602	-2.39131798160848	-0.954651859839377	-1.71511738824965	1.13467534959012
"prt1184"	0.850196722035451	-2.39022635581629	0.444742642018251	NA	-1.46319624358019	-0.900559883030188	-1.4663135979236	NA	-1.14748655904349	3.61093012966374	-0.432472684647666	-1.0043140832993
"prt1185"	0.408598006169684	-1.54846614616533	-2.69215396833046	NA	-2.89090795828313	-3.34926456981521	-1.80082536540792	-0.887076941914195	-0.595013677889759	-1.95912243529458	-2.75033903542435	NA
"prt1186"	-2.3496770073948	-5.5346335878404	NA	-1.6231236060159	-2.28985105177067	-4.34627107511191	-0.140704686488419	-0.14674445923277	1.39486481752757	-0.837903075209676	1.16273497103158	4.39341282427105
"prt1187"	-1.64540596407166	-0.240503469581813	0.671276774695246	NA	-1.47573335473054	0.679669286377016	0.639884495667038	-0.800164503422711	0.187825036641756	-2.72327048339861	-1.12552313363381	-1.10195061343366
"prt1188"	-2.86293666889636	0.562130330101476	NA	-1.46473560484508	NA	-2.43807734887927	NA	NA	NA	-1.68260554474527	-5.30307076982094	NA
"prt1189"	-1.17763089896808	NA	3.59359820442696	-0.283131179955319	NA	1.92856711078838	4.60496520284693	1.81526872382945	3.11231033405263	0.55319655836112	2.21714670953213	NA
"prt1190"	-2.26851122441153	-1.80893545201041	-3.01112403997822	-1.50797106181596	-1.41803139000067	-1.5419239438631	NA	-1.70978769059458	-0.967635683757303	-1.68703135385487	-2.37530497414541	-0.617728376481182
"prt1191"	-0.378061190223176	0.893091679654544	0.0642400591004984	-1.5856137704387	-0.0869082467839645	1.04992043157187	-0.763917860029293	-1.52844128390437	-0.172370470312906	-2.0328912277337	1.57736690777821	-0.48359041323031
"prt1192"	-0.778959256672801	0.853590355389252	NA	0.972936934116233	NA	0.613710431413	4.060099235927	-1.40295010179425	3.52903780791761	-1.97019686412155	NA	-3.57933169519918
"prt1193"	3.00437853569149	NA	2.80839139856	5.46938839897693	3.60849511881234	4.15823663447068	4.51899833654059	2.69876785157811	4.5112803272858	2.76012332830263	4.18793951109661	3.81608099286847
"prt1194"	7.55937659603842	4.59994069746302	-8.26575794720381	-0.569781184652651	1.58741870826191	6.01364669365506	4.77883460486357	1.9234641095248	5.0087451943775	-0.580633366165942	6.08161621713179	1.75988125314727
"prt1195"	-2.28541819241718	NA	-3.67609429102039	-3.11481274752581	NA	NA	-2.45868237876047	NA	-2.21387363446596	-6.81644879569283	-1.60486156727557	NA
"prt1196"	1.01012781312823	0.907525060373552	-0.831701278642949	-0.571467438096986	0.179054063574262	-1.70035977311374	NA	2.62876555981417	0.85585768234519	-2.05315834031497	-2.09523052586183	-1.19466352054208
"prt1197"	NA	-2.76584480902349	0.0941282323765726	0.607966448991181	0.0315792466292125	3.37233827720575	NA	0.0644253836626968	2.14136610779273	4.09423843794957	2.4644899110574	0.732387271691276
"prt1198"	-0.195272403469738	1.12170294988998	0.972463700356644	-3.60475819134502	-1.32554896090204	-1.02316634993448	-1.46139539146993	-0.331054028756537	-2.37469866198858	1.17831449590767	-0.141173007065516	-1.94053236328373
"prt1199"	NA	2.45354491530714	2.82347069113118	6.55949600475817	3.34477127934477	4.45212382001964	3.99376179864022	3.42861837485584	2.52930024452979	2.63404240825808	5.07437128290405	NA
"prt1200"	NA	3.78919441574416	2.18175240699066	-9.669768042409	-2.43189706602475	NA	1.19224976869566	-0.824325497803413	-0.714349276238417	-10.2216708051607	-11.9768777685444	10.217093039752
"prt1201"	6.13055986143167	NA	4.13508338950025	3.99594525937295	6.44298719774626	3.18085652033828	NA	5.63166940543258	5.1305124897082	7.01475155504497	5.26069295874927	7.28865728528153
"prt1202"	-3.05237937352632	NA	-3.20521368949402	-0.613827314775857	NA	NA	-5.20619935808605	NA	NA	-2.09361017023779	NA	-5.9860693779118
"prt1203"	-1.08793135620511	0.00238810317823213	-2.46143882375656	NA	-1.93398097213456	NA	-1.56708206914389	0.346930485642757	NA	-4.89234691578303	NA	NA
"prt1204"	-1.19238586651472	NA	0.9695493634799	-3.19167411629982	0.984632943323191	-3.8179036470407	NA	-2.2335544614121	NA	0.838748429047592	-0.985913382257734	-0.0831446923217553
"prt1205"	2.82729452282696	3.68969162246125	0.291688987288812	NA	4.18466029805675	NA	-0.946355492318916	0.754001014153127	2.69294704733285	3.8774677158981	1.39220488534203	NA
"prt1206"	0.467846685956829	0.614474095333425	1.39811385792738	1.24872313794027	0.96754182642233	0.62879535784955	2.48628740821515	-1.40327815212353	-1.34394426281836	0.80943498098069	0.916133728721931	2.00503198901103
"prt1207"	-0.292315157159241	-2.41218795291731	-0.22405442835556	NA	NA	-2.08309561411397	-1.70595414283187	NA	-2.30578967749526	-2.69637102976949	NA	1.16808378437205
"prt1208"	NA	-5.74254859119153	-5.71970628868378	-7.55792483955961	-7.19410373306203	-2.47391156491469	NA	NA	NA	-5.13900587854259	-7.47007275022254	NA
"prt1209"	NA	0.907105966851643	3.16334411605823	1.40631809868399	1.89689872224839	3.01486827064456	-0.652387034589482	-0.489854317052308	1.27293299302974	NA	0.707155803403482	2.52970247286359
"prt1210"	0.540078205036195	-3.47997569148318	NA	-1.03789045971413	-1.31825451017534	-1.62297114808711	-2.46135359663054	-2.05336702768134	-2.24011706124727	-0.402353439624769	-2.29024689296535	-0.562240595824888
"prt1211"	0.612022245176287	NA	NA	NA	-5.26117676549566	NA	NA	NA	5.83268803273867	NA	2.26676806479793	-4.84349044616884
"prt1212"	-0.934170544575119	-0.201454128419021	-1.09499875140283	NA	-4.81778810979228	-1.19222064769293	-2.0619480858036	NA	NA	-1.45701134146983	-0.874515636433081	-0.798486866048698
"prt1213"	-5.17564877749565	-1.82982331891064	0.68263030193148	-0.531429517544883	NA	NA	NA	-1.12159502565344	-0.316556883487115	-5.14420759151846	NA	-1.53051670359438
