"s.9"	"s.13"	"s.16"	"s.26"	"s.46"	"s.50"	"s.62"	"s.66"	"s.83"	"s.84"	"s.101"	"s.107"	"s.121"	"s.134"	"s.140"	"s.169"	"s.178"	"s.184"	"s.188"	"s.190"	"s.207"	"s.223"	"s.224"	"s.239"	"s.246"	"s.254"	"s.294"	"s.299"	"s.301"	"s.312"	"s.313"	"s.319"	"s.325"	"s.330"	"s.340"	"s.355"	"s.359"	"s.439"	"s.496"	"s.506"	"s.546"	"s.559"	"s.560"	"s.583"	"s.594"
"prt766"	-9.72463828674222	1.02118467556945	NA	-2.25612126291265	NA	-2.1031643135786	-4.27142037758808	NA	1.3390002575865	-1.58889291939369	NA	-5.87924392691213	-1.01246336600954	1.15383347036913	-4.81634586617817	NA	-1.91297775938216	NA	NA	NA	-2.00573771622776	-0.474205465556802	2.67690245530263	-10.0992337668884	0.559425701552579	NA	NA	-5.31381688148194	-2.00465919523067	-6.79904448490645	-0.914529445823634	NA	-7.92766017646923	-0.317340877442799	-4.57453383582705	-5.01539601151031	NA	NA	-3.32116965822024	0.346590323501023	-0.502680048914693	-1.778239976949	NA	-2.91307264302173	-2.32732343318694
"prt767"	-0.0162980475529688	1.99460995156348	NA	5.36903033109569	-1.57452045792072	2.53037323870605	0.578305091296761	NA	5.51626927575279	2.12735889010438	2.31768547510333	0.876656918770302	1.1263404134813	1.68450185191178	2.41101029087209	NA	3.4150838257942	1.76071944751308	0.808346184866128	NA	0.246604778097884	0.0237343782876244	4.25940328431966	0.822648925587989	0.864319572181574	NA	1.81715494694868	1.6831625375468	0.687164956618233	-0.505417259364168	1.41556236663136	2.16234552925097	3.04460169776914	2.18173463191206	2.78454470684006	2.63169604086858	2.65862670423067	-1.14447712383312	2.69766634464192	4.44706825638644	2.68580690083884	2.65605944125604	0.646245729031203	2.85126998598271	3.75570448239489
"prt768"	0.104347878612903	-0.624706156795298	0.869801168000112	0.24440340701328	-0.0888579409688254	2.58735500761547	1.27376510664651	NA	1.84424436316519	1.83256773164161	-0.441604541340748	-0.197085616680871	0.209553000253502	-1.84575965050817	0.46146644761435	NA	-0.525691578957202	-0.732518936157383	0.180964902696459	-1.24911098746239	-0.118713403672771	1.41831522218281	0.381379886418524	0.657736969470628	NA	NA	1.0219886015738	0.183444209831802	1.222075724794	0.135651412937142	1.02481824878794	-2.03514752026299	-2.14083002557725	0.205845415431097	NA	1.39663591722511	-0.184216278922047	0.289612251049558	0.544837397390804	-3.93418255410739	0.543359448145968	-1.47560909641931	-0.0157276804968251	-1.45009238206578	NA
"prt769"	-0.18563806331786	NA	0.647822876871306	NA	NA	-1.00916978188853	-1.01179956931553	-0.110676296160315	1.13569171150487	1.74435357633115	-1.55833325313132	1.18952739005326	2.84819994541448	0.666618668623282	-0.0033843423292631	-0.865598087052116	0.567979784015507	1.77722368757991	-2.20115540375174	-0.695200774801869	0.0718035911558037	1.2875393427395	0.146395876165715	-0.795955380814316	2.17430807224976	-0.396080856871628	-1.59195392269881	0.214409858709042	-1.02794770394206	-0.0345215636763785	-0.42474693492261	0.278949378077213	-1.02435012695007	0.925468914961253	-4.07479377076365	-1.6565549601334	-1.23506085850606	-0.568833134309283	0.479199792070326	NA	-1.43856467033082	2.32858368793881	-0.202129507687942	NA	-1.88873251460237
"prt770"	NA	-1.78033771165429	-1.37366797272452	-0.919426077705062	-2.24784823477351	-0.863969425711547	-4.47785559058401	-1.3795370287335	-2.63116230625404	0.289042111373557	-1.66292871186341	-1.87914478855091	-1.59612056839757	-2.19377681139556	-2.62683364779683	-1.40907592764257	-0.616876366606379	-0.869337552033943	-1.31015532100177	-0.69409912881112	-1.31330928072033	-1.85846529490567	-1.38721184565694	-3.12799047478859	-1.99190728219473	-1.97179108475005	-1.45477300168249	-1.68928719374513	NA	-2.5917708850392	-0.548365446312215	NA	-4.20365032556271	-1.19647500503227	-2.82868451177464	-1.8129027620224	-2.36687444770758	0.850082090918326	-0.827575729308947	-2.13548117366645	-1.91761078600096	-2.76890745692747	-0.821300616169865	-1.53179111660708	-0.431250373554667
"prt771"	4.09441201733538	-0.746496267650567	2.85310878241932	4.53751556778816	2.12176337896071	-0.311539120050001	NA	4.45776180231295	0.452216564118694	0.658144514300393	-0.877420007080757	-3.5700186989064	0.478390531053671	2.33247289504788	1.92146100430331	1.85088113833577	0.749064544365012	3.86615175803161	3.06182840247872	0.754200609539813	2.37544502700772	4.25100324333467	0.922177959436937	0.271499462490538	2.40718044797262	NA	4.76190993694542	3.39618797898308	5.75102957626075	NA	-0.201086551178635	4.01751671586332	4.40106872715875	1.97748231543436	4.60394823847316	1.11359225653634	4.64774312060661	3.02860945831516	2.82028013123149	3.26074312300992	1.52349813251967	4.39555016415409	0.140799513759515	0.885149339799572	2.36177185935505
"prt772"	3.40058178354163	NA	NA	6.15529801263183	3.48662999849009	6.92746432316472	2.80197716165778	2.92085889126843	1.43466098192888	4.77374080458621	NA	5.49696931298752	2.68301899522899	0.20595517976135	3.33895462591688	NA	NA	4.1627525334249	NA	2.39869741340872	NA	6.86809386731614	NA	9.8586989951543	4.06653522310009	NA	3.13171626252208	3.34445956866564	6.54773200693753	3.96303583940119	6.69554950654716	NA	3.08941551840931	4.98946644962023	3.25725402627673	4.35591171502662	5.52466847738417	5.04248551383161	1.50366601507218	1.64788148194366	2.95775635083259	3.65475189670809	4.47706852059971	4.45163712013131	5.96211767550218
"prt773"	NA	2.70984568399702	6.43766231209552	-0.67803221914617	3.90524034818991	5.79863136749907	3.90651841658222	-1.35980128498522	NA	-2.50677603472212	4.4171988852123	-5.05381134267046	-0.452854149983085	0.658648779534255	-0.577086146446219	NA	-0.406927607234792	1.06470011565535	-1.45893296050411	2.74691263206293	5.5092882374053	6.32755365902662	-0.0102668475804518	-3.73457463336117	2.77043193531331	-3.40351508761464	0.257337017837713	3.41434046919662	3.81229233371972	-1.03989584494039	0.455819961747309	NA	1.25694605603837	NA	-0.97863651495385	1.1207119491641	-0.832103491136001	3.73660316392703	3.0092219724413	-6.72203927902623	0.151149486555676	5.5396492274139	-1.68846280702367	1.31979121981248	-2.6235806920458
"prt774"	1.4794543683972	2.12036745352631	1.86840619394959	2.40860029600638	NA	0.868946378414656	1.87816763099794	2.19599038338068	3.55358627456116	0.293135447965635	1.25040024736039	1.47811472291109	1.96119856334978	1.06443107732429	1.3572715839303	0.807267279963424	4.38444067232044	0.44156957235761	-0.380725971001778	1.99482753996213	3.8711249680326	1.47351221858154	0.627547084924783	1.72831067904644	0.697743867851537	0.571729380859	3.31865441985397	1.38967265646683	-0.688267233991594	2.01394054783139	1.26136011146955	NA	NA	0.625044377413286	-0.593069421917249	1.03125811243617	-0.236483391238789	0.549370386732243	0.837935345407074	0.670303044033272	-0.0438760287097344	0.720478706506547	0.0471662580152258	0.577530624326852	1.30333190611702
"prt775"	NA	1.61276632248093	3.5453585085754	3.1936090639312	2.93212568712942	1.83238788277706	2.50169708342098	NA	4.69168471579443	3.42366359165898	1.46554234475941	3.56497519387666	2.07897186307621	4.57161260621293	3.78173265936882	0.328069876185429	2.63643902657247	1.96528319094751	NA	2.4219353779185	2.19466151254383	2.79965751445437	NA	2.74932373940107	3.34533188433543	4.84237864042194	5.77629923614195	5.04488290382026	3.83827883492294	4.36116609817666	4.46950674838695	NA	3.47261176643631	3.06148635808778	3.6826637984456	3.36906830078528	2.74354495079472	2.09586081610822	0.525933187898748	3.59455979347926	1.38878764534615	2.75710443045605	2.77752874635196	4.29377863842564	3.83006224300652
"prt776"	2.5411975707268	0.246893314032114	3.49616614660264	1.94946492209601	2.07764357126677	5.44225826516094	0.911533876849642	2.37344031045927	2.74044419906842	1.57247180022635	2.61222928756311	4.7071658583252	0.532406733140786	NA	NA	3.29701955330133	5.43470218860329	0.819708035128456	1.41236433301274	NA	3.8506060768156	1.14181339464738	NA	1.82714861864408	NA	5.59430683150475	6.67383626424761	3.65303359923415	1.84807962709155	5.66185145853743	3.82854819172246	2.74782995204662	4.73862092844861	2.90441546533701	3.49709129704862	2.6772884211005	-2.12975724870721	1.87619877957338	1.91339296055969	-1.00360479239068	1.49750954925297	2.0339758883923	0.045932538755401	2.41710991153339	NA
"prt777"	-2.22223845493223	-0.963072082717274	-3.29428749164655	-0.818156993368326	-2.6602544847589	-0.596232727661459	NA	NA	4.13458727307443	NA	-1.41367465679393	0.921330845494587	NA	-0.128589627065854	-2.05643676341679	3.58471744428337	-0.339437619554593	2.14854246710571	0.552939477431442	-3.12108446065333	-1.98710240816151	NA	1.51321721102846	-2.60168039402614	-1.04251158148312	1.47160396730382	-1.9387181774481	0.720178272812767	1.88848233638633	0.100753526342434	-0.0789023983944694	5.65466387827676	-1.18790834117805	0.179598871503402	NA	0.0586430493883097	-1.77420438516335	NA	1.78141391918948	-2.15228423393425	-0.237712853986516	-0.773362424191119	NA	NA	-0.994934828583099
"prt778"	1.9631372551698	5.17278638358489	-0.645089950934515	-1.71264700599656	3.46829790694173	NA	NA	1.92586916035218	NA	1.23577317102295	NA	4.06764752051242	0.447159362324326	3.47112941222683	1.93912767453271	2.79056612460566	1.82773020521932	2.58439929848754	4.3770162550723	0.749709237800785	-0.766219043480712	1.07138455696087	2.74942271856574	1.11560943016872	3.82192300062344	0.91989021922057	1.93606070769735	3.34251157119758	1.02629517629676	0.936385199846396	1.18745929644067	2.46020085188496	3.9506613724895	2.82000537377743	1.77122206971329	2.04747749669556	0.541837003953074	-0.779256645398885	2.16372632844369	-1.42306276044753	2.36300949281661	0.708609578784359	NA	NA	2.3287570477634
"prt779"	-2.53372846682347	-2.03933218957854	NA	0.362683834057563	-0.916651505834344	NA	-0.977942354893852	1.97604734429363	NA	-0.425527958923355	NA	-0.263741700462525	-1.49580458618603	-2.51086837578005	NA	-0.696938935560297	-1.9780222940582	-0.889372334966958	NA	NA	-1.83779751431167	NA	-1.42357596354418	0.9028763016954	NA	NA	1.70195590498332	0.417610754373334	NA	-2.02014138921802	-2.78342546631818	-1.35966513304014	-0.391933612911464	-1.24473435896516	-0.955745635585014	-2.41179782966083	0.595613738970121	-1.62112310123867	0.210565050310108	-0.610085373151453	-0.941438434704322	NA	-2.94614257560553	0.0929224224006941	NA
"prt780"	1.45682347352442	-0.323131923524631	-0.776227161592799	0.329033912979326	0.313533338592399	-0.135691621389747	NA	NA	1.09842904935538	2.66458037782035	3.00140978009902	-1.00499533861529	3.11136347455031	3.51354390552613	2.84540537066219	3.10297292662974	1.78017539799764	-1.23522915306916	-1.83747212702246	1.52849621303869	4.73558416177517	1.39239145693806	-1.31282249844815	2.16635157651623	2.4373369444567	3.40985505382486	-2.98244464362847	2.84055224639325	-0.519054666199616	NA	-0.538975722868869	NA	4.40380668960521	0.16546784476916	1.90458559179818	4.39836702130879	2.63065343581115	-0.0170783967979341	2.36647012071225	-0.8887817665847	-0.600770703055643	-1.1209084173605	0.0417742338167949	0.0999973608732003	0.538750357416498
"prt781"	2.56255810195998	-1.69387278033123	1.4933196771671	0.755837211823955	3.52267655930699	1.70374079743539	0.044980320841455	NA	1.99425001592516	-0.357766801258399	0.974945533582219	1.03179159167928	0.533816186198265	2.55706496308446	1.53996969334809	-1.76508709759693	NA	NA	-0.727342065320732	0.437759854077603	2.65361152511827	1.65132137209335	1.27508113365918	1.25480373363511	0.149813243909187	2.89578283736547	0.234761056213488	0.687226787135272	-1.822518552712	2.04209141228185	0.370009943474646	-0.0534863315431733	2.39371871584335	2.01843371445498	NA	-1.5253643012597	1.04086597419627	0.86309498118007	-0.749468754107871	0.763784022421275	-0.971361278405972	0.627042063423638	0.258899113611768	1.22019444786438	1.36368700581813
"prt782"	NA	1.3664467321349	0.0106205151382104	4.43073958663249	1.41599639731192	-3.71158928259432	0.811858966815055	2.53910663898343	-1.5893312953274	NA	2.21367217107014	1.603417130027	4.48244885769143	1.806893594553	5.39854627269215	4.77299893196671	NA	0.535828314846109	0.743814318836672	0.00753992467102005	4.68283828215501	-2.1713632771909	1.5590468884334	1.46073258585552	7.85293412744162	1.51837327628444	-3.98969276042186	0.285683279578976	-2.25361404247154	-2.25500666691432	0.259952883105661	2.08452298546622	0.0396837483540131	-3.94720897545505	1.90471012781678	2.68928209367911	NA	5.24604829356921	2.70931733319488	3.58352618109339	-1.57710740131637	-1.65242460066003	NA	1.32497333723474	-1.71731005127585
"prt783"	-10.3741073485092	NA	1.27913518780013	4.19267413746471	-3.31407760900258	NA	1.87987298228944	-0.0774784900209122	-1.67112490407905	NA	NA	-1.50803823978937	NA	NA	2.27840594723903	-13.9037505196308	NA	-3.24252026888455	-10.7788150179134	NA	NA	6.59504005698177	NA	NA	-7.70252363074203	NA	NA	-1.60878005098072	-0.490981329493732	3.32224617579754	3.3782267959737	NA	-0.11145336227916	-2.56797042696257	NA	-0.818024801874685	1.26473179106168	-7.80492343995828	-6.31859494099161	6.79703253153399	NA	NA	NA	-1.56213104921077	-0.95460257002672
"prt784"	0.199500851483339	NA	1.079072209398	2.70665679484487	0.745061431126628	0.970958201994873	NA	0.00914775475921553	1.8477513927477	NA	-0.46887268746015	1.21900481175758	2.79267050609113	1.45887218594693	1.13357623461925	-1.23881380968463	-0.0856590440729029	3.35340940853624	NA	-0.0677484964768459	2.28591167436795	2.48719748442818	0.940273140389138	2.07959088133604	2.10388559303874	2.76420027997639	4.11134694877618	1.33644853452715	2.24312106198144	1.98673146305722	1.06451319907134	2.38875240657611	2.11373766886512	1.7379061463448	NA	0.444230980992303	0.709060945049325	3.52903257840772	1.18187080555822	0.101446162828651	0.308057716435795	1.87211769689013	1.25605196047093	0.907278498378096	NA
"prt785"	0.0572630114773522	0.790075717280483	0.964371814692521	1.4154572765569	0.583913613104993	1.8460486341155	NA	NA	2.43399275525815	NA	-0.730535423508395	3.65382889825984	-0.478305306275469	0.977999717131377	1.74444553340867	NA	0.295924269027744	0.645445843215918	-1.63754862641344	1.81021544736909	0.379618284363955	-1.16802348442356	-1.84636820869056	6.14065480458551	-0.452589638329012	-1.17474936806152	0.839280446310606	3.05787482492852	0.0135088474689669	1.33085316422522	2.50776865671874	0.252213536232948	2.18015723133768	5.70892637758285	-1.13532872501356	-1.90418874543675	-0.828840423805985	-0.332704276725331	2.73622632679188	-3.36882611785714	-0.313783160065292	2.50530181044469	NA	-0.46571869637504	NA
"prt786"	0.295727116024351	-0.0641682956969784	-3.06044178093284	1.1000803694208	-3.11094017004547	-0.369954180643266	0.103761039752238	-1.5637599322921	-1.93363702811164	-1.14528766382764	-1.95720545453346	-0.650519258033865	0.0362915607666496	0.132806088182589	-1.8881168294536	0.148811670472395	-0.364489974629384	0.305357404892416	-0.396030325529877	-0.737600853358128	NA	-1.55468191137157	-0.372777927436116	-0.0188540336933535	0.47288798140713	-1.29947553932553	0.111381069868798	-1.17125484104096	NA	1.04516357258176	0.557921412062323	NA	-1.22706642828596	-0.52324529514684	-2.52877565724375	-0.719921908436614	-2.23215295358518	1.38344115810103	NA	-0.866702604816485	-1.26001657713308	1.50616618226447	NA	NA	1.03297076980291
"prt787"	0.185030473701924	1.95574219404336	NA	0.391457352411647	-2.17140118525687	-0.39928762563578	NA	NA	NA	NA	NA	-2.2757389666277	-0.849873341772348	NA	NA	-7.42407688033365	-2.89466237816136	-2.52704338317717	NA	-4.80714891789711	NA	-7.1086462137132	NA	-1.93887172528444	NA	NA	NA	-1.52097826407596	NA	1.71248383536643	NA	-1.240702826518	-0.208791608001384	-4.38503871670086	-2.74186704078341	-0.871165144191968	-0.711783384990477	-3.86640426804224	-2.20513835692635	NA	NA	-4.61244378938527	-0.949493559370555	NA	NA
"prt788"	NA	1.05108282863972	-2.74264189806575	-0.513148176778875	-4.18677305471329	-1.10241087410647	NA	0.362813820437595	1.02512085029557	-1.57673143476156	-0.818724746850329	-1.65809082013902	-2.42648099035716	-1.05710585994788	0.24519348753373	NA	-1.36728924096303	0.212485306623734	1.3377568844845	0.733002656263784	-2.30862391326106	-0.979429477094501	-0.102613802298253	-1.09213840872141	-2.24646698531707	-1.51164203276009	-3.39585337988323	0.129782637233617	-1.03234475758924	-3.13710371399403	NA	-2.13105532521078	0.990545297713027	-0.331928104658315	NA	-3.72531361697643	1.63040395701761	-1.58893603353019	1.17231731022891	-1.4105744588425	NA	-0.0329213142880319	-1.89438549512662	-1.61185685031839	0.660119930096884
"prt789"	-4.82813779712612	NA	-1.69773676783029	-2.2290570866785	-1.81378337662387	NA	-3.72630766849241	-3.27541442773522	-2.62483447119653	NA	-1.01886109972913	NA	-2.32888038720856	-4.22333342059465	NA	NA	-1.8104042543233	-1.62882880154268	-1.18975061628009	-4.97544120006531	-2.06353716075883	-2.73337976724172	-1.18882381484644	-1.670778130794	NA	0.812947756370271	NA	-1.42938680213906	-2.22244335570819	-1.58409535184575	-3.93993661913676	-2.0759131142188	-2.17189767477187	-1.12611161596837	NA	NA	-3.57954757437619	-0.86138031178753	NA	0.686654536358493	-0.362724749068449	NA	NA	-0.940933872446486	NA
"prt790"	6.65510185273772	NA	NA	8.58535245188136	NA	-2.00541226604287	4.9758409344711	-5.0487235043543	1.05639032615601	-5.79414291352012	1.89146813910238	4.38321889070076	-6.77282266360844	-2.59869079952363	2.05930310190142	5.21139339906799	2.78872674512632	-2.06083438193439	1.44392100080701	-0.565170913596382	2.56289919748671	NA	NA	3.10555118378994	-1.07364771216394	1.76703137545072	NA	-0.505687189971992	2.03817877969398	NA	2.72434038111356	-15.3010443287108	-1.70345810498677	NA	NA	-2.1667361911391	3.60249905189747	NA	-8.05155033208559	-0.2125445194975	4.92817776308258	-1.68997381761902	NA	12.8039788026146	-0.917423324293707
"prt791"	0.500238286373673	0.300690003682813	-0.0388583339633706	3.45965529750192	-2.01031072120637	NA	2.54587036615948	2.9783217417257	1.21294055610145	NA	-0.874914325222427	4.19625092357868	NA	0.480662259035941	3.5131429535252	1.07786197574565	1.20131438862151	0.0183802867069179	NA	2.0360969776316	0.375145771248807	0.566647902971993	4.29879302722566	1.58965510953603	2.87719854964121	2.64481933500737	1.78025899230671	2.27399824200261	1.27160572980587	1.12087771482691	-0.766348472672978	1.17494353517297	0.617575156429137	0.168004251463487	-1.31265567532856	-1.68452989025889	-0.33920214957477	NA	-0.785458462018826	0.582317458087676	0.197085833440493	1.3043063831845	-0.43094652041067	1.13474212160393	-1.37985677095794
"prt792"	-1.43282419246608	NA	-1.27881001567767	-3.85197893296797	-1.77773604923702	-3.3373596181805	-4.08724578230054	-4.00737929093881	-3.58700776837994	-2.97004624626459	-1.22304462326886	-2.18926435591584	-4.43383727461606	NA	-3.22295192874969	-2.32068318673593	NA	NA	-1.6644082084828	-4.32073670243941	NA	NA	NA	-2.40743614210349	NA	NA	NA	NA	-2.55980031081645	-5.90055983779664	-2.86212255720703	NA	NA	NA	NA	-3.61262318560524	NA	-2.06644156039085	-1.37948539908693	NA	-4.24004970322662	NA	-2.07909145753093	NA	NA
"prt793"	-2.27180105432183	1.21163319102847	0.815669595757999	0.184141422494727	NA	0.299782237734347	1.76694232645657	-2.44380813913298	0.366894616727987	3.19315711812458	-0.507989441899575	2.56923532971395	NA	2.31567529930853	1.61162809867292	-0.396108835539243	-1.60878344451848	-2.51674500495242	1.42023409555721	1.04108757281646	-1.43104713169825	-1.12699884710107	-2.1930702188255	0.149136729504398	-0.486136103948403	NA	-0.529896983158493	-2.09609222174082	0.780963403664959	NA	-2.60839733479617	0.624531837220119	0.160770836031083	-1.87468000511692	-0.807169746621036	-0.05898838248993	-0.602598551042712	1.58393142611969	0.0818831044735475	1.52674776784571	2.72273657300398	1.37575738004799	1.342796570054	-0.298894312892777	-1.32375013352976
"prt794"	NA	NA	0.575409149804983	NA	1.74735597802422	3.59037640915725	0.495158907486294	3.77322193292026	4.95644339281256	0.38211146987705	-0.331148824639731	6.32905510038293	2.5674563591799	NA	NA	0.730717149520192	NA	0.656704101855242	1.31501505840809	-2.88440207877663	-1.41251378021671	-0.880178351356018	5.91152106398645	NA	3.85639065683806	-0.0543888242261855	-1.0346485993609	-2.84954576110758	0.165864115985152	-0.205480236750901	-1.45031052223314	NA	1.35428654473093	-1.30120909842762	-2.17766986328234	NA	1.44309766137241	-0.93111074754047	-1.85536875857431	1.76581881400351	-1.15511605121629	2.53219182896674	NA	3.59100005948501	-1.81961672440552
"prt795"	-0.776313545070506	-2.07874617482174	NA	NA	0.0771707067484675	-0.564189232184485	NA	0.469760646166897	-0.528786031814233	NA	-1.01766192098118	NA	1.09784673860847	-0.100872748847772	-1.02355741104437	0.86269003665158	NA	0.140917800955154	-2.71401461158164	-0.827332157740213	-0.714445299347834	-2.02882525239294	-0.492099894608839	-2.69873686482624	0.422104804721026	1.98149900099116	0.371730659218189	-2.23323471441301	0.327490177930563	-1.14426035244321	1.85418464755477	1.42295000391987	-2.66975764215152	NA	-0.182850706904941	-1.25700718584516	0.090840203964166	-0.71261162692376	0.477432698001718	0.47240522242591	-1.22650934447826	-0.528292895580445	-1.25859206820737	-2.31936016891662	-1.38368221341844
"prt796"	NA	NA	0.843424330829005	NA	NA	2.2770110318202	1.80343033801599	NA	1.00741367392196	-1.06992302824086	0.860331990227764	1.79655508114555	NA	-1.39968463801956	-2.07434145484602	NA	NA	NA	3.09082711178332	0.807255685648982	NA	3.77625355983941	1.23428098861743	NA	-1.50665184563602	NA	0.832011107929481	2.21570965916883	1.10092342200496	-0.690290078303581	5.3153190732151	1.66135931038512	NA	NA	NA	-0.403355932022658	NA	1.09755047658516	-2.05264221094619	NA	0.443977307770912	1.87127646428832	2.9460255695988	NA	1.58933305315416
"prt797"	1.84390954127577	NA	1.17933483369475	-1.03128198574847	0.636327817807156	0.188765397978134	-1.24208523878085	-0.425171382799158	0.920952210876406	0.433686440678486	NA	-1.88560517818979	-0.176153357179604	-1.7586031201629	-1.14387324224784	-1.49376596399827	1.00449840184031	NA	1.06377175915557	-0.972205428783803	-1.40565502074678	NA	NA	-1.30315274142139	1.86882811427242	NA	-1.81943204638501	0.118970434653566	NA	NA	0.0548867604009608	-1.20815306417839	-0.337186092667406	NA	1.21561493651546	0.706364694398172	-0.689818688339849	-2.41658948328347	-1.75361664709761	NA	1.21088626422278	NA	-0.468938387205741	-0.444586919811082	-1.73289532308466
"prt798"	NA	-0.47380985413008	-2.09232990253417	NA	-2.37259638120462	-1.94802173395628	-6.20433517478765	-3.00130189413681	NA	-4.84752959416623	NA	-3.62920541836806	-3.70842803558166	NA	-2.85165373044733	-4.72258602255405	NA	-2.53002079550421	NA	NA	-5.76828346486461	NA	-3.83175506948046	-2.87437927773846	-5.69243077340136	-3.21549056601276	NA	-4.78949781996041	NA	-2.66605624655771	-5.91885350910863	-2.4632729228832	-2.37063645048553	-2.82181631900491	NA	NA	NA	NA	NA	-3.03040131065926	NA	NA	-2.41652379686376	NA	-4.61845332674122
"prt799"	NA	-1.106169430385	-0.922405706603439	-2.81246282409691	-0.338599415324475	1.47000340448881	1.67451560510969	2.76639465846345	-0.978430781141368	2.12273048985229	NA	NA	NA	NA	-2.9738050824509	0.985303824494901	1.83347818199325	0.975527803977096	-0.0720029099119905	0.660517891411727	NA	-0.823891383076659	0.758098326100145	3.21012355655622	0.478832285871989	-0.579196126586886	0.746613673590606	-1.17354415540135	5.81325911792884	-1.10192601196494	-0.602093293269915	NA	NA	0.394650857747077	0.212334266623237	2.27226444530312	-2.12724768365677	0.0819581775012976	NA	-0.503127875192879	-1.31735531626261	NA	0.50211773042048	-0.678944546092833	-0.546983745828777
"prt800"	NA	-1.97335855389253	1.40533093342598	1.54673239217703	-1.21161426910247	0.0509647355561307	0.312349958344157	5.10816757928347	3.19099169699302	1.57495039842692	1.92821880423902	2.0962629515807	-2.1770978774798	2.52652531927145	NA	1.37307296349467	NA	0.185437160699834	1.45209887610397	1.0353197499312	1.0298404134562	0.709670106936012	NA	1.32642322574924	1.40938825127999	0.926691833654379	0.0814660948134386	1.07578792103218	0.718811513267903	3.53766252563463	1.11235130811351	1.79012195833467	NA	NA	1.48665123631076	-2.46420477921401	2.59411458880262	3.53395859736839	NA	NA	1.7118206360048	-1.45232331163414	0.811326272418868	0.637743901786283	-0.0931906298070764
"prt801"	0.749859405406849	-0.0246725144102655	-0.856139656401836	1.58749144512257	-0.0317819804599423	2.33202036006943	2.58154940783609	-1.21732840561529	0.0115319731202101	0.903197780757004	NA	1.88424828592529	0.761893606410808	2.03181113998499	3.78060828093735	1.65338647108188	1.36474721461154	1.21660623501947	1.03588744891945	0.524286598203655	1.64498526646187	3.18193166216675	2.21076346016666	2.41824135466146	1.70218782437748	0.43804322754126	0.46068649537094	1.20663096077266	NA	NA	NA	0.708996876460688	1.32639097278161	1.67478454122113	NA	2.85610634607622	2.05639693965918	-0.513355621651591	1.50997163065718	1.09968355364239	1.60122895890398	-1.35645009650801	NA	-0.655608612080109	0.591213031335631
"prt802"	-2.58201879595512	-0.891005790768277	-2.15005487605484	NA	-1.64150371035435	-0.241564917965114	-1.00604942634543	-1.15133415707064	NA	-1.90156483514437	-0.907782136154772	-0.289242136908497	-1.88515256245247	NA	NA	-0.812038853023161	-1.35978116310088	-1.98605435881184	-1.00505988910765	NA	NA	-0.561671566092845	-2.35461959091716	-2.34047544329588	-0.145527515074913	-0.755395312461689	-0.37000667484425	-1.18359200055436	-1.75907060473095	-0.5601765447908	-1.25559555762473	-1.58955063673045	-1.37683312046963	-2.63247625248779	-2.07280919969223	-1.01915197066694	-2.33995015935106	-0.480580123059502	NA	-0.363242882279199	-2.33132092867975	NA	-2.13716332755177	0.470557649059073	-0.172598556461032
"prt803"	-5.51110285521541	-4.6587407281177	NA	-8.27620876685585	NA	NA	-6.06713219903546	-6.00503476272836	-2.88627274254703	-5.0154793144134	NA	NA	-5.01495973962897	-3.55834339004672	-5.61984789405787	-4.29846070096498	NA	NA	NA	NA	NA	-5.8123731749079	NA	-2.477759436362	NA	-5.33231907608637	-7.91462463508514	NA	-5.18578344491168	NA	-4.32224624141959	-5.13299522312454	NA	NA	NA	NA	NA	-5.6109466268967	-7.24210044902797	-4.5041890947855	NA	NA	NA	NA	NA
"prt804"	-0.0399535931085922	-2.18717766433536	-2.45206893911016	-1.97486334226086	-1.71679567586805	NA	0.33328458706912	-0.371823637931062	NA	NA	-2.12918369556024	-1.19544450715609	-0.343595918346306	-0.49820803348895	-2.5130356279095	-2.85361142489683	-0.670651904101364	1.10645605661176	NA	-0.951425307062075	-1.61722161677884	-1.41600656408254	-0.851905573402546	1.8214868963048	1.80988636278169	0.43905052656399	NA	-0.408249395442827	-0.379425823926952	-2.05537084328661	-1.90748016908097	-2.40299839049497	-2.12275617926816	0.322600326030511	0.845366902384232	-0.138752769564073	-0.919496627072743	NA	NA	0.689972285598966	-1.83093314304436	-0.774726014718549	-1.06132640378513	-1.80524770530529	NA
"prt805"	0.310996317868149	-0.258515268991542	2.70552706879795	-0.999622501721658	NA	0.207654283314979	-1.35019189232649	-0.0960943703663046	-1.0273181342799	NA	-2.51557964761199	NA	NA	-1.06289302750179	-2.41652387733589	-0.740191169826117	-1.04958610398448	NA	-1.43299830612357	-5.83245414494713	-3.48608415520086	NA	-4.58083211247468	0.290554791737698	1.12491663334203	NA	-1.78533834875404	-0.0744259141758308	-1.9251718766658	0.350650773602604	-0.0498990792186811	-0.326947511673066	-0.471770973026552	-1.41854450502668	NA	0.364466183520577	-0.0192858935503377	-0.699080773880751	NA	-1.5516673339868	-3.24149598457596	NA	0.523403556944448	-2.15746197437944	-1.76951648608241
