"A"	"B"
"s.1653"	1	0
"s.1654"	1	0
"s.1655"	1	0
"s.1656"	1	0
"s.1657"	1	0
"s.1658"	1	0
"s.1659"	1	0
"s.1661"	1	0
"s.1662"	1	0
"s.1663"	1	0
"s.1664"	1	0
"s.1665"	1	0
"s.1666"	1	0
"s.1667"	1	0
"s.1668"	1	0
"s.1670"	1	0
"s.1673"	1	0
"s.1674"	1	0
"s.1676"	1	0
"s.1677"	1	0
"s.1679"	1	0
"s.1681"	1	0
"s.1682"	1	0
"s.1683"	1	0
"s.1685"	1	0
"s.1686"	1	0
"s.1687"	1	0
"s.1688"	1	0
"s.1689"	1	0
"s.1690"	1	0
"s.1692"	1	0
"s.1693"	1	0
"s.1694"	1	0
"s.1695"	1	0
"s.1696"	1	0
"s.1698"	1	0
"s.1699"	1	0
"s.1700"	1	0
"s.1701"	1	0
"s.1702"	1	0
"s.1705"	1	0
"s.1706"	1	0
"s.1707"	1	0
"s.1708"	1	0
"s.1709"	1	0
"s.1711"	1	0
"s.1712"	1	0
"s.1713"	1	0
"s.1714"	1	0
"s.1715"	1	0
"s.1716"	1	0
"s.1717"	1	0
"s.1718"	1	0
"s.1719"	1	0
"s.1720"	1	0
"s.1721"	1	0
"s.1723"	1	0
"s.1724"	1	0
"s.1725"	1	0
"s.1726"	1	0
"s.1727"	1	0
"s.1729"	1	0
"s.1730"	1	0
"s.1733"	1	0
"s.1734"	1	0
"s.1735"	1	0
"s.1736"	1	0
"s.1737"	1	0
"s.1739"	1	0
"s.1740"	1	0
"s.1741"	1	0
"s.1742"	1	0
"s.1744"	1	0
"s.1745"	1	0
"s.1746"	1	0
"s.1747"	1	0
"s.1748"	1	0
"s.1750"	1	0
"s.1751"	1	0
"s.1752"	1	0
"s.1753"	1	0
"s.1754"	1	0
"s.1755"	1	0
"s.1756"	1	0
"s.1757"	1	0
"s.1758"	1	0
"s.1759"	1	0
"s.1760"	1	0
"s.1761"	1	0
"s.1762"	1	0
"s.1763"	1	0
"s.1766"	1	0
"s.1767"	1	0
"s.1768"	1	0
"s.1769"	1	0
"s.1770"	1	0
"s.1771"	1	0
"s.1772"	1	0
"s.1773"	1	0
"s.1775"	1	0
"s.1776"	1	0
"s.1777"	1	0
"s.1778"	1	0
"s.1779"	1	0
"s.1780"	1	0
"s.1782"	1	0
"s.1783"	1	0
"s.1784"	1	0
"s.1785"	1	0
"s.1786"	1	0
"s.1787"	1	0
"s.1788"	1	0
"s.1789"	1	0
"s.1790"	1	0
"s.1791"	1	0
"s.1792"	1	0
"s.1793"	1	0
"s.1794"	1	0
"s.1795"	1	0
"s.1796"	1	0
"s.1797"	1	0
"s.1798"	1	0
"s.1799"	1	0
"s.1800"	1	0
"s.1801"	1	0
"s.1802"	1	0
"s.1803"	1	0
"s.1804"	1	0
"s.1806"	1	0
"s.1807"	1	0
"s.1809"	1	0
"s.1811"	1	0
"s.1812"	1	0
"s.1813"	1	0
"s.1815"	1	0
"s.1817"	1	0
"s.1818"	1	0
"s.1819"	1	0
"s.1820"	1	0
"s.1821"	1	0
"s.1822"	1	0
"s.1823"	1	0
"s.1824"	1	0
"s.1825"	1	0
"s.1826"	1	0
"s.1828"	1	0
"s.1831"	1	0
"s.1832"	1	0
"s.1833"	1	0
"s.1834"	1	0
"s.1835"	1	0
"s.1836"	1	0
"s.1837"	1	0
"s.1838"	1	0
"s.1839"	1	0
"s.1840"	1	0
"s.1842"	1	0
"s.1843"	1	0
"s.1844"	1	0
"s.1845"	1	0
"s.1846"	1	0
"s.1848"	1	0
"s.1849"	1	0
"s.1850"	1	0
"s.1851"	1	0
"s.1852"	1	0
"s.1853"	1	0
"s.1854"	1	0
"s.1855"	1	0
"s.1856"	1	0
"s.1857"	1	0
"s.1858"	1	0
"s.1859"	1	0
"s.1860"	1	0
"s.1861"	1	0
"s.1862"	1	0
"s.1863"	1	0
"s.1864"	1	0
"s.1866"	1	0
"s.1869"	1	0
"s.1870"	1	0
"s.1871"	1	0
"s.1872"	1	0
"s.1873"	1	0
"s.1874"	1	0
"s.1875"	1	0
"s.1876"	1	0
"s.1877"	1	0
"s.1878"	1	0
"s.1879"	1	0
"s.1880"	1	0
"s.1881"	1	0
"s.1882"	1	0
"s.1883"	1	0
"s.1884"	1	0
"s.1885"	1	0
"s.1887"	1	0
"s.1889"	1	0
"s.1890"	1	0
"s.1891"	1	0
"s.1892"	1	0
"s.1893"	1	0
"s.1894"	1	0
"s.1895"	1	0
"s.1896"	1	0
"s.1897"	1	0
"s.1899"	1	0
"s.1900"	1	0
"s.1901"	1	0
"s.1902"	1	0
"s.1903"	1	0
"s.1904"	1	0
"s.1905"	1	0
"s.1906"	1	0
"s.1907"	1	0
"s.1908"	1	0
"s.1910"	1	0
"s.1911"	1	0
"s.1912"	1	0
"s.1913"	1	0
"s.1914"	1	0
"s.1915"	1	0
"s.1918"	1	0
"s.1920"	1	0
"s.1921"	1	0
"s.1922"	1	0
"s.1923"	1	0
"s.1924"	1	0
"s.1925"	1	0
"s.1926"	1	0
"s.1930"	1	0
"s.1931"	1	0
"s.1932"	1	0
"s.1936"	1	0
"s.1937"	1	0
"s.1938"	1	0
"s.1939"	1	0
"s.1940"	1	0
"s.1942"	1	0
"s.1944"	1	0
"s.1945"	1	0
"s.1946"	1	0
"s.1947"	1	0
"s.1948"	1	0
"s.1949"	1	0
"s.1951"	1	0
"s.1953"	1	0
"s.1954"	1	0
"s.1955"	1	0
"s.1956"	1	0
"s.1957"	1	0
"s.1958"	1	0
"s.1961"	1	0
"s.1962"	1	0
"s.1964"	1	0
"s.1965"	1	0
"s.1966"	1	0
"s.1967"	1	0
"s.1968"	1	0
"s.1970"	1	0
"s.1971"	1	0
"s.1972"	1	0
"s.1974"	1	0
"s.1975"	1	0
"s.1976"	1	0
"s.1977"	1	0
"s.1978"	1	0
"s.1979"	1	0
"s.1980"	1	0
"s.1982"	1	0
"s.1984"	1	0
"s.1985"	1	0
"s.1986"	1	0
"s.1990"	1	0
"s.1991"	1	0
"s.1992"	1	0
"s.1993"	1	0
"s.1994"	1	0
"s.1996"	1	0
"s.1997"	1	0
"s.1999"	1	0
"s.2000"	1	0
"s.2001"	1	0
"s.2002"	1	0
"s.2003"	1	0
"s.2004"	1	0
"s.2006"	1	0
"s.2008"	1	0
"s.2009"	1	0
"s.2010"	1	0
"s.2012"	1	0
"s.2013"	1	0
"s.2016"	1	0
"s.2017"	1	0
"s.2019"	1	0
"s.2022"	1	0
"s.2023"	1	0
"s.2024"	1	0
"s.2025"	1	0
"s.2026"	1	0
"s.2027"	1	0
"s.2028"	1	0
"s.2029"	1	0
"s.2030"	1	0
"s.2031"	1	0
"s.2033"	1	0
"s.2034"	1	0
"s.2035"	1	0
"s.2036"	1	0
"s.2037"	1	0
"s.2039"	1	0
"s.2040"	1	0
"s.2041"	1	0
"s.2042"	1	0
"s.2043"	1	0
"s.2044"	1	0
"s.2045"	1	0
"s.2046"	1	0
"s.2047"	1	0
"s.2048"	1	0
"s.2049"	1	0
"s.2050"	1	0
"s.2051"	1	0
"s.2052"	1	0
"s.2053"	1	0
"s.2055"	1	0
"s.2056"	1	0
"s.2057"	1	0
"s.2058"	1	0
"s.2060"	1	0
"s.2061"	1	0
"s.2062"	1	0
"s.2063"	1	0
"s.2064"	1	0
"s.2066"	1	0
"s.2067"	1	0
"s.2069"	1	0
"s.2070"	1	0
"s.2071"	1	0
"s.2073"	1	0
"s.2076"	1	0
"s.2077"	1	0
"s.2078"	1	0
"s.2079"	1	0
"s.2080"	1	0
"s.2081"	1	0
"s.2082"	1	0
"s.2083"	1	0
"s.2084"	1	0
"s.2085"	1	0
"s.2086"	1	0
"s.2087"	1	0
"s.2088"	1	0
"s.2089"	1	0
"s.2090"	1	0
"s.2091"	1	0
"s.2092"	1	0
"s.2094"	1	0
"s.2095"	1	0
"s.2096"	1	0
"s.2097"	1	0
"s.2098"	1	0
"s.2099"	1	0
"s.2101"	1	0
"s.2102"	1	0
"s.2103"	1	0
"s.2104"	1	0
"s.2105"	1	0
"s.2106"	1	0
"s.2107"	1	0
"s.2108"	1	0
"s.2109"	1	0
"s.2110"	1	0
"s.2111"	1	0
"s.2112"	1	0
"s.2114"	1	0
"s.2115"	1	0
"s.2116"	1	0
"s.2117"	1	0
"s.2118"	1	0
"s.2119"	1	0
"s.2120"	1	0
"s.2122"	1	0
"s.2123"	1	0
"s.2125"	1	0
"s.2126"	1	0
"s.2127"	1	0
"s.2128"	1	0
"s.2129"	1	0
"s.2130"	1	0
"s.2131"	1	0
"s.2132"	1	0
"s.2133"	1	0
"s.2134"	1	0
"s.2135"	1	0
"s.2136"	1	0
"s.2137"	1	0
"s.2138"	1	0
"s.2139"	1	0
"s.2140"	1	0
"s.2141"	1	0
"s.2143"	1	0
"s.2144"	1	0
"s.2145"	1	0
"s.2146"	1	0
"s.2147"	1	0
"s.2148"	1	0
"s.2149"	1	0
"s.2150"	1	0
"s.2151"	1	0
"s.2152"	1	0
"s.2153"	1	0
"s.2154"	1	0
"s.2156"	1	0
"s.2157"	1	0
"s.2160"	1	0
"s.2161"	1	0
"s.2162"	1	0
"s.2163"	1	0
"s.2164"	1	0
"s.2165"	1	0
"s.2166"	1	0
"s.2168"	1	0
"s.2169"	1	0
"s.2170"	1	0
"s.2171"	1	0
"s.2172"	1	0
"s.2173"	1	0
"s.2174"	1	0
"s.2175"	1	0
"s.2176"	1	0
"s.2177"	1	0
"s.2178"	1	0
"s.2179"	1	0
"s.2180"	1	0
"s.2181"	1	0
"s.2182"	1	0
"s.2183"	1	0
"s.2185"	1	0
"s.2186"	1	0
"s.2188"	1	0
"s.2189"	1	0
"s.2190"	1	0
"s.2191"	1	0
"s.2192"	1	0
"s.2193"	1	0
"s.2194"	1	0
"s.2195"	1	0
"s.2196"	1	0
"s.2197"	1	0
"s.2198"	1	0
"s.2199"	1	0
"s.2200"	1	0
"s.2201"	1	0
"s.2202"	1	0
"s.2204"	1	0
"s.2207"	1	0
"s.2208"	1	0
"s.2211"	1	0
"s.2212"	1	0
"s.2214"	1	0
"s.2215"	1	0
"s.2216"	1	0
"s.2217"	1	0
"s.2219"	1	0
"s.2220"	1	0
"s.2222"	1	0
"s.2223"	1	0
"s.2225"	1	0
"s.2226"	1	0
"s.2227"	1	0
"s.2228"	1	0
"s.2230"	1	0
"s.2232"	1	0
"s.2233"	1	0
"s.2234"	1	0
"s.2235"	1	0
"s.2236"	1	0
"s.2237"	1	0
"s.2238"	1	0
"s.2239"	1	0
"s.2240"	1	0
"s.2241"	1	0
"s.2242"	1	0
"s.2243"	1	0
"s.2244"	1	0
"s.2245"	1	0
"s.2246"	1	0
"s.2247"	1	0
"s.2248"	1	0
"s.2249"	1	0
"s.2250"	1	0
"s.2251"	1	0
"s.2252"	1	0
"s.2253"	1	0
"s.2254"	1	0
"s.2256"	1	0
"s.2257"	1	0
"s.2258"	1	0
"s.2259"	1	0
"s.2260"	1	0
"s.2261"	1	0
"s.2262"	1	0
"s.2264"	1	0
"s.2265"	1	0
"s.2268"	1	0
"s.2270"	1	0
"s.2272"	1	0
"s.2273"	1	0
"s.2274"	1	0
"s.2275"	1	0
"s.2279"	1	0
"s.2280"	1	0
"s.2281"	1	0
"s.2282"	1	0
"s.2283"	1	0
"s.2284"	1	0
"s.2285"	1	0
"s.2287"	1	0
"s.2288"	1	0
"s.2290"	1	0
"s.2291"	1	0
"s.2292"	1	0
"s.2294"	1	0
"s.2295"	1	0
"s.2297"	1	0
"s.2298"	1	0
"s.2299"	1	0
"s.2300"	1	0
"s.2301"	1	0
"s.2302"	1	0
"s.2305"	1	0
"s.2306"	1	0
"s.2307"	1	0
"s.2308"	1	0
"s.2309"	1	0
"s.2310"	1	0
"s.2311"	1	0
"s.2312"	1	0
"s.2315"	1	0
"s.2317"	1	0
"s.2318"	1	0
"s.2320"	1	0
"s.2321"	1	0
"s.2322"	1	0
"s.2323"	1	0
"s.2324"	1	0
"s.2325"	1	0
"s.2326"	1	0
"s.2328"	1	0
"s.2330"	1	0
"s.2331"	1	0
"s.2332"	1	0
"s.2333"	1	0
"s.2334"	1	0
"s.2335"	1	0
"s.2336"	1	0
"s.2337"	1	0
"s.2338"	1	0
"s.2339"	1	0
"s.2340"	1	0
"s.2342"	1	0
"s.2343"	1	0
"s.2344"	1	0
"s.2345"	1	0
"s.2346"	1	0
"s.2347"	1	0
"s.2349"	1	0
"s.2351"	1	0
"s.2352"	1	0
"s.2353"	1	0
"s.2354"	1	0
"s.2356"	1	0
"s.2357"	1	0
"s.2358"	1	0
"s.2359"	1	0
"s.2360"	1	0
"s.2361"	1	0
"s.2362"	1	0
"s.2364"	1	0
"s.2365"	1	0
"s.2367"	1	0
"s.2368"	1	0
"s.2369"	1	0
"s.2371"	1	0
"s.2372"	1	0
"s.2374"	1	0
"s.2375"	1	0
"s.2376"	1	0
"s.2377"	1	0
"s.2378"	1	0
"s.2379"	1	0
"s.2380"	1	0
"s.2381"	1	0
"s.2384"	1	0
"s.2385"	1	0
"s.2386"	1	0
"s.2387"	1	0
"s.2388"	1	0
"s.2389"	1	0
"s.2390"	1	0
"s.2391"	1	0
"s.2392"	1	0
"s.2393"	1	0
"s.2394"	1	0
"s.2395"	1	0
"s.2397"	1	0
"s.2398"	1	0
"s.2400"	1	0
"s.2401"	1	0
"s.2402"	1	0
"s.2403"	1	0
"s.2404"	1	0
"s.2405"	1	0
"s.2406"	1	0
"s.2408"	1	0
"s.2409"	1	0
"s.2410"	1	0
"s.2411"	1	0
"s.2412"	1	0
"s.2414"	1	0
"s.2415"	1	0
"s.2416"	1	0
"s.2417"	1	0
"s.2419"	1	0
"s.2420"	1	0
"s.2421"	1	0
"s.2423"	1	0
"s.2424"	1	0
"s.2425"	1	0
"s.2426"	1	0
"s.2428"	1	0
"s.2429"	1	0
"s.2431"	1	0
"s.2433"	1	0
"s.2434"	1	0
"s.2437"	1	0
"s.2439"	1	0
"s.2440"	1	0
"s.2442"	1	0
"s.2443"	1	0
"s.2444"	1	0
"s.2445"	1	0
"s.2446"	1	0
"s.2447"	1	0
"s.2448"	1	0
"s.2449"	1	0
"s.2450"	1	0
"s.2451"	1	0
"s.2452"	1	0
"s.2453"	1	0
"s.2455"	1	0
"s.2456"	1	0
"s.2457"	1	0
"s.2458"	1	0
"s.2459"	1	0
"s.2460"	1	0
"s.2461"	1	0
"s.2462"	1	0
"s.2463"	1	0
"s.2464"	1	0
"s.2465"	1	0
"s.2466"	1	0
"s.2467"	1	0
"s.2469"	1	0
"s.2472"	1	0
"s.2473"	1	0
"s.2474"	1	0
"s.2475"	1	0
"s.2476"	1	0
"s.2477"	1	0
"s.2479"	1	0
"s.2480"	1	0
"s.2481"	1	0
"s.2483"	1	0
"s.2484"	1	0
"s.2485"	1	0
"s.2486"	1	0
"s.2487"	1	0
"s.2488"	1	0
"s.2489"	1	0
"s.2490"	1	0
"s.2491"	1	0
"s.2492"	1	0
"s.2493"	1	0
"s.2494"	1	0
"s.2496"	1	0
"s.2497"	1	0
"s.2498"	1	0
"s.2499"	1	0
"s.2500"	1	0
"s.2501"	1	0
"s.2502"	1	0
"s.2503"	1	0
"s.2504"	1	0
"s.2506"	1	0
"s.2507"	1	0
"s.2508"	1	0
"s.2509"	1	0
"s.2511"	1	0
"s.2512"	1	0
"s.2513"	1	0
"s.2514"	1	0
"s.2515"	1	0
"s.2519"	1	0
"s.2521"	1	0
"s.2522"	1	0
"s.2524"	1	0
"s.2525"	1	0
"s.2526"	1	0
"s.2527"	1	0
"s.2528"	1	0
"s.2529"	1	0
"s.2530"	1	0
"s.2531"	1	0
"s.2532"	1	0
"s.2533"	1	0
"s.2534"	1	0
"s.2535"	1	0
"s.2536"	1	0
"s.2537"	1	0
"s.2538"	1	0
"s.2540"	1	0
"s.2541"	1	0
"s.2542"	1	0
"s.2543"	1	0
"s.2545"	1	0
"s.2546"	1	0
"s.2548"	1	0
"s.2549"	1	0
"s.2551"	1	0
"s.2552"	1	0
"s.2553"	1	0
"s.2554"	1	0
"s.2555"	1	0
"s.2556"	1	0
"s.2558"	1	0
"s.2559"	1	0
"s.2560"	1	0
"s.2563"	1	0
"s.2564"	1	0
"s.2565"	1	0
"s.2566"	1	0
"s.2567"	1	0
"s.2568"	1	0
"s.2569"	1	0
"s.2570"	1	0
"s.2572"	1	0
"s.2574"	1	0
"s.2575"	1	0
"s.2577"	1	0
"s.2578"	1	0
"s.2579"	1	0
"s.2580"	1	0
"s.2581"	1	0
"s.2582"	1	0
"s.2583"	1	0
"s.2584"	1	0
"s.2585"	1	0
"s.2586"	1	0
"s.2588"	1	0
"s.2589"	1	0
"s.2590"	1	0
"s.2591"	1	0
"s.2593"	1	0
"s.2595"	1	0
"s.2596"	1	0
"s.2598"	1	0
"s.2599"	1	0
"s.2601"	1	0
"s.2602"	1	0
"s.2603"	1	0
"s.2604"	1	0
"s.2605"	1	0
"s.2606"	1	0
"s.2607"	1	0
"s.2608"	1	0
"s.2609"	1	0
"s.2610"	1	0
"s.2611"	1	0
"s.2612"	1	0
"s.2613"	1	0
"s.2614"	1	0
"s.2615"	1	0
"s.2617"	1	0
"s.2618"	1	0
"s.2619"	1	0
"s.2620"	1	0
"s.2621"	1	0
"s.2622"	1	0
"s.2623"	1	0
"s.2624"	1	0
"s.2625"	1	0
"s.2627"	1	0
"s.2628"	1	0
"s.2629"	1	0
"s.2630"	1	0
"s.2631"	1	0
"s.2632"	1	0
"s.2633"	1	0
"s.2634"	1	0
"s.2635"	1	0
"s.2636"	1	0
"s.2637"	1	0
"s.2639"	1	0
"s.2640"	1	0
"s.2641"	1	0
"s.2642"	1	0
"s.2643"	1	0
"s.2644"	1	0
"s.2645"	1	0
"s.2647"	1	0
"s.2648"	1	0
"s.2649"	1	0
"s.2651"	1	0
"s.2652"	1	0
"s.2653"	1	0
"s.2654"	1	0
"s.2655"	1	0
"s.2656"	1	0
"s.2657"	1	0
"s.2658"	1	0
"s.2659"	1	0
"s.2660"	1	0
"s.2661"	1	0
"s.2662"	1	0
"s.2663"	1	0
"s.2665"	1	0
"s.2666"	1	0
"s.2668"	1	0
"s.2670"	1	0
"s.2672"	1	0
"s.2674"	1	0
"s.2676"	1	0
"s.2677"	1	0
"s.2678"	1	0
"s.2679"	1	0
"s.2680"	1	0
"s.2681"	1	0
"s.2682"	1	0
"s.2683"	1	0
"s.2684"	1	0
"s.2685"	1	0
"s.2686"	1	0
"s.2687"	1	0
"s.2688"	1	0
"s.2689"	1	0
"s.2691"	1	0
"s.2692"	1	0
"s.2693"	1	0
"s.2694"	1	0
"s.2695"	1	0
"s.2697"	1	0
"s.2698"	1	0
"s.2699"	1	0
"s.2700"	1	0
"s.2701"	1	0
"s.2702"	1	0
"s.2703"	1	0
"s.2704"	1	0
"s.2705"	1	0
"s.2706"	1	0
"s.2707"	1	0
"s.2708"	1	0
"s.2711"	1	0
"s.2713"	1	0
"s.2716"	1	0
"s.2717"	1	0
"s.2718"	1	0
"s.2720"	1	0
"s.2721"	1	0
"s.2722"	1	0
"s.2723"	1	0
"s.2724"	1	0
"s.2725"	1	0
"s.2726"	1	0
"s.2727"	1	0
"s.2728"	1	0
"s.2729"	1	0
"s.2730"	1	0
"s.2731"	1	0
"s.2732"	1	0
"s.2733"	1	0
"s.2734"	1	0
"s.2735"	1	0
"s.2736"	1	0
"s.2737"	1	0
"s.2738"	1	0
"s.2739"	1	0
"s.2740"	1	0
"s.2741"	1	0
"s.2744"	1	0
"s.2745"	1	0
"s.2746"	1	0
"s.2747"	1	0
"s.2748"	1	0
"s.2749"	1	0
"s.2750"	1	0
"s.2751"	1	0
"s.2752"	1	0
"s.2753"	1	0
"s.2754"	1	0
"s.2755"	1	0
"s.2757"	1	0
"s.2758"	1	0
"s.2759"	1	0
"s.2760"	1	0
"s.2761"	1	0
"s.2763"	1	0
"s.2765"	1	0
"s.2766"	1	0
"s.2767"	1	0
"s.2768"	1	0
"s.2770"	1	0
"s.2771"	1	0
"s.2772"	1	0
"s.2773"	1	0
"s.2776"	1	0
"s.2777"	1	0
"s.2778"	1	0
"s.2779"	1	0
"s.2780"	1	0
"s.2782"	1	0
"s.2783"	1	0
"s.2784"	1	0
"s.2785"	1	0
"s.2786"	1	0
"s.2788"	1	0
"s.2789"	1	0
"s.2790"	1	0
"s.2791"	1	0
"s.2792"	1	0
"s.2793"	1	0
"s.2794"	1	0
"s.2795"	1	0
"s.2796"	1	0
"s.2797"	1	0
"s.2798"	1	0
"s.2799"	1	0
"s.2800"	1	0
"s.2801"	1	0
"s.2802"	1	0
"s.2803"	1	0
"s.2804"	1	0
"s.2805"	1	0
"s.2806"	1	0
"s.2807"	1	0
"s.2808"	1	0
"s.2809"	1	0
"s.2811"	1	0
"s.2812"	1	0
"s.2813"	1	0
"s.2815"	1	0
"s.2816"	1	0
"s.2818"	1	0
"s.2819"	1	0
"s.2820"	1	0
"s.2821"	1	0
"s.2822"	1	0
"s.2823"	1	0
"s.2825"	1	0
"s.2826"	1	0
"s.2827"	1	0
"s.2828"	1	0
"s.2829"	1	0
"s.2830"	1	0
"s.2831"	1	0
"s.2833"	1	0
"s.2834"	1	0
"s.2835"	1	0
"s.2836"	1	0
"s.2837"	1	0
"s.2838"	1	0
"s.2839"	1	0
"s.2840"	1	0
"s.2841"	1	0
"s.2842"	1	0
"s.2844"	1	0
"s.2845"	1	0
"s.2846"	1	0
"s.2847"	1	0
"s.2848"	1	0
"s.2849"	1	0
"s.2850"	1	0
"s.2852"	1	0
"s.2853"	1	0
"s.2854"	1	0
"s.2855"	1	0
"s.2856"	1	0
"s.2857"	1	0
"s.2858"	1	0
"s.2859"	1	0
"s.2860"	1	0
"s.2861"	1	0
"s.2862"	1	0
"s.2863"	1	0
"s.2864"	1	0
"s.2865"	1	0
"s.2866"	1	0
"s.2867"	1	0
"s.2868"	1	0
"s.2871"	1	0
"s.2872"	1	0
"s.2874"	1	0
"s.2876"	1	0
"s.2879"	1	0
"s.2880"	1	0
"s.2881"	1	0
"s.2883"	1	0
"s.2884"	1	0
"s.2885"	1	0
"s.2886"	1	0
"s.2887"	1	0
"s.2890"	1	0
"s.2891"	1	0
"s.2892"	1	0
"s.2894"	1	0
"s.2897"	1	0
"s.2899"	1	0
"s.2900"	1	0
"s.2901"	1	0
"s.2902"	1	0
"s.2903"	1	0
"s.2904"	1	0
"s.2905"	1	0
"s.2907"	1	0
"s.2908"	1	0
"s.2909"	1	0
"s.2910"	1	0
"s.2911"	1	0
"s.2912"	1	0
"s.2914"	1	0
"s.2915"	1	0
"s.2916"	1	0
"s.2918"	1	0
"s.2920"	1	0
"s.2921"	1	0
"s.2922"	1	0
"s.2923"	1	0
"s.2924"	1	0
"s.2925"	1	0
"s.2926"	1	0
"s.2927"	1	0
"s.2928"	1	0
"s.2929"	1	0
"s.2932"	1	0
"s.2933"	1	0
"s.2934"	1	0
"s.2936"	1	0
"s.2937"	1	0
"s.2938"	1	0
"s.2940"	1	0
"s.2941"	1	0
"s.2942"	1	0
"s.2943"	1	0
"s.2944"	1	0
"s.2945"	1	0
"s.2946"	1	0
"s.2947"	1	0
"s.2949"	1	0
"s.2950"	1	0
"s.2953"	1	0
"s.2954"	1	0
"s.2955"	1	0
"s.2957"	1	0
"s.2958"	1	0
"s.2960"	1	0
"s.2962"	1	0
"s.2964"	1	0
"s.2965"	1	0
"s.2966"	1	0
"s.2967"	1	0
"s.2968"	1	0
"s.2969"	1	0
"s.2971"	1	0
"s.2972"	1	0
"s.2973"	1	0
"s.2974"	1	0
"s.2975"	1	0
"s.2976"	1	0
"s.2977"	1	0
"s.2978"	1	0
"s.2979"	1	0
"s.2980"	1	0
"s.2981"	1	0
"s.2982"	1	0
"s.2983"	1	0
"s.2984"	1	0
"s.2985"	1	0
"s.2986"	1	0
"s.2988"	1	0
"s.2989"	1	0
"s.2991"	1	0
"s.2994"	1	0
"s.2995"	1	0
"s.2997"	1	0
"s.2998"	1	0
"s.2999"	1	0
"s.3000"	1	0
"s.3001"	1	0
"s.3004"	1	0
"s.3005"	1	0
"s.3007"	1	0
"s.3008"	1	0
"s.3009"	1	0
"s.3010"	1	0
"s.3012"	1	0
"s.3013"	1	0
"s.3014"	1	0
"s.3015"	1	0
"s.3016"	1	0
"s.3017"	1	0
"s.3018"	1	0
"s.3019"	1	0
"s.3022"	1	0
"s.3023"	1	0
"s.3024"	1	0
"s.3026"	1	0
"s.3027"	1	0
"s.3028"	1	0
"s.3029"	1	0
"s.3030"	1	0
"s.3031"	1	0
"s.3032"	1	0
"s.3033"	1	0
"s.3034"	1	0
"s.3035"	1	0
"s.3037"	1	0
"s.3038"	1	0
"s.3039"	1	0
"s.3040"	1	0
"s.3041"	1	0
"s.3042"	1	0
"s.3043"	1	0
"s.3044"	1	0
"s.3048"	1	0
"s.3049"	1	0
"s.3050"	1	0
"s.3052"	1	0
"s.3053"	1	0
"s.3054"	1	0
"s.3055"	1	0
"s.3057"	1	0
"s.3058"	1	0
"s.3059"	1	0
"s.3060"	1	0
"s.3061"	1	0
"s.3062"	1	0
"s.3063"	1	0
"s.3064"	1	0
"s.3065"	1	0
"s.3066"	1	0
"s.3067"	1	0
"s.3068"	1	0
"s.3069"	1	0
"s.3070"	1	0
"s.3071"	1	0
"s.3072"	1	0
"s.3073"	1	0
"s.3074"	1	0
"s.3076"	1	0
"s.3077"	1	0
"s.3078"	1	0
"s.3079"	1	0
"s.3080"	1	0
"s.3081"	1	0
"s.3082"	1	0
"s.3083"	1	0
"s.3084"	1	0
"s.3085"	1	0
"s.3086"	1	0
"s.3087"	1	0
"s.3088"	1	0
"s.3090"	1	0
"s.3091"	1	0
"s.3092"	1	0
"s.3094"	1	0
"s.3095"	1	0
"s.3096"	1	0
"s.3097"	1	0
"s.3098"	1	0
"s.3099"	1	0
"s.3100"	1	0
"s.3101"	1	0
"s.3102"	1	0
"s.3105"	1	0
"s.3106"	1	0
"s.3107"	1	0
"s.3108"	1	0
"s.3109"	1	0
"s.3110"	1	0
"s.3111"	1	0
"s.3112"	1	0
"s.3113"	1	0
"s.3114"	1	0
"s.3115"	1	0
"s.3116"	1	0
"s.3117"	1	0
"s.3118"	1	0
"s.3120"	1	0
"s.3121"	1	0
"s.3122"	1	0
"s.3123"	1	0
"s.3124"	1	0
"s.3126"	1	0
"s.3127"	1	0
"s.3128"	1	0
"s.3129"	1	0
"s.3130"	1	0
"s.3131"	1	0
"s.3132"	1	0
"s.3133"	1	0
"s.3134"	1	0
"s.3135"	1	0
"s.3136"	1	0
"s.3137"	1	0
"s.3138"	1	0
"s.3139"	1	0
"s.3140"	1	0
"s.3141"	1	0
"s.3142"	1	0
"s.3143"	1	0
"s.3144"	1	0
"s.3145"	1	0
"s.3146"	1	0
"s.3151"	1	0
"s.3152"	1	0
"s.3153"	1	0
"s.3154"	1	0
"s.3155"	1	0
"s.3156"	1	0
"s.3157"	1	0
"s.3158"	1	0
"s.3159"	1	0
"s.3161"	1	0
"s.3163"	1	0
"s.3164"	1	0
"s.3165"	1	0
"s.3166"	1	0
"s.3167"	1	0
"s.3168"	1	0
"s.3169"	1	0
"s.3170"	1	0
"s.3172"	1	0
"s.3173"	1	0
"s.3174"	1	0
"s.3175"	1	0
"s.3176"	1	0
"s.3177"	1	0
"s.3178"	1	0
"s.3179"	1	0
"s.3180"	1	0
"s.3181"	1	0
"s.3182"	1	0
"s.3183"	1	0
"s.3185"	1	0
"s.3186"	1	0
"s.3188"	1	0
"s.3189"	1	0
"s.3193"	1	0
"s.3194"	1	0
"s.3195"	1	0
"s.3197"	1	0
"s.3199"	1	0
"s.3200"	1	0
"s.3201"	1	0
"s.3202"	1	0
"s.3203"	1	0
"s.3204"	1	0
"s.3205"	1	0
"s.3206"	1	0
"s.3207"	1	0
