"s.2"	"s.8"	"s.43"	"s.61"	"s.66"	"s.68"	"s.70"	"s.71"	"s.72"	"s.79"	"s.116"	"s.130"	"s.145"	"s.148"	"s.149"	"s.150"	"s.174"	"s.191"	"s.197"	"s.209"	"s.214"	"s.225"	"s.240"	"s.276"	"s.277"	"s.279"	"s.282"	"s.299"	"s.308"	"s.318"	"s.323"	"s.325"	"s.350"	"s.391"	"s.402"	"s.456"	"s.460"	"s.511"	"s.525"	"s.557"
"prt1263"	NA	-3.42002996554678	-6.33421239472776	NA	-4.7865431128008	-2.35040037936059	NA	NA	NA	-1.4852721263513	-0.574501036232563	NA	-5.34978864450519	-3.54087633789965	-4.48283702955999	-3.67464746248582	-2.58726743187056	-3.656181613316	NA	-0.593087012900888	NA	-5.4837794256115	-1.40080163278907	-3.36217338247449	-2.90310103113619	-2.14501055632004	NA	-5.64331612558527	NA	NA	-4.27764609261281	NA	NA	NA	NA	-5.66214952312836	NA	NA	NA	-0.996100427272448
"prt1264"	-2.40414470015905	-0.43419316240018	1.24633532781618	2.14575610137255	-0.0261530881079832	0.473305804199577	-1.75626999579684	-2.51327253435839	NA	-2.40649170618079	0.716323334232246	-0.92528972111889	NA	NA	-1.68788073833249	-2.15376344464038	2.28557430921548	NA	-1.92540197657469	-1.06933447422617	-0.225534089318539	-0.988432973661541	1.68546822487274	0.833328307086637	-2.57162632658307	-8.24490528635097	-1.76857853819647	-0.446086024461591	NA	1.55470341197659	6.1028636071969	NA	-2.36298763663241	1.74722558555864	0.494950467566315	NA	-2.46377329174503	1.14481729954481	NA	-1.87826386453485
"prt1265"	-2.77290575539047	NA	-1.28325565936535	0.479909476868605	0.00367660139020928	-0.835852800048329	0.620131692100659	-0.172697179997887	-0.880254224902051	NA	NA	-1.30742917268299	0.918661325521806	0.0894420211815654	0.76831535453801	-2.82631092097917	NA	-0.034524295187995	-1.55783795022518	-0.541469375059406	-0.470159797758035	-1.04002741412978	-1.3839563904387	0.858034384959417	0.352286830878976	NA	-1.62885116321728	1.93159784537231	0.565535445461701	-0.0173589347918467	0.827608406821313	-2.56120839594931	-1.12852188660236	1.56179301177962	-1.09211239987502	-1.40707722361567	0.412022728614251	-1.20410686435607	-2.3995660901708	-0.178451441294839
"prt1266"	-0.441608533685393	-2.0356016221363	-2.30886257496561	-0.0189131730540158	NA	NA	-2.25899224413617	0.444312492291181	-0.0757698034759835	0.385260350769999	1.52481994270283	0.714127910004406	-1.40199351771917	-0.986571813925521	NA	0.767049977647663	NA	-1.02734068496868	-0.422527171300868	1.7843524920842	NA	-0.559295150890601	3.94776254451062	1.93308046583372	-2.00784341906289	1.70925949729573	-0.844824375579008	-1.49336973210803	-0.50190292117623	-3.26809890899797	-0.54174473495391	NA	-0.380276939592878	-0.658695816296011	-1.5538221383448	-0.72728038145271	NA	NA	NA	2.19838764567041
"prt1267"	4.79929677028137	NA	NA	5.16113510206009	8.14297042707747	4.19901343053927	2.75443648316011	6.17664108058465	4.25807428941634	4.2249886094091	4.46515300654436	4.82141629472068	3.57846354128761	4.56131091970516	5.40743883163511	1.7646674287011	4.24151001004479	4.46143093251951	4.25236621940095	4.38476049124382	3.53189924186021	4.44486660661239	5.52244072835805	1.98956784335572	5.36644444664356	4.31219140261677	4.93452141589216	3.68654621619809	4.88880107267826	2.23096174832294	6.44683213121988	NA	3.74727962699702	3.40636139299642	3.19097106771873	5.20255971666156	2.05942496225841	7.54567051294245	5.5167319957866	5.65701399915398
"prt1268"	NA	1.01339750520124	3.6095481847579	3.55008272263502	1.79612176357498	2.70948999403735	1.6401379325654	-1.03944645373824	3.66005992504662	-1.90234526151283	2.01343397990458	-0.0749767828022565	-2.79074630694729	1.03196341684516	1.11255758403554	0.360527058515729	0.601448222499276	-1.18520451259474	0.995991203253322	-0.339866967349898	0.870838157832983	2.92267987622656	-0.390398838512127	-0.485161791955232	1.5441894381434	0.616153266239335	0.218531284639259	-0.67538553388912	NA	3.36996131655279	-0.757088251614437	0.364524749917598	NA	2.19585492615159	NA	NA	1.91944230071273	0.116234335694	2.45781958733754	1.53475619466369
"prt1269"	2.17971797478822	NA	-0.452367573613486	3.60669397059732	2.35366188917286	0.728283890109235	NA	7.19206242268654	-0.368402213530377	0.863506482727197	1.38858501608943	2.79675086633716	NA	NA	NA	NA	NA	-0.379911703992238	2.88294093641348	1.63446078012743	4.03855357820007	0.779246361049632	NA	0.968499108059768	3.26380971995266	NA	-0.0084053872771741	NA	2.6302451797218	-0.102390223158364	3.71736254876275	3.02502144032247	0.98624216898705	-3.02650240420985	1.18244637576111	0.58676993905736	1.71259108450838	4.19317472966692	3.23868897565826	1.54026749112645
"prt1270"	1.47706541925005	2.85593635858508	3.47750147674977	1.60242912500246	0.0067807475014412	-0.340992223155482	NA	2.45247242424856	0.776891166013329	-0.237698086181069	1.59259149961387	1.03326723217655	1.0526626665022	1.47349622099447	1.90747499508481	3.53219546353093	2.8713875780681	4.16047366411435	-0.430262274450956	1.77022176959377	-0.0216064652030816	1.36995927430235	1.97301259993243	1.33565239239818	3.10606650895488	NA	0.907093132711595	0.938779332655895	NA	0.325983937257431	2.73826563918497	1.6546761811655	1.53961760899347	0.823047403739843	-0.206520810296447	0.979715001648454	0.0418152139046182	-0.475461103159161	0.542117169465298	NA
"prt1271"	-1.70366142146322	1.53228038003924	-0.541702883554273	NA	-0.451803810620553	NA	0.00438885259029159	0.129424774161628	NA	-2.34914957609669	NA	-1.76912503175323	-2.19047833924504	0.954652612698846	-0.346741207726627	-0.0156999730230876	NA	-3.82956839844222	1.54465743959667	-2.83407706026784	-1.97662954852566	-1.1031205390878	0.510504044880108	-0.718164067318166	-0.134071165051387	1.22410288901524	-0.625726646832924	-1.91733647166246	-2.99945027339748	-4.1845806946854	-1.46002362722951	-0.203822157832072	-0.482594531859953	0.988534152493706	NA	-0.766489204738159	-1.49092429656645	-1.1452504989815	-1.1561129522221	-1.01878832080723
"prt1272"	NA	-2.0681099183354	-1.6197005249367	1.8395389554236	-4.50962818202729	-0.723557067558083	-3.91453204172307	-1.43104765451851	-0.894912894603327	0.329332702322154	-1.37046469652819	NA	1.9960961946187	-4.91837145538992	-0.0245949676816816	NA	NA	2.06310849336063	NA	-0.0477658886083876	-3.20997309908605	-1.2378533210449	0.138786048982646	NA	NA	-8.01877020902397	-7.58045440670497	NA	-1.39510716277487	-2.9812482784882	NA	-0.910869444865829	-1.55478964691811	-0.303657345276878	NA	0.0312991474914313	-5.79740266993302	-3.43779110199529	-8.7107251659431	-2.26313455513514
"prt1273"	4.60389119369576	4.66158657119246	NA	4.64279884030145	8.42391884875411	2.77356891086975	8.0189452642249	1.75362499178129	1.62041365277064	NA	-1.7733557848383	2.85331297408528	NA	1.00829681754717	-2.92586630773342	6.55857149068419	8.37756891067937	NA	2.87382480932243	-0.0104303625768956	NA	6.01148627626898	0.805266513481883	-1.39836590108276	6.36136979466231	2.02010436200527	NA	0.292576990736448	4.79182056279321	-1.56246663283711	0.998261089368072	2.55582624625651	5.45536766702122	4.5604326018137	3.19553750633199	5.10090228224259	1.62965454618375	2.91197860165691	-2.06554448334623	-1.95597862053836
"prt1274"	1.78315480508079	2.6845785315004	5.26171403297454	4.13271092137034	2.84894056988852	-5.7075182827005	4.57936083843136	4.77612515737308	2.69018311943806	1.04132518179627	-1.07076357042628	NA	3.12647664791647	4.77691582549475	1.97213428778757	NA	-1.92219902812241	1.40112823526365	1.63039378170462	-4.24461451548749	3.30493297277529	4.58565352867889	4.30733655265648	-0.859657682220479	2.18898339296222	3.5384982901402	-2.40553056186021	10.3155413073618	3.98886838447558	1.65011593505569	-0.361003197645618	-9.0784270105961	0.399082003533665	NA	1.23636899266703	-1.04355655411767	-0.838781148683459	5.59601414390358	6.59958606980667	6.33128873621603
"prt1275"	NA	4.60126993056123	1.83024615984167	-3.24902226760972	-0.0268684382144969	3.44826182848968	3.92649831046099	0.433466390199484	NA	1.44504632228545	0.8007261967057	NA	-0.0300605755684649	-1.36018442543973	-1.00945300235004	1.03778501672183	-2.19996110606586	NA	-0.759302277537765	-1.31208761826941	2.27173997193603	0.918908538298373	-0.141873073891714	3.73255188040571	2.26276887983432	4.12338596060963	-2.95842561155871	1.64534457118565	4.01606821517475	NA	-1.51939320581371	NA	0.640553999568708	3.37808488298559	1.48603398379798	NA	NA	-0.464292408801938	3.9737493466014	3.66599972996476
"prt1276"	-0.821262760076764	-0.124505637597774	NA	-0.326399066930751	-0.826645705279556	-1.2459553536838	NA	-0.232946699290515	0.115911907217429	0.437581406347491	1.06483631752431	-0.416150735355656	0.381720621606578	-0.806191467815385	0.274706126131978	-1.01307434198126	-1.60995069796051	-0.808066153236505	1.67785473739997	-0.527938569795189	-0.51616531966958	1.71458117961692	-0.26009923464922	-0.242734378858532	NA	NA	1.03402386711501	0.0598655316779818	0.526671862328079	0.888895622665355	NA	-0.667019084903495	0.48283981925469	1.45770297421356	0.150978960440637	0.347556040133008	-1.21501170243747	-0.377897469413494	1.66485992503108	0.47369285464229
"prt1277"	0.808929637844767	3.01366849162967	1.82265389399253	1.05598509338719	NA	1.41926501560101	2.20858220653251	1.77117169950096	1.99018549352706	2.35791689354418	2.26125899971929	1.33649347834361	NA	NA	0.457226097437827	2.00208067541351	0.333582553592948	1.49811959568431	0.760336049261504	2.69363277432054	1.52536299459037	-0.0578742549621525	1.63386096491983	3.74076303322084	0.889779788940377	NA	0.0643461353995229	NA	0.571544991001971	-1.17437465871823	0.902777687473399	4.2027454150442	0.957033012851019	1.81946016396477	1.24343125119559	3.67615829726874	0.533849977493325	0.243046177906355	1.10247166467839	1.37241641295603
"prt1278"	2.51159887388137	1.14987386226867	2.19201239445698	NA	0.597409299931694	2.56237793006912	NA	1.0240584420012	2.38939412848269	-0.17468796875211	3.01978472635835	-0.0543691307567766	2.32945324173034	2.09896429130783	-0.340928495368909	NA	0.196862435053416	1.779892145551	-0.202859829003383	1.1650580304648	0.969503140988245	5.31044495631102	-1.2563816382144	1.13283943907754	2.43445325058876	0.532226483418778	2.47478589109636	1.53149544133003	NA	-1.71265758327423	0.205869061707551	3.42128613050121	2.22393066949098	1.6817412631732	4.08631080898557	2.09457639687425	NA	0.958973037573608	1.7967941082077	2.65624478149352
"prt1279"	-0.329723969532128	2.49147607897892	NA	0.791944803667905	-1.39789165755109	0.0253269727572503	-0.178383546463079	1.16290341222394	3.80896322621382	-0.445868943816839	1.90766274206956	0.930473850447155	NA	0.335471327829748	1.16986055763866	0.799081996072113	2.34712303811805	1.13652582557988	4.95433480897617	1.93158141850681	0.978760056800546	1.69028975775967	0.438795673188082	2.80690765162834	3.93330474059587	2.99170908567157	1.1555440460764	2.15235674276758	1.79443031540468	1.07802232551434	1.87850141483578	NA	1.35677369740865	4.48979543468659	-0.453506718244093	-0.505477737496258	0.121602367301542	-0.101270386320142	NA	0.498555108312541
"prt1280"	-1.56237846991877	-0.635370091976106	-0.505741283763828	-0.627943984321751	-2.5005507597651	-0.814404657990871	NA	-1.25728777733184	-0.631091675435729	-3.64662267376356	-0.648676607867943	NA	-0.354520803933532	0.272789713212192	-1.51339481727564	NA	-0.221938767715192	-1.29576225324729	-1.89327688118455	-2.36695522948086	0.387784065346468	-1.6191599363374	NA	-1.64768661134313	-0.603092892285061	0.392973930873468	-0.559609410983787	NA	-2.16658633352364	NA	-2.72686919562086	0.578076086570767	-0.449119483717193	NA	-1.04149577064239	NA	-1.18840530066767	NA	-2.42814498985057	-0.146247120755576
"prt1281"	1.3257437745348	5.43409600039042	0.242730229325953	0.561628791929747	4.92836552361076	-0.821149232611852	-0.172104295763471	0.584151662744911	NA	-2.22806765614577	-1.36732686905106	-0.933204842489506	0.716932091024132	-2.64446177606414	6.81848353585637	NA	3.32156538114294	1.13639764882214	3.56421887803044	NA	0.273742646280566	NA	0.706136399868884	0.77295084733567	-2.33719956597913	0.544509410608078	-1.80502623118213	NA	-1.02523919239541	-0.522598107319083	0.491388004847205	1.03690707970147	-1.70996519721145	-1.77281887152077	2.45726830781063	-0.23650693569077	-2.47967844348241	-0.337129017399946	0.257222753841179	1.19811701185861
"prt1282"	NA	2.88003552152735	-1.36462893710542	0.895435839950516	0.863593378980297	NA	2.90515471660342	-0.120115768120615	-1.96635023336012	2.51065622490857	-1.19583870521017	NA	-1.8172134420838	-0.853536279924152	-1.38201721694696	0.491992401286428	NA	0.409667826139391	NA	2.31654350085428	NA	-1.80067245629802	1.06774021741187	-0.277865494528582	2.91196864818883	NA	-0.512049094784556	-0.785903003830072	2.30359917941943	1.8594140310548	-2.62639759900622	0.743749965623958	-0.783206326799239	-0.579714060548468	2.25766900875319	-0.0175601255329509	-2.72118618072194	-0.216862394407729	2.5831308902564	-0.629148847277441
"prt1283"	0.580201838004333	1.46042481004757	0.588595809737614	1.06177696820564	NA	NA	NA	1.38174921319901	0.776290569294558	1.61861816581544	-0.225612566008748	-1.05553060414735	NA	2.49241826577115	1.65334136504014	0.703400775267854	2.00684311393782	4.82430732076174	NA	0.818600509795986	0.641905807232229	1.37421615857354	-0.734619732077129	-1.07997700476124	-0.171395219188455	-1.24543176693134	-1.98352202565398	NA	3.40410263178049	1.10373291504457	2.5931703167595	-0.827916704979254	NA	1.47055640341832	1.5522540886322	2.85718178543864	1.4587225402091	3.06723472234883	-0.553897909831712	-1.05583597547007
"prt1284"	-1.96163342551453	-2.77304807004524	-0.952392224111698	0.595152017035292	-1.10669289743383	-5.23060131790619	NA	NA	-3.06596093495753	-3.55983286335466	NA	2.5701044798639	-8.28603724157348	-1.66382251574741	NA	NA	NA	NA	-2.63584886010445	NA	-4.90080364812317	-3.71168862024463	-0.339017727483469	-2.45146661352798	NA	-2.38739906798926	-2.59442190912315	-1.48192152147787	-0.470196738209514	-0.181963285748929	NA	-1.39994882761344	-2.64046733606177	-2.98644069601479	-2.02033644444177	-0.453766944769184	0.704188459864714	NA	-2.10489480248369	-1.28341237700439
"prt1285"	0.340693878991618	-1.50699610284078	-0.440052650271522	-0.509839573689044	0.383017175346949	-1.82506817908247	1.55540280919039	-1.13036368976892	1.92214944408976	0.52619410524851	-0.00594570403742567	1.80736325385685	0.203404848685928	-0.946575678622996	-1.73689368080073	-0.422402515152345	NA	NA	0.120567691528124	-0.716284025480188	NA	1.07741533451072	0.399060005969476	1.15308514649991	0.380065531780059	0.59088897619643	-0.247944084557106	1.89498124515772	0.0926879061125745	-1.06941699195154	-0.438368718664335	NA	0.705336247933322	-1.24624720335895	-0.363791162745214	NA	1.43133449834115	-0.0797466761192003	2.95834779688452	2.15847584541086
"prt1286"	NA	NA	NA	4.05528043695	4.51302863622911	7.06707379031189	NA	NA	3.88357030043805	3.98475345595435	2.8752979640282	-0.868433446278171	4.39018181948184	9.42821216242405	3.26795582001315	-1.22460641876815	3.71325663467399	1.16854472106204	5.50479176490746	NA	2.71973556512692	1.51829291460923	3.09481496089725	4.02440108818963	1.61490244369525	3.51926185152087	6.09069151813908	1.17198405904594	3.22625850845365	4.67835216201147	0.908388764859536	0.155032748710152	1.00286342923614	3.59799914875252	3.17201635120235	0.502638548784975	NA	4.60357721885557	2.18304562653763	0.0638039598370529
"prt1287"	5.66964030821649	7.19069857333655	-1.52424101009861	-2.20548417829097	-1.19943486743248	-1.01484838154288	0.785604419891058	5.40301952979293	0.119862292232147	6.51183065106452	4.59547280540117	3.42580151802008	0.691471653602046	NA	4.84691055398497	6.15475145398808	-2.63898604802438	6.15142649954333	5.23093228032745	0.687435528464981	1.4828545498465	1.05824434603959	-6.49493802323101	3.05031544311683	-4.26899440331215	6.23400994883366	3.304675346132	3.61601492720153	4.94587789439123	3.92039602575482	-1.77463983429142	3.16061995916837	NA	NA	4.43749257268427	7.76375840821891	3.64588830951429	4.11243660302072	9.30171551691613	-2.85895384851265
"prt1288"	2.52882088625116	2.93039208027058	3.58544511802206	NA	NA	2.85437233077269	0.64540934425682	1.25371171491081	3.81646000914308	1.63011551931918	2.056909918956	5.26812812560515	2.99481321457024	2.70845382157858	2.04083229801377	NA	-0.29614384185784	2.89986680689967	4.01590469533797	NA	2.51386152044357	4.71787498176134	2.94623635853654	0.265752104002979	2.06366396494462	3.1325838455315	2.54451855649099	1.66618381268976	3.11466729351434	3.25095993585646	3.15330099914631	NA	2.19769522676833	1.16139049301419	0.99371737025161	2.44541060869785	2.16467905553604	2.7548621914786	1.56509334651872	2.55675048278994
"prt1289"	NA	-3.33899624664939	-1.96554302460845	-4.31692590859793	0.0178414179735848	-3.27295620014353	NA	NA	-2.37391696197165	NA	-1.63678263176817	NA	-4.42624897036887	NA	-4.68964701145194	-4.60014773558828	NA	NA	-1.50285562721055	NA	-4.4605166970767	0.284301003630259	NA	NA	NA	-4.70023373692927	-1.23640247089227	NA	NA	-5.17257299555909	2.90037170990756	-4.05111960649602	-3.28134698173157	NA	NA	-1.42659503026817	-3.9556655424908	-4.3737888150056	-2.39259459233789	-3.88660495651359
"prt1290"	NA	1.25282200198432	-2.85601370802084	-0.454540630710114	-1.8752886167578	-4.68993012323124	0.337355897566353	-2.12435045698283	0.407705415164718	-1.57276688775127	-2.2769262020466	NA	-1.63908980481815	-2.57451666982818	NA	-1.32132285580096	0.0040675115410464	NA	NA	-2.31142930866735	-2.36307492996305	-2.5678162917245	-0.765066909552286	NA	-2.87841382532405	-0.270071194833421	-1.28140697061362	-3.25304534627994	0.348409006689152	0.706968832388208	1.75158605996585	-2.70679530557449	-2.19272195586973	-0.740888991295049	NA	0.370722713381443	NA	-0.874263947413972	1.98711332257225	-1.6785453165968
"prt1291"	NA	1.72025267131737	3.62553157687424	2.18744673845039	14.3138580336767	2.56792722379151	-9.25924503130487	6.92307875060472	NA	5.69857087773365	NA	-0.108936742477206	6.15244124174805	NA	NA	8.69481831173133	7.92711237931135	-15.9321451147427	NA	4.54893884850528	NA	-9.28610498742911	4.12358760323074	NA	10.2145814958817	3.45988576021394	-1.53469342076166	0.336688379585147	-2.69139067526969	6.43811882840355	NA	-2.83287359168199	7.46373131401746	-4.97285712115004	6.84043516939873	-1.78381109750374	2.70106856882768	NA	NA	NA
"prt1292"	-0.759112439519944	2.21449827387151	NA	-6.41995070128528	NA	NA	0.782668048984156	3.13172637772426	1.29698175101979	-2.55718253488244	NA	0.16941657244878	-2.04196463342566	-2.10598643043321	4.72369344596311	1.72602448304342	-0.783422580702294	1.92457536112847	0.810514021746678	4.30111835437173	0.133058446488336	0.0294648123691573	-1.78064152735109	1.01736430565195	-0.31526533410273	-1.69013168478983	-1.86984772560032	1.15204947898618	0.816095776670356	NA	NA	-1.8828804863051	NA	2.963012423989	NA	1.88569973397096	-0.406470270602534	4.42360874346455	2.03113912396844	1.38043765291448
"prt1293"	1.50520725375555	-1.81367201158827	3.11603480316279	0.902455166057852	1.52495052948301	3.43206219012724	2.23697329713086	1.95823458137412	1.19180439614605	-2.79117524367643	NA	-1.31751067207352	-0.410942008547056	2.55760983851044	-1.3218108065881	-1.82766033199562	0.911264795394627	-1.24923417975688	2.98320625539484	-1.70142511166405	-1.06737831165843	1.35906770660232	NA	-1.46527507535947	0.512646546341625	-0.640707299595042	-0.575771701087445	-2.52133386689664	1.21700297557529	-1.82462059132767	-0.651790481889065	0.777507950860658	0.549362401119076	-2.70296394938923	0.0566569940366534	NA	0.304693055264592	-1.20204471812373	0.34192872671839	-0.332672591521182
"prt1294"	-8.16450955673906	NA	-4.6710084453318	NA	NA	NA	-6.79426416176086	NA	-5.45779589276709	-5.2495752185432	NA	NA	-4.92007787559207	NA	NA	-7.37658957290681	NA	NA	NA	NA	-5.33557371374369	NA	NA	NA	NA	-3.65072071828092	-4.01815701446885	NA	NA	-4.41241353874212	NA	-6.30275107887301	NA	NA	-5.51217311605399	NA	NA	-1.94909565234656	-6.39302718242165	-5.40896889679057
"prt1295"	NA	NA	-3.11260548250924	NA	NA	-3.27323887216727	-1.93972860120352	-2.48459871991063	NA	-0.963430202971213	-1.57709619141038	-4.27958040891875	-3.03313919723839	NA	-0.676963008668502	-4.4050052130196	-3.67134077780526	NA	-2.71389969499494	NA	-5.61478198436476	NA	-5.23058118418534	-7.72085016037039	-2.41733055785139	NA	NA	NA	NA	-0.624272584376386	-2.38321979014956	NA	NA	-2.36633705871045	-1.00053540677745	-5.26081274680337	-6.09955286477507	-1.6222327871768	NA	-0.960263779039128
"prt1296"	NA	-5.74686311781912	NA	-2.3730860931616	-2.49127290587888	-5.83859414685676	NA	NA	-0.391361058479579	-3.19391262348886	NA	-4.35051008059087	NA	NA	-1.58843649209479	-1.14139111990842	-1.44952937484064	NA	NA	NA	NA	NA	-3.9434197247132	-3.71139198153283	NA	-1.93293176193664	-3.08259977045763	NA	-7.0084902638626	NA	-2.18280487295532	NA	NA	NA	-2.55804563173554	NA	NA	-2.85490643420382	NA	-1.27043742846383
"prt1297"	4.68912142820344	-1.4014808311161	NA	-1.98448503551459	NA	-2.05693902866985	-2.10253386836069	NA	-2.36704602000483	-2.55361763637759	-0.621245538767519	0.258203017139528	NA	NA	0.749340921436363	NA	-2.59278067634148	-1.40008327206795	4.68471755827214	-0.437059151157499	-0.0952441767707267	-4.64475370116334	-0.183719607911141	-0.730138493992149	-3.98726897323282	-0.473257323200916	-1.20943361676645	-0.581358209556877	0.3734078774738	1.34842679286713	NA	0.448340303561359	NA	1.25975459818581	0.726064483694713	-1.92693895335447	2.96603717251172	0.0435161143434763	-0.772198250261652	0.340242041794164
"prt1298"	NA	4.40431717935062	NA	NA	1.7649576992014	0.0573549880898172	0.548781298609024	0.415785823791488	4.92246832538629	-0.48300642439401	1.04161853432311	5.23726589103754	-1.45002528993945	-0.309915130885505	1.33107916831597	2.68183985019271	NA	0.630555884817218	0.919761008009567	2.71388281224926	NA	-0.783554378433475	NA	NA	0.469372554463566	1.73455964914935	-1.2832050195789	0.522220761904256	-0.471805602267601	1.34105982360363	-0.870979845892024	-1.08226862620956	-0.344466283015115	-0.142065342869044	0.232628594860571	0.156500114457659	0.710247681462204	3.14618755924919	1.34913797903335	NA
"prt1299"	1.33510105953782	1.65533733134078	1.16419164303371	3.27641245735309	3.57198129829755	0.796226143353723	1.960153425948	NA	3.8877001748434	NA	3.94077001005309	1.19124482226777	0.128386375629147	0.350560320969377	2.09324850807688	2.47091529356287	NA	1.19893005461538	NA	1.48406975084712	NA	2.30116790289337	0.406650615401707	NA	1.6446426634064	1.60015189455579	1.13501526006648	1.99857300018261	-0.869645099995132	0.483682542795034	0.436925483893285	NA	2.18551566632489	2.89857626501929	2.25493849992975	0.471254294659716	3.21392900808854	1.45846963493404	1.3469865045437	2.92847754232488
"prt1300"	-0.62923185225512	-1.26493682693346	-0.878253888049289	NA	-0.394605926963822	-0.633199116915695	-1.36906656307119	-0.952953642375214	-0.938188319424853	-1.44300331726363	-1.56186706052378	-1.23068572904389	-1.05961453568304	-1.45021460446467	0.139194001439974	-1.60515637117864	-0.722469101656197	-0.827104741022525	-1.30690541653728	-0.440790726917105	-1.4845571810153	-0.0257189905337061	-1.37268499493889	-0.548260046318331	-1.44352428584131	-1.4220692817005	-1.26217076446772	-1.51672306657807	-0.463315907425667	-1.58359038533653	-0.765638921777639	-1.37273460025404	-0.846255868459198	-0.893720844587574	-0.61469817618258	0.539019964834097	-1.74624714816222	0.407409437424851	-0.816384787859104	-0.628149931273704
"prt1301"	NA	-2.21229923812371	NA	NA	NA	NA	NA	-3.32445863158531	-2.28429818919604	-2.6920567331775	-1.14176233662774	-2.77092735529744	-1.66747092157705	-1.48360267096685	NA	-2.21484390469651	-1.88014072738097	NA	-2.66205613801277	-1.83521812429347	-4.40766787967496	NA	-2.36846670398559	-1.7172081706508	NA	-4.13615790358604	NA	NA	-2.23036167982322	-1.81296056313638	-6.79040940456606	NA	-2.07341250406039	-1.80330155190118	-3.89373013243331	-0.616368453609057	-1.19440786364477	NA	NA	-2.09156367490516
"prt1302"	2.17004103764428	1.58350770439528	0.236180349941379	1.55666780966338	-0.759744771422397	1.50767206586802	-0.902744919506996	3.13311510387526	3.40178428330504	-0.903068572158245	-0.311474585319319	2.55034957013239	-2.72489045374031	NA	1.42020320293954	-0.398076082753629	NA	-0.0550284073777612	2.77174557114333	3.44046702071118	-1.09810894467465	0.937848558633664	0.0605848651763634	4.20076896254562	1.94321570460076	0.654560740870306	1.64008169898029	NA	1.94499430604503	2.32678487247848	-0.323610116686175	4.5225476722786	3.59156112315341	2.37731065595796	5.27086944403839	3.18693576440822	2.95997486857034	-1.74249270489797	1.53937103872833	0.965393910101043
"prt1303"	-2.18283578561372	-0.0209815402775657	-0.55584291007062	NA	NA	1.15863445284253	-2.74268849757259	-0.535674006583159	-2.41639453421762	-6.17130010310615	-2.56559775905704	-1.85041060836158	2.3638090598191	-4.56729981060157	-1.6841209050739	-2.95959866212456	-0.131233173527446	-1.93309069911233	-3.80701651946213	-1.37310056135337	NA	-0.504287447813396	-1.42001722959588	NA	NA	-3.27105749609865	1.52485371580237	0.678863897177645	-0.842902310090116	-1.98506480396375	-2.46456521943261	-2.65065792882514	-4.81585394747751	-1.55585192915075	0.159476536780228	NA	-0.656720582723636	0.52725334333835	NA	NA
"prt1304"	0.398551807881261	2.18495357743593	2.71110412852757	4.36510282425248	3.7549348751084	2.88390839069526	5.96678869395371	1.78424621092936	2.47181829370553	2.71638784557751	NA	3.40835796735378	2.29236899412554	3.6036029080426	4.12869059131053	5.69266894692402	-0.193633390680634	2.39510680849685	4.04727672548293	4.83722948966037	4.0336890892058	5.48393015859331	-0.340336517994126	7.44161783115465	3.53033706573693	2.3587855708416	1.04709843363154	0.475233656602532	NA	5.16940222368808	5.38839168842925	6.54858355115574	4.75739308564327	2.7297957310489	2.88242125625408	2.7708282129111	3.12478450522835	3.3115068616718	3.92761716573424	4.48805546263326
"prt1305"	2.40513410715347	-2.53582942374721	NA	NA	-0.409000577361291	-2.10057517847157	NA	-2.48839357488703	-0.540111467731038	-0.1556150908258	0.302904473520129	-1.02627477153634	-3.63460018937769	0.43265452394582	0.978366575902349	2.67853427965521	0.0380561756073105	-2.14114269744965	NA	-0.924026974939884	NA	1.51085577452567	0.253397573932432	NA	0.329944101245151	-0.380653084864052	-1.22739434579897	-2.78379332921293	0.526781793572563	-1.65046121725281	1.06284735457949	-3.03029580484565	NA	NA	-2.38708780514637	0.620764935245311	1.84350273211605	-1.6565522630743	-4.68917193512697	-2.13871917871014
"prt1306"	1.60006950502214	NA	3.40531018453562	5.7502216830112	-3.04652018923925	2.41166217926376	3.28997464842202	NA	-0.64588710725996	-0.84657838137053	0.98330393740918	NA	-0.488080043865078	7.80204743595563	NA	1.19441103136417	4.04082514371251	-1.55800686277021	-6.29587747075583	-2.29197948367419	2.32773110816362	-0.116657719836541	NA	1.47253829130166	0.827650834928175	0.0213349523373212	-0.366051463820235	-0.915784931417661	-1.62780956227853	-0.258761595442604	-0.0434820419725295	0.734550101738188	-0.542435966380364	-3.12149987670436	3.63996430799375	1.38188077589054	0.931286164007713	-1.42223118415981	1.07552028968762	-2.08774750853249
"prt1307"	NA	4.43104115968644	4.93683788063502	NA	6.24331596765129	4.22095108743238	7.19172724424131	1.59016211811983	4.33331773714018	1.47291453737008	5.96065934443866	1.89839942581722	1.44810703236369	2.37060034830726	5.19778133484704	4.42797952532368	NA	1.63218701924152	2.75082990232181	7.34866421619629	2.55959411965481	2.44060851291569	1.6038706470391	1.04849767846187	1.31213352292987	1.84391835301882	4.45541544861131	2.18388743607264	0.142578422246017	2.2861694122734	1.16659728088071	0.810404810404694	-2.40683196524266	2.15867223771802	NA	1.38818197196566	3.54984888485822	0.868762788733295	-1.10038941537642	2.73438991211196
