"s.3"	"s.31"	"s.35"	"s.52"	"s.57"	"s.83"	"s.103"	"s.106"	"s.140"	"s.151"	"s.157"	"s.186"	"s.188"	"s.195"	"s.210"	"s.229"	"s.232"	"s.253"	"s.257"	"s.273"	"s.287"	"s.292"	"s.296"	"s.319"	"s.327"	"s.335"	"s.338"	"s.342"	"s.355"	"s.362"	"s.366"	"s.373"	"s.374"	"s.382"	"s.384"	"s.395"	"s.397"	"s.399"	"s.401"	"s.412"	"s.416"	"s.422"	"s.430"	"s.454"	"s.458"	"s.461"	"s.473"	"s.477"	"s.480"	"s.481"	"s.487"	"s.491"	"s.494"	"s.495"	"s.497"	"s.500"	"s.508"	"s.518"	"s.521"	"s.526"	"s.531"	"s.532"	"s.534"	"s.541"	"s.543"	"s.553"	"s.555"	"s.558"	"s.566"	"s.571"	"s.572"	"s.582"	"s.583"	"s.587"	"s.588"	"s.591"	"s.594"	"s.596"	"s.599"	"s.600"
"prt640"	3.91482970383798	1.1046289503184	3.75781002724772	2.27697174158656	2.58004112027347	3.45415227884698	4.24495458167313	1.5693822579047	1.22556222961042	NA	2.67608268530518	4.34042016740033	NA	3.50169726953698	NA	3.06163898558476	2.32506443208346	1.78886776337386	NA	1.82446873651109	5.17932926469176	3.61800887230573	4.17871920486022	NA	1.92828144097658	1.69949673102985	2.30731671045274	3.8725726067581	3.36276229350653	3.1170221132022	NA	2.43675459473036	4.52464122329201	3.43030323645203	4.64527027019018	4.91656243161616	4.08958786024588	3.98922014445993	3.54312526749786	1.35553771079929	4.62957274552607	NA	4.90618781926313	2.15492130313551	3.04181626915569	2.40630390303264	6.9578520889902	5.69545175267706	4.64033310453493	5.84225545451745	3.7610771962245	1.7292560326153	5.05280335843599	4.82063629786602	3.54156931405123	2.33131542215979	2.52746197014282	5.22377785219675	3.07595545295485	2.14196668246026	NA	4.92295594528708	2.67693097336266	3.52208271405628	3.86825148856138	2.69175126972923	3.34684862080247	2.75560773343434	1.58547630059459	4.22053575703585	3.16712759869171	1.16621940182233	1.39437229194753	4.82611357880978	2.5447077609176	NA	NA	5.92111690921189	3.43892098731759	4.1303828851209
"prt641"	3.42601431690971	3.08031568834355	4.14668379461405	0.56431574710729	2.75278039734828	4.57842616607156	2.78136902060848	3.99966818334916	4.16034086885903	3.48685032940009	4.08992794259941	4.32595659996442	5.163861371182	3.26480763707228	2.89077298741771	3.83365906207206	4.19228338705778	3.7444948178472	3.37166817889064	2.24490101662253	1.99590765019646	4.78231470706928	4.86817780593853	5.26721148849984	3.97639867570139	2.02370967219586	2.78184924302927	3.54765154476224	5.27991887617496	1.78510632766107	3.54656293897745	2.92995520321285	4.48048663283643	2.92158745555824	3.27896002475028	4.30577193670224	3.57663688953273	2.00071571843205	4.50942415749258	3.46443878884567	3.72337288887458	3.41889594831789	3.05349600715153	0.960805967389637	4.49940214899568	4.40816114962203	3.34512300701231	3.23114886890523	2.35933092459877	4.90635872920196	4.91898190624168	5.29559520992148	2.96985964860291	3.72350164562582	3.06249790474159	2.38170249767395	0.0507149456792881	4.90062406544637	4.31524221443061	2.77851924965649	5.10268148293257	3.34859319265287	3.07987796386998	3.99445116449298	4.87246081176862	4.38911074020586	1.05252152299393	5.15718901458278	NA	3.70151458996632	5.3942969508347	4.09184170622873	NA	3.77081113330021	3.13264562593	4.48186982238695	3.70105601675805	NA	4.57945151271445	3.59039972324544
"prt642"	NA	3.67471235616509	2.90582605203292	3.25151769184124	3.85093057149145	5.09231918065805	-0.34703689088012	2.51813288949828	4.11089948537376	1.44144891940705	0.118735728858401	4.19554620318281	3.20140460996165	1.64708942157482	2.10409620988968	0.0255671815526013	4.49744006855166	3.02129772422067	2.6954289143743	4.70728752631868	0.361223842715892	3.43989997823684	4.14240086180191	-0.39004288993015	1.73396921387615	4.17436955380557	1.0287765546339	1.76224437939406	1.53489409216021	-1.40809652599631	NA	-0.978551896020419	3.90353905477239	1.98968132320511	1.45414823544616	3.09909498445542	0.102177913362679	0.0177631085352148	4.05885121425921	1.6512375950687	1.22908389696606	2.47223348300536	-1.67877621479383	1.30655405051714	-0.604510281054756	2.00696183200404	1.45767078042453	1.83346411697963	0.0833540910292835	NA	2.94685317767773	2.73242774698597	6.06505295745385	3.36149165523098	NA	3.56297442072908	NA	0.653479251277412	2.26692343783398	3.00088538042662	0.203755694173115	NA	-0.116061840947916	2.59672435237423	1.7539575429405	1.32421320548913	1.68073793408234	3.30776864934331	1.36507854205726	4.03515569522021	NA	1.08990699536301	0.478144124445141	2.25226820991671	-0.393356100818831	-0.250714494098864	5.02570090590092	-1.52810076020044	3.62453660760451	2.41273013632661
"prt643"	4.68542756723795	5.86756816926493	2.92812159763938	4.45114248706652	4.65604302905426	3.60555624901687	5.388966647532	1.96473541394763	4.24695112768277	3.34269929357226	2.20995529612904	2.74666205820984	3.04434156026824	6.52420482206401	NA	NA	1.52369797573497	3.72607078721129	2.77042935796907	3.09569876289839	4.21626334243515	2.85197526115205	2.18735881383648	4.88352963406564	2.38396406250095	NA	0.155830238198747	3.3051716516722	3.0978695160639	5.47760857201104	2.26146184561686	0.743090121700901	3.45616165118072	1.45642018988942	3.3083656042614	4.57932674938444	1.6457976629817	NA	1.56583531610669	2.25339181449873	NA	2.42823453691297	2.95882682459223	3.89641757921898	1.1920868113056	3.02633696676806	1.12486949234203	3.520908237016	NA	2.51971846027556	4.52906405340006	4.73290416670855	2.76270524277751	3.18611311511796	NA	4.62563599070605	2.87600258390304	0.370082104926231	2.91210718995347	0.51833848183462	1.64713375282926	3.50906951318651	4.71970866160617	NA	5.07637677641044	1.3895205762034	0.87290391871045	2.56038512174616	4.34270356974581	1.54944401392463	4.869094618335	0.72631537187937	NA	0.780398606654592	1.97688732475273	3.65884536996859	3.86231437080169	6.09653509199089	2.52565984495377	2.90981968611037
"prt644"	2.32358191615638	0.576350655813297	1.04062582852266	2.02221916030734	-0.062909241570007	1.57747586266686	1.69357922934038	2.64719438833454	1.25484932083786	-0.645606200666301	-0.106940263498698	2.46207224504628	3.06348580767336	0.998095766311057	-0.91674127171457	NA	NA	0.201077892972705	0.946096631615427	1.45580464222811	1.1716558754629	1.66859650208398	1.52147047089996	1.81057262291123	0.409728216749377	1.43222257981227	NA	0.471475777388733	NA	0.852854075108052	-1.59759595465394	0.995336116068717	-0.479801413834621	0.56638183884508	0.245655941494226	2.89815896587425	0.578614838108852	0.847757065614269	1.89776605639537	-0.15921798872373	2.24670114139297	0.953322373321044	1.59203138450731	0.234442159414711	NA	4.69931839753846	1.51502130282849	-1.0964099787221	0.0723442135607076	2.22896894117224	0.541218609898231	2.69004057546117	1.38300930685111	NA	-0.243525292102799	0.48569449477124	0.0224030266839094	2.70058048975734	1.26812355454696	1.76182471338567	-1.38130792892722	1.26562819098116	1.99203222259312	-0.18891890342485	1.1657718592399	1.0351341787342	0.540856203248071	0.385779344043398	NA	0.969178406875461	-1.98563381417174	2.53290662966057	NA	1.24375430345884	0.788614470710926	0.365487724970185	1.80901314605546	0.588448888336498	NA	1.99198349514484
"prt645"	0.675422276202829	NA	NA	-1.33363904292686	NA	-0.413892335055123	NA	0.88336582216148	0.493776751111018	NA	NA	4.08769504896984	1.28480302946338	-0.391975506252338	-0.0738234532746171	1.96217807788956	1.31132200660829	-1.40206056250122	2.01398341442201	1.84655777499576	0.0132797363503009	1.38187332281449	NA	2.08227388889192	3.07019650106979	-1.01554732913115	0.231312747162105	NA	-0.531185093755108	0.652565899116582	NA	NA	-0.812371251525757	NA	-0.504934704035089	-1.69618056215768	4.70584205332183	2.54089443454903	2.44525290222999	1.25165952563057	1.15280206862225	-0.598117116255388	3.57086209481006	0.438355142650721	2.60466899140219	0.996193801547214	-1.16090046215081	2.82163436190283	0.242931052791946	0.0858647212342357	-0.729233618586503	3.25349282287193	0.9581750365858	-1.84387959082371	1.58136969756155	-1.53919742946477	-1.62795964089907	-0.561434460666417	2.55094987796263	0.941988813031863	0.993569820036866	-0.26420160097598	2.83030886926129	-1.5732293042807	0.825249541662713	-1.08386976826211	1.26332562209719	1.46401846218789	1.56826177096184	0.923311758605846	2.41159011210266	-2.73774399706991	0.987041172119897	-0.565428113661685	1.0663648448101	-1.62560327930691	NA	0.159583047657243	0.625255327904946	-1.96874705642086
"prt646"	-1.49452235248987	5.18060950310707	0.363784244256093	-1.31284946044272	1.49404149814361	-0.0542511017626217	3.69822785091187	NA	0.491260996544549	1.44336252353127	NA	NA	0.237065381258494	-0.300975674436224	1.97545153908611	-1.22903421599123	-2.18701683240496	3.33131040537368	3.58899042135495	-0.570106858806763	-2.30542031561823	-1.3785793853051	NA	1.74176420202964	1.66804059576358	3.47364244293852	1.08403188105508	-0.0151503506353013	4.23237152231739	NA	-1.21301964527235	0.675278548168449	2.22273423810718	0.110379825337699	-2.7041450209198	1.66116322227853	3.67053469643891	-0.40904364439947	-1.67504591135052	2.42821133505126	-1.15131003460484	3.27768713120904	3.42713862558578	1.40016931825725	0.901098558741911	-2.64684379825654	0.545569451601412	0.0319628222970223	1.32403396873478	-3.18533881508928	0.310741047809519	0.433177758550784	0.734849896445221	1.61684157479063	0.860392299488151	2.23428679297292	2.90634606072532	1.20028616362494	1.22927329726354	1.55751934849981	4.40849885878439	-0.745987717166879	NA	0.394806754458935	NA	0.807246188795964	NA	4.07735294331307	1.39621419473597	2.38155417276475	2.16167913106844	0.909710653083766	-1.71544406234509	-0.166531374033033	0.602274427549792	3.57456116801128	-0.544107448092237	-0.085805344644289	-0.256479983716194	-0.650752352019165
"prt647"	0.85887321144481	-0.356840345438088	-2.87246514543716	NA	-1.01885899438253	1.33407697945205	0.96234031578156	-1.42306012594637	NA	NA	NA	-1.36679158417494	-6.9187002881241	-2.50038518704656	0.458924637977102	-0.528253533705062	NA	-0.997403252746373	0.0146446019414008	0.843864921268093	-4.82760868686461	NA	1.05268212070896	-7.14697782327752	2.95885354182381	NA	0.0709159466547495	0.476850810000554	1.77284335385946	1.81893704367023	1.31260557888522	-0.057066775776659	-2.83018504655615	0.135521253680773	-1.89915635452963	1.10452879709282	-0.319295650335682	NA	3.90723481330948	1.19531044178802	-2.66804879379624	-5.7756109943169	-4.64401668182205	3.19446520557514	1.46549153457441	-3.68649891342928	1.42329274933724	2.68886286068342	-1.91375641243742	1.26982732665295	-4.89477962987431	-1.72555387216937	1.61422323991443	-1.17437448899038	6.18655566097817	0.717417025260031	-1.43241569970677	NA	NA	NA	1.55704940681564	NA	1.17037545763226	-1.66748530094796	-4.08437885725864	2.43199182615852	1.21811010376855	4.59306668385829	4.04120058362783	-4.25794391834005	-0.264800180572605	0.246286453944976	-7.14579439226361	NA	NA	1.26502336775774	NA	-1.9667611899773	1.4766318204998	-0.784182218780328
"prt648"	0.946351113873041	-0.248360575926826	1.29407761218272	-2.42046224096605	1.31030102389704	-1.38098418479828	-2.7189147396383	-1.45043935824776	NA	NA	1.86838082816978	-5.74335282314901	0.158691541059514	-2.30578436594638	-2.36928375884432	-1.9073631750475	NA	NA	1.16260915670734	-3.52958914794034	-1.24056501822656	NA	NA	NA	-3.23323599374401	-2.84133579211933	0.927668159112225	-3.57806187844018	-1.24004091916252	-1.19466999303706	-0.643722843531705	NA	-2.1024957639443	NA	-0.583156861416534	NA	1.52536585955972	NA	NA	-4.28866978790947	-0.905383565974932	NA	-1.67899749385326	-2.52432667076078	2.78178954288028	3.49436603312141	2.17836186031885	-3.55882668464186	-2.46018308520922	-1.69189452273567	1.05456849866417	NA	NA	0.0264639941171292	2.12736619214582	NA	0.15925900378638	NA	NA	-2.86743704530152	-0.96673241094722	1.27968784520434	-2.72306276273199	-2.69384920025362	0.814273835440658	-3.74928728767433	-2.50991917492707	-1.78786458823928	-0.190517125120124	-3.52401460311531	NA	-2.38760624246982	-2.6848070846934	NA	-4.49672391278312	-0.636437559752088	-2.63349836015276	-1.31984951760118	1.60436946354495	-0.952954798882358
"prt649"	-2.25302391297381	-3.12690654366422	0.203973638218215	2.4988222876252	-0.205936907405155	NA	1.70931130215687	-0.400276048820597	NA	-0.491507010806993	-0.114463620171369	0.244556228041279	0.6168765756925	-1.36048295353286	2.37776460342593	1.96388011211519	-0.0785800638458815	0.927893714364382	0.199756858082196	-0.226855819460977	-0.65654247228497	-0.803233624466282	NA	2.62077864818126	NA	-0.107875815361342	0.600916780161614	NA	1.57546382459203	-1.33618868696856	1.91512845425837	2.27554595557285	-1.28653158893813	NA	-0.432388402147019	-0.166500719892471	1.3795355487783	NA	-0.290161175303371	3.77731266127815	-1.65231953529828	-0.29444481106152	-1.20476175420713	-0.719162351002672	-2.99321461666012	-1.8188664644585	-0.0946568829893357	-1.86276137973459	-1.45721243580047	-7.03817681211118	NA	2.25254365145723	2.27815164755129	NA	-1.27606686666867	-0.258549488648452	-1.84887213135823	1.90572598926439	-2.06672908449948	-0.0313465660514302	0.570907185993058	-1.75642444549843	3.18782936248327	NA	1.29188875975371	0.828147134025122	-1.56710732539483	-0.782839600178795	NA	-1.94944625001608	-2.24294113657068	0.329150884756895	-0.356531439945735	-1.79000136348397	-1.85472868865818	0.935215661640069	NA	-1.17200985321808	-1.61287614774329	-2.45359649634608
"prt650"	-2.57880175698538	NA	NA	-1.82530194483056	NA	-6.75362004756553	-2.13024934486009	NA	-4.43661973700695	-3.5079673402498	-4.2884661891618	NA	NA	-5.20060656847691	-4.59525744011151	NA	-2.11829917182341	-7.67617813137089	-5.89510331727141	NA	NA	-3.53770482945393	-4.09158618276549	-3.66042203965166	NA	NA	-5.19042569807613	-5.5982880940384	-3.80103551862327	-1.23464170491199	NA	-1.01488521157294	NA	NA	-2.2105752536456	NA	NA	NA	NA	NA	-4.86947916782381	-2.09387436272167	-3.19949455561461	-3.43122862714039	-2.60667624807302	NA	NA	-4.98237802135168	NA	NA	-1.63415657706573	-6.63080863907472	NA	-1.04693520454883	-2.54442375933483	-2.58590809433416	-4.84645326362689	-2.85962095302874	NA	-4.48575716079371	-5.42939332750657	-3.97939857997525	-2.75232901647966	NA	-1.91178735422629	NA	-4.20876993857937	NA	-4.164985911962	0.350925714335286	NA	-1.50333138073119	-6.11766902707554	NA	NA	-3.86625134998217	NA	NA	NA	-3.43074079649601
"prt651"	1.58512169421752	NA	-1.89796123831648	-1.2476353296696	-1.52813125518986	-0.69556681939113	-0.423541238175667	-0.0193066912441636	-4.0511861049541	-2.17992843060832	-0.20976799564305	NA	-1.00881110045558	-0.751101027837757	0.461621111960069	NA	-2.00996594034067	1.07882047459517	-3.15417241435761	-0.0998477638726457	-0.896365053888395	0.453435862943786	-2.41541545246722	-3.28812280915501	1.56063776441906	-0.0509323892109543	0.0976351741554282	NA	0.880896814904807	NA	NA	-1.28060550464877	-0.115215243195805	NA	-2.22594903255853	NA	-2.51103976412502	-0.304100042189866	-2.15126895570573	NA	-1.28279822378661	-0.00462599958775778	2.33520664362608	0.679518378956333	NA	-0.205404651312914	3.35150914353377	1.14772611571414	2.4855138019976	0.944053468294999	-4.62475032824303	0.0757749597748223	1.37605962352469	1.01600210690174	-2.02862579171103	0.899330244370586	1.14964899196624	0.331065453143853	-1.18783353005692	0.0836813369711015	2.60110320367602	-1.65867802761562	-1.72580303989597	-0.763341235758766	0.0161204362450388	0.325857978565319	-1.49066893378617	1.55784682814807	-1.48266510094324	0.411189115407695	1.58342708943272	4.0109420154294	-0.872626887208438	-1.96930474373319	-0.619236865880742	-1.0543325828133	NA	0.223918873237348	1.92667467697349	2.69863946096317
"prt652"	2.85718760189862	-2.70489939511684	NA	NA	NA	-2.06904636216801	1.47977196532395	-0.562272337642511	4.42056811854579	2.55456332100654	2.66479012044848	1.64458300303176	3.65088338881011	3.40461544847382	-0.796835602271374	NA	-1.5615363302464	-0.864250903558039	NA	3.48632650337645	0.568250780091029	4.90645511494102	3.10252958795282	4.95737538355374	NA	-2.32122679911646	-3.76538488885439	1.50463892192422	-0.961130227201493	3.7284230766288	-0.287492305545804	0.0874917100979615	-1.07613435651755	-0.467732794794009	6.63394331263069	0.455146017471368	5.6380510879045	1.5452897735728	-0.155127943064764	-1.44074911656835	NA	1.82471324443702	3.2755022506265	5.86322309627665	0.560575584771622	1.19178899057358	2.35457526523949	-0.00453720961310378	0.413320186846121	3.52880331737373	6.52015202975416	1.43004503364622	-1.65922033737184	0.259358499712825	-2.15674018155265	-1.08936655654123	-1.66935099941532	0.903604596131947	0.58655005023577	-1.21000080305802	0.130324282672563	4.53928781338294	3.55321306278514	-1.40048000450564	0.654740651260447	1.66779533675997	-2.69952317290872	NA	2.71103756089508	NA	4.85741905253547	-0.178536388038553	-6.39405870242887	-1.1066197978287	3.67050756387335	-0.302753268473785	6.54883421710676	2.95572939367138	1.63315704528385	1.68813060164254
"prt653"	2.1526012547406	4.07113851937151	2.53851930932325	2.60605720186151	5.5671094490609	3.04673424741236	2.34569322053069	1.32124584965907	2.00297681398613	-0.0738993182236709	2.61611785372377	3.94978814395129	2.62387501217898	2.34548823424832	4.37504413739467	5.06733031135933	NA	2.01188773254641	4.11470615915553	4.10213627753112	4.62242712244223	1.10256899323312	NA	5.57907229161187	NA	1.63757426777156	3.02577798852832	3.9486285928557	3.99872580794153	NA	4.82472851340767	3.38163457115157	2.91709790722552	4.35607357166738	2.66716183921917	2.18860462407759	4.64504776044373	3.61051959409838	3.1536896014362	5.46081339285259	3.48417124825663	3.96303868445388	7.39474633555591	1.94618222767578	3.15497943732379	4.89965368675285	3.99391611222482	6.04800131457776	4.6899078402739	3.90669612318253	2.70381183888272	5.78499973944414	3.51283425198671	2.58018675170575	3.99142160426105	4.85647385075861	2.56717388178076	4.26806971059847	4.03614974689897	2.21600330660255	3.02175659323363	3.44843814846772	2.3947175375737	6.04643570386155	4.5872953299331	0.76612053368386	3.65044348851249	4.61479413983628	3.1007782508548	2.75134129291093	3.12263028430803	3.68040653392151	NA	NA	3.65205213863008	4.75568061130584	2.76282498903771	5.94132470229344	5.64977472038191	3.05184175830422
"prt654"	-1.11696833806957	-1.09488965839418	-2.3785640380265	NA	-1.28456271916794	0.610836289350518	0.334427962141317	0.866484716884571	0.956229143909956	-1.89568182291316	NA	NA	-0.983447631909695	-1.44974939681324	-1.16994377899422	-3.31843824487389	-0.519302875783843	2.13600713901995	0.483902634224559	-0.990742846520738	-2.5388060758849	2.31855348554488	-1.26324912925725	-0.376548142766785	-0.751041247898998	NA	-2.02778400361686	-0.480601131927441	0.20253572325482	-3.37798727922255	-1.2300222996165	-0.825796965317128	-0.0340148831062081	-2.40601648183106	-1.68243128197943	NA	NA	-0.949543640928607	-2.14098237796335	-4.13991553940875	-1.52751373130625	-3.39955119116803	NA	0.482647827032289	-2.92218291394937	-1.01794739970092	NA	NA	3.0623335026175	NA	0.488367158296889	-2.01403255391117	-1.82682300697861	1.79047599943484	NA	-0.0185463674185042	-0.593534651977184	-1.72729124900121	NA	-0.0189603640115676	-0.399906650017519	NA	-2.07487690293063	2.16685584669145	-3.02328135893659	-4.73620331717506	-0.343807814044479	0.538306230640472	NA	-6.12773229623196	0.0218282825422522	-1.39474271445922	-3.64730344010738	-1.26924463206709	NA	1.08337162880947	0.602412288811685	NA	-0.973889149629664	NA
"prt655"	-1.81369823726844	1.45731419754944	-0.919579305463373	-0.428222884997399	0.866374646543712	0.0487009914843781	-0.0767083000422329	NA	-1.66270668102215	0.850770621042073	-1.29189973903634	-1.81907897867103	-0.457662613211151	-0.277494510081623	-1.24403164241906	1.46625065413726	-0.473406299505911	1.1156372512703	-1.53602209198207	NA	-0.0480232876110397	NA	-0.338273599787592	-0.11518898734924	0.362020734724223	0.116596845870986	-0.72408681304262	-0.470389223405035	0.569886612946707	-0.230547427457084	-0.987917750183502	-0.784477366303292	-0.337550505539346	NA	-1.4994593862376	0.0317058360440506	-1.23960724330695	0.0298811759473696	NA	-1.36641338430782	-0.90354281602669	1.18470922336062	2.161263380244	0.266930821000041	-0.106045085146483	-0.657934682673958	2.13765675801113	-0.557066141289493	NA	-1.19957175887429	0.911647333820265	0.690714225185473	0.0518749098656073	-1.31343423588676	-1.12907472623192	-0.636134476260431	-0.269545025040525	-0.833120567051005	NA	-1.30118226249569	-0.251258878741846	1.09561367127414	0.8806945645301	1.00419237013197	0.415274680742043	-0.410027535955028	NA	0.7988852835662	-2.02917970502089	-0.664290776996889	NA	-2.13942630478584	-2.16341496222459	0.18255409382132	1.30923905695412	0.167681636378221	0.944985943380276	NA	-1.60261674322881	-1.64021847583072
"prt656"	-0.93598204532363	3.88229241930784	-0.618719204774716	0.760593609093974	NA	5.29992513465171	2.13952328600583	0.293229547269041	NA	0.473494202206221	1.9206119358636	1.51922730308776	NA	-0.858143082077204	-1.86660956293113	5.09431924687584	NA	NA	2.11514165983149	-0.0445471901560099	4.07970386111071	2.00348495675004	1.580122611732	2.71082807920089	0.475891207330366	2.92102904567201	2.15909111598103	2.10134107827901	NA	4.83575943918873	0.881115989830565	2.86199172064725	-0.662860408578166	2.45389845497186	2.69619543301429	2.43745132667129	2.54263572796294	1.37923060398359	5.24619078001737	0.109795259458671	-2.19821300796537	NA	4.28881569829611	4.38653796318827	3.75010489715134	3.34353904163674	1.03871650356511	0.804606420671397	2.60448111386632	-2.13488110984217	-0.329151371895017	3.28639993461344	NA	3.02066611277283	3.67676900641432	3.85730225038681	0.737072308032179	0.655073781201322	3.26939856577789	3.207734336728	NA	-2.31062098911222	-1.47021060284423	0.705967514238173	2.37732172962972	1.79798766624405	4.89965871361377	2.42032670811513	-0.252316418105465	1.1119862447361	4.55820169600656	0.529348852832729	NA	2.62352170245366	4.22766894014835	0.882402099435328	3.92107035900688	-0.424777421790286	6.12606895576958	0.862229974001246
"prt657"	1.37210510741893	1.93228903717977	NA	0.391931078523586	1.32735851554702	2.21516628828492	NA	1.2261989185635	1.52859404784467	2.69806931713118	1.45151997119825	NA	2.33730912659344	-0.601270998790188	NA	0.0384077139529343	0.568097421021972	-1.36142875378843	-0.107147951057165	-0.989819836688548	-0.0698239393850862	0.0368888023688003	0.296385485609723	2.6628012402896	1.10505680042516	0.657925689606864	NA	NA	NA	-0.298870575334841	1.78352700653977	-0.690711996960294	0.458358024861763	0.862341276891191	-0.213649318780727	1.41344346863279	1.63073190444842	2.26330829469181	-1.22939655158901	-1.19410535927105	2.3816079035538	0.780831431051174	0.125634225129513	-1.56010221885919	-2.56252186528483	-0.0279643849299033	0.489717777816252	2.53933502899279	0.92334264504028	1.00833666480431	0.835461841551848	-0.33279228440329	0.566003955934092	-1.59401004567841	0.396740169608295	0.424316636049583	-0.614241861596232	NA	0.612468562963433	-1.59484550218797	1.07489555708786	1.57449897760668	-0.167850080603681	1.33324121144605	NA	0.552022087326745	1.67165875807704	1.07946809142565	4.32835177114533	0.580979484719263	1.62266241959065	NA	3.18656595163633	1.11365605932329	0.0815143447247014	NA	NA	4.18204621615755	-1.34532339756753	0.103632264514827
"prt658"	-2.07997832394038	NA	-2.13906972250206	-1.76628695901864	-0.914414775091805	2.59606136570939	-5.11840381015146	-4.14617265649277	-2.00573010918851	NA	0.624566725706511	NA	-2.57300623420452	NA	0.789282121516493	-2.60445672674753	-3.63179435165451	-1.6751767259938	NA	1.01907599978226	NA	-0.596560584380199	NA	-2.36358182822521	NA	NA	0.027186626349209	0.834562411682418	NA	-2.55951805392403	1.15481748754028	NA	-1.4788300192802	-1.56905035062569	0.700179410995377	-6.83062961617913	-6.99368191286632	NA	NA	-2.26604091181052	-2.40889266918895	NA	-2.1024198309481	1.90480644404434	-4.15254680195095	1.98400099917265	-2.17010383791794	-2.10922509323399	1.65095510587363	NA	-1.22798893455978	-0.495304003471227	0.563814800793466	NA	-0.249653418051757	NA	-6.48810446831354	0.52525298680567	-0.041285728421046	NA	NA	NA	-4.65992042019679	NA	-4.05506398554092	-0.409653811419	-2.2146645903478	NA	NA	-2.4552446279298	-4.34393474909766	0.0406425592811453	1.93522784491372	NA	0.825861267337335	-0.0333682884825154	1.40540173514171	-2.15824768093369	-1.26405520945453	1.94472102516563
"prt659"	NA	-1.08555590708502	-0.742599519993752	NA	-1.1071440510625	NA	-0.319911809177837	-1.06886455010965	-2.38429302882184	-1.50930832463245	-1.49678420952304	-1.70872906430734	-0.520032531897569	-1.30244972972253	NA	-0.471350264164557	-1.35501809484871	NA	-0.322751346094105	-0.905785830624399	-1.65944395334889	-0.67154335693519	NA	-1.18950832415322	NA	-1.49302446422109	-2.20325382232969	-0.746772081088964	NA	0.73873553030355	NA	-1.62446091719201	-1.66696283920575	-1.1326441318822	-1.55790181806932	0.0624748695451316	NA	-1.15828546543006	-2.0029250564795	-1.22663648256736	NA	NA	-0.448029532817802	NA	-1.86950764961142	0.52865686109228	0.150642942630669	NA	-0.495012861655194	-1.34190664338467	-1.44455598611204	-2.13966513434888	0.018691197468248	-2.04835603174567	NA	-2.50598426111672	-1.6164574188627	-2.74787303223691	-1.93686575453473	-0.683819595992279	NA	-2.0003530182946	-0.585462444726421	-0.824563889996214	-0.551758749758779	NA	0.150421790433502	-1.87142220133149	-1.47913380106835	-1.30545959974613	-1.4398600942812	-1.715806455322	-1.41184068825146	-0.0624077512055394	-0.600484412425276	-0.817263931998023	NA	-1.12297504906976	-1.62412978748648	0.622373548638486
"prt660"	6.22700314166819	-1.01835453719697	1.99132493186694	4.2329332023218	3.65435654058508	3.54861295796462	5.93507049451317	7.24135414177262	2.56121836472075	7.550131999186	2.06561690899007	7.84720087553696	-0.574789536879968	NA	8.87819015262468	4.37548985902476	NA	-2.24543612224822	-1.88095927880588	4.12672441667442	4.22322447796355	-5.74944817606731	6.40476957545223	1.11736961033693	-1.22233140159411	6.11955938894432	NA	NA	0.496536588578929	5.11107019165965	5.31281021972482	NA	9.03517603507848	5.08929316467828	5.89930773664632	1.15378969813674	-2.61559005281596	4.12760929653475	NA	1.72772202734757	NA	2.22816493739578	0.200237604197698	-0.230744386430568	8.98573525458691	-2.91293070916336	0.259792111318039	NA	2.59196007377557	6.33067506251944	2.29414724222951	7.93508317097145	0.200345789836203	3.95546138489977	2.11085725532451	NA	0.271621530642187	NA	1.88925980273258	2.80541089361578	3.31852075510663	5.41020369281447	-0.376002700308464	7.3159501512035	0.60318556500712	2.90242157582465	1.12243192351027	3.49680679478911	-0.528012246268041	3.57467846171377	7.55853567859632	1.46536200549208	3.19645940053683	-1.84895840153279	-2.36966770039837	6.75264356652524	3.94368211629344	4.40772258136527	4.89595154713773	3.95070039625923
"prt661"	-0.0718269803921919	-1.45367750254033	NA	-1.21957183355717	-2.08049801540597	-1.13656289678127	-0.595083185879553	0.0988845487756493	-0.0582554174534461	NA	0.513075557834321	0.220872969605606	-2.18577849796813	0.236292164631402	-1.33371169534945	-1.71687218107071	-0.793789481988743	-0.898611076197314	NA	0.862857701800327	-2.15907565982861	-2.25759580288202	-0.169849730730952	-1.66829169457664	-1.10787722171834	-1.52819702060483	-0.134592212086924	0.183972772958138	NA	0.00252397608345224	-2.17499810794514	-0.75967713007023	NA	-0.32934865532563	-0.798039226334949	-0.370103748210077	NA	-0.955627552005174	NA	-0.817996869678172	-1.60210748600407	-1.10140472813109	-1.71037176178236	-0.734024354902067	-1.16484350182985	NA	-3.1080639992973	-1.05198496159224	-1.52165108915469	-0.195608764641247	-1.04148406429229	-2.18864263267749	-1.3958993319135	-0.826402256184189	-1.30120246329205	0.207825725700826	-0.261330258671493	NA	-1.73885619835581	-1.37064889942189	-0.796327233855164	-1.75907458289934	-1.38147920330161	-1.1713802089702	0.8340084429796	NA	NA	-2.04192063760344	-0.952998374138224	-0.727691761946589	0.158559565822031	-1.35433067969693	-1.20848708129083	-0.866658276208431	NA	-0.4247033232138	-1.7567049071179	-0.766890564273595	-0.350020744098494	-0.279780695565501
