"s.6"	"s.24"	"s.33"	"s.47"	"s.51"	"s.53"	"s.55"	"s.59"
"prt662"	1.06627121000447	0.113479771374966	0.0988343558628541	-1.69095373818612	-2.1134868362502	-1.03341664120745	NA	-4.87770500377647
"prt663"	-2.37974626839885	NA	-2.46238243403821	2.88321697562048	-2.13265098618547	-1.97414435770107	1.18257508177194	-0.19750656774168
"prt664"	0.150453942244181	NA	-1.19464722792218	0.0414014457108357	0.241653711829353	-1.20748706360828	-1.13478501432617	-0.910064607601554
"prt665"	0.188219723342846	0.181653504477368	1.06253002119461	NA	-0.108730065731157	NA	-0.95272898755762	4.15409776716416
"prt666"	0.17710517424878	NA	-0.434051062655154	3.53355727972686	-0.399692496435173	-0.847709576991643	-2.081379314626	-2.2641121441257
"prt667"	-0.366523109449639	0.882055089612331	0.816087539198354	-0.0679396285002698	0.642538624181821	-0.615382020434216	NA	0.31726789806803
"prt668"	4.38290762560465	2.46066075393455	3.63757819559208	3.27243756235472	2.88524587987433	2.09707330830292	NA	NA
"prt669"	8.13378236108873	8.29140426344742	7.34174090538837	7.09384104594196	10.1677554663069	8.69591207922214	3.89580119858935	6.61920299699988
"prt670"	NA	1.79876867990373	1.69519256489949	0.146521212308552	2.74699277900321	NA	-1.50715358345025	1.37252239347457
"prt671"	-1.38950415341436	3.97198100631139	2.4371234280535	-2.82742117525582	-1.92394151050411	-6.54967806769181	5.52395656045469	4.22741846161627
"prt672"	-2.7580026574828	NA	-4.10995316250189	-1.62120746521616	-3.90737002911857	NA	-4.62887036602639	-3.3968335985916
"prt673"	4.36667971143731	0.239168108450537	3.60390899758904	0.363845120119675	2.28433616393059	-1.01162829568323	4.44112977533492	0.811383390429976
"prt674"	-4.86513701821796	-3.30354555746872	NA	NA	NA	-2.84365301489156	-0.938710572408496	NA
"prt675"	NA	-1.78460628515918	-0.490689444907071	-1.13136987623675	NA	-2.03473653312307	-0.757705472755781	NA
"prt676"	4.56146674894539	4.51712311934102	2.51630795314416	2.90823092679111	3.14764414052144	1.46975057638847	3.73759827505344	0.766251414938484
"prt677"	NA	1.81418063912963	-2.23730402859649	NA	1.31198503584323	3.21781343478227	1.51030360771477	2.7826971607029
"prt678"	1.51086651292563	3.66659965511413	0.0204537204031461	2.13731723040514	6.66817775872042	0.648034124231803	6.54484203880526	4.52246777735386
"prt679"	2.29044155311108	1.59785313874257	3.55675592323879	2.45249346094887	0.0788352652849356	1.03716995467314	1.94709103806417	2.76152730987412
"prt680"	0.90607028315294	-0.645089982591479	0.359210935831423	-2.01779962704913	NA	-1.9239995715973	NA	NA
"prt681"	0.102501022821867	NA	NA	-2.16508087004641	-1.66453986567183	NA	-1.31972616628393	-2.5167853299284
"prt682"	-1.19111029302039	-3.95218219443543	-5.70971045763024	-1.30422302298076	-0.673913796603202	-1.15082986135653	-2.57126858089151	-2.73878116213736
"prt683"	0.0243328584510914	-1.79080977021516	1.3030794638484	0.706445731056856	-0.299939069873287	0.573997149254837	NA	1.86040748790693
"prt684"	-4.10422721763171	NA	-2.61432785556042	-1.66397164937109	NA	-3.21950631249991	-2.9642717732167	-0.676354699847082
"prt685"	0.91527061206034	2.24995928347795	0.180975632880871	-0.400545430013049	0.94615464254282	0.0168632451357736	NA	0.335826239543097
"prt686"	-0.0586176856686512	0.115349984206469	NA	0.330585308438676	-1.12265634290511	NA	1.21878940419125	-0.653079399656434
"prt687"	-2.64947920106797	-1.14107907954183	NA	NA	NA	-3.85490953529746	-1.23677980194158	NA
"prt688"	1.24709571831963	1.86166158576996	-1.4141930746884	-0.15369769682896	2.4858177092293	-0.647141273074493	-0.7433301662974	1.13253755733161
"prt689"	-0.54351314353542	NA	NA	NA	-0.845056072388835	-1.60324883002448	-1.91104035313193	1.84889600540648
"prt690"	-1.09668548587783	1.92669815259021	1.11013158833781	0.447006994630102	NA	2.89048004136346	1.00443605505829	0.64973885960304
"prt691"	0.00787221006790409	NA	0.539164076221106	NA	1.03401909023051	NA	2.27548401397464	5.42671125532731
"prt692"	0.656920663492279	-0.294491321075032	-1.6178896098083	-0.92671728115942	1.46636944541533	-0.0585326642987117	1.10352469164018	NA
"prt693"	NA	1.27096527965172	-1.99209430211361	-0.753313439414848	2.52574503718538	-1.65698272162168	2.56637098390016	1.59517092856228
"prt694"	-2.48907685894493	-2.93068383132833	0.759257780960507	-3.50188291233708	-2.76407264980197	-2.2450973691828	NA	-1.11303767025173
"prt695"	-0.764979115258931	NA	-1.42208880148053	-1.45514295908788	0.237902873855175	0.703644638420288	-0.297704689988955	0.526812660498962
"prt696"	0.457506547301909	-4.45603994161159	NA	-0.289854052262494	-2.22623106735109	-1.89799515193209	NA	0.418359705415809
"prt697"	2.94841567198586	-0.554598023689035	3.42069621529898	1.24351688308726	1.82080280019554	3.58979787859358	2.45546709375018	-0.284924809231952
"prt698"	-1.45927283057604	-1.97493252982804	-0.185921832820143	-0.75280711299689	NA	NA	-2.19747057799118	1.06464376688853
"prt699"	NA	1.06714588249812	-1.38086356078557	-2.22964190874175	-0.260588309834057	NA	0.183970074685312	0.297298389830357
"prt700"	-4.83087866702993	NA	-5.88454500332686	NA	-6.04589285520414	-7.3071005954991	NA	NA
"prt701"	0.490388229257456	NA	NA	NA	4.62607497805676	3.11664803449087	1.98192686492126	2.58406673527319
"prt702"	-0.600490692063484	NA	1.33380633836819	1.11075675424693	0.125895931407183	1.7421262790814	NA	3.48885408631675
"prt703"	3.64062411881343	4.57183203952372	8.63254644346	8.69438260053774	5.44603307923563	7.8919235828083	5.94610195354107	1.90492281580882
"prt704"	0.837581450696711	0.229252001124684	1.24528308725519	0.518511302748552	2.47476897104815	-0.124073439808928	2.84385426651647	1.07839966974365
"prt705"	-0.229465560268812	-1.17699315598708	NA	NA	-0.381568916480642	0.26532511202832	1.46568090726263	-2.53860669803259
"prt706"	0.320289222837451	1.4272960186462	0.441481500387482	0.397646465717777	1.87528531728035	0.938498347346294	1.54517580291641	NA
"prt707"	0.20658461347059	3.48910259902858	-0.839551714966245	0.356542972311507	2.35589131438945	-1.28743711103762	-0.917898433505232	3.30325538226908
"prt708"	-0.704133446213029	-2.60522151024177	-0.123663208936744	NA	NA	0.905515845196132	1.10592028107382	3.03942747623748
"prt709"	2.32761001666636	2.14134064564923	-2.11706492686266	0.465926128440281	3.1138379779107	0.275768625773442	2.78208538630294	1.87989334876455
"prt710"	1.72187602720934	1.05795363692384	3.61360769238127	0.641138989820755	3.75046054034465	3.79235005403455	NA	-1.77532101234259
"prt711"	5.15285618826222	4.02121539962267	3.08896815296643	3.05915716646934	3.51879507233721	NA	4.21403541587951	3.4005345231886
"prt712"	-0.691108069075543	-1.50955314270308	0.636234602705037	-1.95593292366177	-1.47833891099973	-1.56577380248634	-1.18391434298826	-2.33107096418529
"prt713"	-2.22896108919436	1.63523570242866	1.68385332089829	0.184851694763139	NA	2.18111363744769	2.03485356621396	2.36509640891171
"prt714"	5.06740080760008	3.92498371592359	3.68550064432871	NA	3.44246498808495	5.07786351443073	3.871780855735	2.87353606306994
"prt715"	-1.74178756103232	NA	-0.828171044726611	-1.05374323798561	NA	-0.987852266631551	-1.23793424623848	NA
"prt716"	NA	0.0749290292012741	0.524543785209333	NA	4.18235754518726	4.46456261794041	3.17013533171413	3.14714789564747
"prt717"	-2.47015617376238	-0.945338226590206	-1.86409115191285	-1.15125668282045	-3.60579664240707	-4.14988379520013	NA	-0.205512167265123
"prt718"	-1.6186173571815	0.0750649360727412	-1.12217893193478	1.01217109368992	-2.45021917076023	1.09611584240015	NA	-0.0278229316514368
"prt719"	-0.131452758600366	0.0590097315090647	0.190122390140989	-0.4590766380731	-1.39979778724917	0.0989081026860973	-0.651553519420163	-4.48274018912154
"prt720"	1.12354369443888	-1.07088788320732	-2.65197727873718	-0.333969061246796	0.539379078986023	2.77582433758086	-1.22707927733361	0.786746579807264
"prt721"	0.758027889939861	3.49571131241171	0.830914332208182	0.595987884661016	2.7404937151996	0.320915744584296	0.204681532650211	3.04218011953833
"prt722"	1.3058516111594	NA	NA	NA	3.46994698696494	2.93835695592754	NA	2.60009983549223
"prt723"	NA	-1.17377501049237	-0.0241693220647519	0.821721161272179	-1.46313561164601	-0.950924995181226	0.422790963439092	0.665764809535384
"prt724"	3.80226431435407	2.85540926531307	4.40240384934945	2.61138750193998	3.61039395063315	2.53329052246926	2.15319466502963	3.99764889411364
"prt725"	-1.79036969644042	-0.65666420710735	NA	1.11929793790981	-3.61254811113164	NA	NA	1.43050631479626
"prt726"	NA	-2.42024313606009	-0.382326506831206	-2.98565918228154	-4.87731270101316	1.47628546500232	-0.712334943340755	2.05926259793798
"prt727"	-2.56084943644834	NA	NA	NA	-2.42491013304305	-2.61369778809641	-4.68417193141762	-2.09785407421328
"prt728"	NA	-0.222632858852596	5.67833620436105	3.22457248523847	-2.13119682629021	-0.994779429376088	NA	14.9731588049895
"prt729"	-2.83642298619991	NA	2.54627929156559	2.05236185163042	-0.128105834159836	-1.21088310829275	2.23102681340029	0.591711421258195
"prt730"	3.40797544858069	2.45353265327356	1.90973223832345	-0.784392889087611	2.68482435362123	2.22318218655174	4.444584407751	3.15168039067132
"prt731"	1.60874264704361	3.27193593297788	NA	1.91134212161634	4.18580465655039	3.45552412864305	1.4259316945148	1.10346279704761
"prt732"	1.30859920443321	2.56730961128691	NA	2.19190172738309	3.97769421583885	NA	2.41801708480722	4.01141202484903
"prt733"	-0.0517395523405811	-0.545200047873862	-0.741624252519284	2.11009797104052	1.17387073771323	-0.874230967067943	-1.04433884769684	1.70717721160266
"prt734"	2.15320073356394	1.34475335849592	2.41405141989297	-0.48374358101489	0.771466907563894	NA	1.67365257553802	-0.273960028373813
"prt735"	0.451127221195559	0.368341045850881	0.619131688898811	1.02109524773076	0.649904277899476	-1.19246685737719	1.20412652550782	NA
"prt736"	-4.60592946913805	-2.86781320855161	-4.47678995366322	-4.43960530301085	-1.5395072727409	-2.07358533143279	-2.45651469725068	-2.07814160555114
"prt737"	-2.34613913766704	-1.11366117629168	NA	7.27459848031788	-10.2756160948937	5.11884185417623	-1.53394325992327	-5.72364802738919
"prt738"	-1.70496424107523	-0.998647413510207	0.352387397407471	-1.38754954182912	0.793487362848391	-3.04082028671848	-1.65095930811514	-2.89005287109059
"prt739"	1.70751634229629	-0.019959738241963	-0.101476919327454	1.03989505129412	NA	-2.38681008401571	0.785654596968954	-2.63221979264871
"prt740"	-1.08352978045306	-0.483284911815776	NA	NA	-1.38945789933327	1.13783324225734	-1.29779133807387	0.916722436886647
"prt741"	-1.85057742970762	-0.59467900332899	-0.558845265272585	0.218072524467957	NA	-1.69172545107364	1.24795416935204	0.694023699242891
"prt742"	-0.793031923590126	0.781197454584478	NA	-0.0381149393837383	NA	-0.76833375177797	1.35958521668892	1.83746202204279
"prt743"	-2.42019779571746	NA	NA	-1.67530936987718	-2.20347773253038	NA	-2.2117491642559	-0.557487423786029
"prt744"	0.831396104161496	0.39071446943981	0.784743002018943	1.75019330796673	-0.0735996637469932	NA	NA	1.35231470935049
"prt745"	-2.61401250253182	0.61643452975305	1.64307876392061	-1.29569840730852	-0.83793483193497	0.919036791493956	-0.756839764457336	NA
"prt746"	-3.42841246962958	-3.53937114084442	NA	-2.12146021204573	-5.87331293716808	NA	NA	NA
"prt747"	0.167166161298784	1.15759243186118	5.52150895663168	NA	0.582944686517704	5.69968210300901	4.79376189560324	NA
"prt748"	2.98125403844143	1.6182298017084	3.74135727291831	2.45309674647791	1.08898029861923	2.2349653311628	2.09559364321401	2.85189480557828
"prt749"	-5.89409334008452	NA	-6.2405300839994	NA	NA	-2.11593611257109	-2.81023464124908	-1.5699168112173
"prt750"	NA	2.95957731352744	3.50389554892487	2.67787218886856	2.54322792642043	2.3189450834931	4.30615186660248	5.31725678248734
"prt751"	0.0809303982280696	2.16132077003068	-1.54148260030536	2.07958407212866	-0.157367047520716	-1.48710068987574	1.51991573783416	-2.74287610246067
"prt752"	-0.0973156267406725	1.72121643814335	NA	4.16895615291876	3.77180386820193	-0.1108017589807	3.48998541235468	0.879538434112084
"prt753"	2.06468587722918	1.23357484950934	1.38771047576362	2.13547451122078	1.90992151302159	0.637199836396957	2.14650922756336	1.70361478435186
"prt754"	3.46798863278312	6.00901854948138	NA	-0.0972968336178784	2.06680240606471	5.51213776349099	2.18524128138509	2.74245425182731
"prt755"	1.21450035363278	-1.02637659474197	1.86051145377825	0.155359503930598	0.796106934027767	-0.49999086712837	1.92504727515544	1.02770628207464
"prt756"	0.428653779455649	0.327210002910052	NA	-0.375608261522473	1.44294111136158	2.10329749884436	NA	0.823827532558971
"prt757"	0.802875680391667	1.54832445157074	3.00834212668302	NA	2.42805009153598	1.99754478389345	2.8224964403063	2.02380576668953
"prt758"	0.243935276482645	5.2297960436869	-2.13898988042436	NA	-0.391457710310516	-4.86438118043869	NA	2.14900136204265
"prt759"	4.30284491646018	-0.582787132904784	3.35050171165982	1.04699523172182	1.5643997657752	2.23086147954752	2.10005230640204	1.13443528181121
"prt760"	NA	-0.124996853123749	-2.0066609821116	2.01383564700541	0.905112762960302	-1.68113621743277	1.04818463068002	1.51356155596764
"prt761"	0.450371338301698	-0.525930838460767	0.271081395304588	-1.61151156316036	-1.87249975227245	-0.537829692421468	-0.290657292145187	-0.25353798360161
"prt762"	2.02372730166717	0.386949520756461	0.490247930745714	1.71265490538906	3.0320029868989	1.14907144682228	NA	2.19866371785386
"prt763"	3.86350906591352	3.40243771654241	2.62487026259153	1.00087215287702	0.877182663969843	2.45700307384317	1.42174258398016	-0.864734839100425
"prt764"	1.57313156168158	-0.340371953828157	1.6782579586256	NA	2.45115659544108	2.78851151641039	0.600378789155326	0.356111455191455
"prt765"	-3.55214067630918	-2.95752444520492	-4.58229991237445	-2.21976047397278	NA	0.16150104116641	NA	-1.39545937313452
"prt766"	NA	0.668503040746199	1.54664779449339	1.62728752349354	-0.888249907814227	-0.499306247894169	-0.68397115893386	0.803286130254004
"prt767"	2.66541683628771	NA	NA	4.93512116249095	-2.04132131344781	-0.116741427831359	NA	0.690571158339949
"prt768"	1.57773313539487	NA	-0.151114475648139	NA	1.39379220636901	2.24184003586028	2.40909462392667	-0.268492503652501
"prt769"	-0.232896716481715	1.44674570724923	NA	-1.19649707584337	-2.35720227641796	-1.67720551337077	-0.870490654876442	1.7672410222033
"prt770"	2.57670230351447	1.99960112039905	NA	1.37538315836279	3.795008722005	5.36773087479878	3.77393114356116	5.14119947701144
"prt771"	-1.41362399307061	2.7585055868658	NA	-1.07469658341749	0.345709154585328	-1.33978199011509	3.26526927556325	5.50995457728569
"prt772"	-3.61968864201771	NA	-1.57714915849436	-1.58709665051276	NA	-2.35721590089844	NA	-2.41870480382186
"prt773"	-0.396149643161981	2.30196691984733	1.02938595237804	-1.26052474283663	-3.59476008119039	-2.22402533409912	0.0818331665921232	0.154182036000472
"prt774"	-0.747280722901241	0.0561166098998446	-0.502851906215182	-2.15204196091931	-0.8814892940869	-2.09986058488126	-2.37472927365338	-0.504648729869177
"prt775"	-1.84112266157437	-0.912624910116395	-2.02693042734846	-0.407146017873908	1.36285576929052	-1.17829435642736	-2.08850782064757	-0.84068619191776
"prt776"	-10.6790725268969	-6.70606374260928	NA	-0.595677492015719	1.52276185614961	NA	NA	0.406435269149444
"prt777"	-1.5970045396709	-2.00263168702985	0.404925454443014	-2.41189687035128	-2.77752716693595	-1.90681695679956	NA	-1.11333485734154
"prt778"	NA	2.46003841478726	4.85866998577399	2.30847673138884	3.97254500757666	2.44404166736835	0.743176430181521	NA
"prt779"	NA	0.258264370835043	-0.406225137344478	5.24546105042224	1.68787463985018	0.0772092446583998	2.71025152131768	0.403474291064166
"prt780"	3.67034913000633	0.307460462223086	-0.280332865300419	-1.19262755669841	-1.73636551802633	2.21836292657509	NA	3.99354804053708
"prt781"	-1.38912890110027	-1.91519229907092	-2.42867235009334	-2.82972067374926	-2.03170769446442	-2.18385647519414	NA	-1.28237565942762
"prt782"	4.05474526003034	1.92853371840253	6.34712960453146	0.0748583247902909	NA	5.15092106507401	10.1665064413221	4.67422577507359
"prt783"	NA	-2.68280541620851	-2.81057849200542	-5.91601315421525	-1.20660265630802	NA	-7.7456432954914	-3.78549054821127
"prt784"	1.19710273699102	-0.0793889495181711	-0.806952167783997	-1.70713225155629	0.378331276516867	-0.935745738672171	-1.34031331437227	-0.92785386255063
"prt785"	1.05943797068342	0.484805365816579	-0.63380945068835	-1.33703663500408	3.5140348692118	-0.510272307036568	3.87902078968347	-2.29443606214164
"prt786"	1.373684076089	NA	-1.85249815618381	0.896547020076559	1.33688789766622	-4.74004431277979	-0.354309350283832	-0.90716192761961
"prt787"	0.92747086914526	0.95699209641532	0.335063694833978	-0.912490853609119	0.601535206449597	-0.983276955048812	-0.00469325093363676	0.267268249085651
"prt788"	-4.31951899203182	NA	-4.28752978683805	-2.62511065887129	-2.96264467418335	NA	-2.15935956081711	-5.13813316972861
"prt789"	-2.28265949300194	NA	-1.88778997666292	-1.75588363123491	-0.965721332803213	-1.53660565961088	-6.11905022543829	-5.44897595003902
"prt790"	NA	1.87920448141532	2.67632444029832	2.98096590781252	0.462340228226434	2.34055873110106	3.11984809503727	3.27332457889321
"prt791"	0.0419977992688614	-0.104102658460407	2.063252070609	0.40287632757241	2.01565904371176	NA	NA	1.69068494012854
"prt792"	1.5086070135966	1.16687477542044	-0.140376345599542	0.298497823036883	0.007486876896168	2.87821150182981	-1.9077420273424	2.23000661729976
"prt793"	1.17648765126558	3.16445418882269	3.05166290521627	1.75043273408607	NA	0.185045705120527	3.23541049247992	3.38062492704701
"prt794"	1.9743304600608	2.12766345717645	4.55253275303332	3.56007798444688	0.984370328440546	5.26178385581362	4.7360514186582	2.11512978298159
"prt795"	NA	-1.24631384995771	-1.93623366303471	-2.50249864708339	-0.345182847979439	NA	NA	-0.00404327584610426
"prt796"	-0.88538779036927	-2.50871006578318	-3.58367269740524	-0.778838491091382	-0.117654688563683	-0.149597799016184	NA	-2.47473436581585
"prt797"	-6.59420470455552	NA	-3.28570160890898	-2.14870649364019	-7.08786240686478	-2.12014579883471	-1.37204143606414	-1.17690392250621
"prt798"	-1.61292816376337	-0.459450516776145	0.732193731870478	NA	1.66862376809736	2.08941032012128	-0.223449263654237	NA
"prt799"	-0.224474908714755	1.62143856377636	0.341790072989912	1.05485607914727	1.424111920778	-1.02816488313252	0.307228514110712	2.34831906061279
"prt800"	0.731110897144666	-1.27662656758134	2.7019306631556	-4.66139335541092	-8.88232574756599	NA	5.56270610244978	-4.10744201030695
"prt801"	4.4455468480222	3.84228102404009	4.41702602231342	2.77987389209857	3.44506908938781	3.32196254902856	2.66609043093096	1.81319745289767
"prt802"	-0.637347411959263	-0.63948675834757	-1.12353013508545	-0.207175068766998	0.61242672085691	0.982956925038239	1.29807681122415	1.74056427570992
"prt803"	NA	-2.5761408864043	0.569587511334666	NA	-2.54143207419607	-4.91573297182343	-1.21694956380864	-3.82721505565765
"prt804"	-3.13934666002332	NA	-0.970532982989666	NA	0.115048713849847	-1.10572441739799	-1.17947654239327	-1.16423248882773
"prt805"	2.06210359981787	0.729779377704228	3.49660926808844	-0.02637148606968	-0.043438208130426	1.25521789937908	0.744296934111518	1.8196244327352
"prt806"	NA	-3.18100274268598	2.82522775711219	2.28621930255631	0.240341977519377	-1.30598455114381	0.536769665621131	-1.00159672693192
"prt807"	0.845940240248691	2.22567743205061	5.12114771645183	1.69173724086092	4.67027824095646	1.74255544112204	1.22050870873226	-2.90958594485913
"prt808"	-4.34795135104357	8.23921779883329	0.689528527132854	-2.58952082373717	-1.66967430445148	2.87169722830479	1.08762702447117	2.53165038816184
"prt809"	-2.46233967639688	1.34080141122778	-1.24487817284584	-1.21845451402672	0.093920349778965	-0.931502120196146	-0.836515506403248	0.160757727491711
"prt810"	3.68471542345346	0.767764340217434	NA	0.974092933995337	1.53853400001852	0.35794028435026	-0.465263130627187	1.74673221652907
"prt811"	-0.962026531846086	NA	-2.41363672425239	-5.44071785454852	-0.677253773017276	-0.794636661371059	-5.31285345035492	NA
"prt812"	-1.40958634477323	-2.14425535810925	-2.45804071051475	3.74426892873815	-2.99726016998591	1.63754640237725	3.07630770502023	0.0641269773851528
"prt813"	-0.286677799784407	-0.195981272670151	-0.573468633487879	NA	1.20917657758285	2.81917668535973	0.125501901199539	1.22661894299785
"prt814"	NA	-3.13071491773993	1.37249783909399	NA	NA	-1.97316323009937	-2.96710031354578	NA
"prt815"	-4.22405627832869	-2.47688131042875	0.449306880326724	-1.5964845767955	NA	NA	NA	2.45109770542095
"prt816"	2.03352508452159	-0.441810938614045	2.28283071832643	0.511189526712788	4.0294270228962	2.19703667672134	2.44721979424792	4.78422417273176
"prt817"	-0.516159114843684	-2.98236791095066	-2.00116055412029	-1.21573704620218	0.176421268302279	1.18402001307852	-0.833310495511892	-1.48438668090121
"prt818"	-2.58178106917636	0.666594152371241	0.67611463349595	NA	4.44574124002581	-1.27169262531235	-0.38629365411419	0.703966883228375
"prt819"	7.09351029040538	5.21586755891617	NA	9.47126374930161	10.4308961712806	7.80681630633124	NA	10.0445877566795
"prt820"	0.273288802252917	NA	0.164134331053709	1.2539909927172	0.968990572524702	-2.40346765665939	-1.51828496800424	0.14219051502382
"prt821"	0.472554047401326	-0.926553710340408	NA	NA	-1.16694618986531	-0.225725785437485	1.14297076913	NA
"prt822"	-2.64820463798312	-1.14565214430291	-0.871606487999978	-0.581642444066835	0.682445860276935	0.286011722080139	-1.58925389744627	-1.80219186381647
"prt823"	-0.710374315887798	NA	NA	NA	-2.41999055338157	NA	-1.7171891075035	-3.25487470969778
"prt824"	0.0879665762677054	0.390365454405713	-0.877082554525948	-0.628045416171698	1.73365075079458	-1.76500484382617	-0.3311423167937	-1.79817976564519
"prt825"	1.81463528075102	NA	12.0836013177091	3.31102655277634	-3.05236947865549	11.1284963071085	2.52599438566699	NA
"prt826"	0.107947850950967	3.0292279232039	2.04054163906926	1.47859127893495	6.31785442963005	2.88764667633275	-0.767101926659651	0.684994828739624
"prt827"	NA	-1.64543085137976	2.7214142537577	-0.276278904471481	NA	0.687187473335441	2.54736702861867	NA
"prt828"	-1.79090725817355	1.50447230065988	-0.0915084421380721	-2.67341321384486	-2.28335009990671	3.47972772671388	-0.890959866639085	-3.88951777561902
"prt829"	2.22695273501262	1.2583433133905	1.61957262093761	4.97038636010469	2.51083849159016	0.960376991379617	1.29019454697841	2.52492280761928
"prt830"	0.488778816137438	3.30568296064043	-0.0149463689222195	1.1929646555706	1.50091280084956	1.63032119383298	1.34634030248043	0.449955408687385
"prt831"	-0.0028318552453786	2.47673256871473	1.66663240009464	0.261768782863356	2.70644995386539	2.57024051799103	0.89122201337647	1.47453034676898
"prt832"	1.80296494334572	1.69834481404103	0.792967335114093	NA	2.88601242304265	1.83446574318473	4.27463207543355	1.64774538052646
"prt833"	0.166905080750916	-1.81704293151226	-2.79715118045671	NA	2.38394443288168	1.4406774941162	-1.22494941195151	NA
"prt834"	NA	-1.24543664881382	-0.13285467534485	-1.44974442504886	-0.000417595029623075	0.0457428786592681	1.6713862363969	0.99389800618694
"prt835"	4.54638476399456	NA	NA	1.09687518727865	NA	1.3288443315353	5.38918938706173	2.48921182520449
"prt836"	-2.8597957127868	NA	NA	NA	NA	-1.02971209184582	-1.95889410550274	-4.90829430930237
"prt837"	3.98820236246275	2.85242702831561	2.68530187689852	NA	6.39955131971368	NA	1.33335994383186	2.86606418084702
"prt838"	2.90744866707686	3.1041799972984	3.63628120898796	4.60345548958195	1.63597998780502	4.17164454002949	4.04589873414261	3.87168966158902
"prt839"	1.24099707904787	2.76993839628463	2.54422852028646	4.75657615108174	6.83642347013297	4.30855552454605	3.93910663285443	NA
"prt840"	-2.12291028138141	-1.85746526539845	-1.68118382056297	-0.54606695170006	-2.4627155955837	-1.99868693462615	-1.83338925643895	-2.3237889196785
"prt841"	-0.916325316985715	0.885163605040254	NA	0.208774550662683	-0.0543269070585627	-1.1917122714086	-1.34623318342319	2.52723119391454
"prt842"	NA	-5.87996662276938	-5.14212789732384	NA	3.6531573540616	6.80793794905751	-1.13871636740297	-1.04953741215501
"prt843"	NA	3.20286600722094	-1.94244594168804	1.58449813177042	-1.58822478812752	-2.41802917589283	-0.529414176701347	0.64697542556302
"prt844"	-6.31775282396417	-2.79765681522549	-2.59657644245219	-2.06734994985005	-3.77800666618511	-4.94117881594675	NA	-4.13049888856571
"prt845"	0.380905387860762	NA	1.72691108852737	1.28456488745641	NA	-0.0655523387337569	0.713018338839169	1.01724097408909
"prt846"	-2.94856903035756	-1.26236031115434	NA	NA	0.286900771200062	NA	-2.88657097100636	2.39962737795296
"prt847"	NA	1.40603883908217	-2.06584104658622	0.0745014541504005	NA	0.606431948703293	NA	0.854577686051593
"prt848"	1.14164578618047	1.70461555504048	1.24468468225198	1.72938874788125	1.00297667569584	0.600805860206643	1.69780388024982	1.57939001881814
"prt849"	-2.45575439342705	NA	NA	-0.831031693917019	0.135701199692246	-1.18466684999728	-0.0973916964095745	-2.19149070968622
"prt850"	4.66190922182365	0.866205215062385	3.08004800648696	-0.382451008653126	NA	4.3043482627404	2.2635606922445	2.53683083617361
"prt851"	-1.99760807892619	-2.09230567795273	-1.89381668679545	-0.0474440844065663	-1.04337508297133	-0.226663274751841	-0.266780370484475	-0.42201468665118
"prt852"	-0.468066001671254	NA	1.96530971892191	0.056433833618914	-3.68587919336216	2.39524410062644	NA	1.29297536066806
"prt853"	0.773919266435982	1.84904601715977	1.25471426750554	0.470194797109466	0.820376704534451	2.17333681311927	0.429286474642687	-0.753851743778056
"prt854"	-1.14116099003392	NA	0.025205231827003	1.7675063104288	-1.87647487134751	-0.80767674479237	-0.912475257743888	NA
"prt855"	1.0155158517313	2.10478544777679	1.6774283750072	1.90432933475449	0.894737933723105	1.1686526258201	NA	0.947286263357394
"prt856"	2.10349925686902	-3.80926154577325	-0.682126254024838	-0.785158337675501	-1.02215344683951	1.10410154744919	0.771409256569226	-4.79834638669198
"prt857"	4.89384997663657	0.417604988743103	-0.0615236380389559	-0.28267999317581	6.68789096098971	NA	-3.76753752908307	4.23698235551095
"prt858"	0.0717297207543713	3.04454681029612	4.7318990735671	4.14859684421657	2.35329267766444	3.91052515504665	3.97213686848099	2.4147474438532
"prt859"	0.605851728513191	-1.04892762727517	-0.629683710618858	-1.06681159436968	-2.17683046576254	-0.316985243161008	1.17259898920439	-0.324424754392645
"prt860"	-1.66723982527081	1.86145453727424	-1.48566550503947	-0.980813337665625	2.9772298817895	-0.154360758946944	3.68732813596156	4.4115763517007
"prt861"	-1.16815287770582	4.51071791758281	NA	-2.6276632712622	4.40406195951086	3.18479675807598	-0.251032389214124	5.51466158538287
"prt862"	-2.84113140119073	0.633699511321437	NA	-0.610655976824359	-8.13550877376679	NA	-6.875855869693	NA
"prt863"	2.58333949418357	NA	2.46525658311125	NA	2.52769065701658	2.3425232942181	2.32150397201374	1.57538647777242
"prt864"	-1.21016366553044	-1.99120257126096	-3.45068237971577	-0.817828199848334	NA	-1.25275999055798	-0.492257406004326	0.319380457951597
"prt865"	NA	0.13252407237136	1.09084179265128	1.83105976575923	2.08570485841219	0.103591764966113	2.16402676979175	1.54625928979832
"prt866"	4.23975395343466	-0.58300680901672	-1.32916986370127	3.55427396530243	-0.0689868377838343	3.54420642526998	2.99382705579323	-1.9663293750812
"prt867"	-2.60736742412128	NA	-1.98312739542675	NA	-2.33474079748636	-1.49211721315319	-1.44928329171291	-1.55983008762887
"prt868"	-0.510124307265618	4.12041885088778	2.46790626151418	4.95572371180935	0.696617238885121	2.34151874616196	-1.2972244590127	9.15863496150966
"prt869"	1.34938281075556	0.655251895730533	NA	NA	NA	-1.64577034631302	NA	-2.31127389467733
